mcc,eval_loss,acc,prec_micro,prec_macro,rec_micro,rec_macro,f1_micro,f1_macro,data_name,model_name,seed,train_batch_size,epoch
0.6987591326845256,0.6034827986184288,0.7962962962962963,0.7962962962962963,0.7071367040017507,0.7962962962962963,0.7120087103388839,0.7962962962962963,0.7048406157272903,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,123,8,1
0.6841167997014843,0.6484048173708075,0.7825567502986858,0.7825567502986858,0.6766019985500514,0.7825567502986858,0.713577661381727,0.7825567502986858,0.6865661553984233,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,123,8,2
0.6711382966692552,0.7284418940544128,0.7777777777777778,0.7777777777777778,0.6689078145849512,0.7777777777777778,0.6931035231126607,0.7777777777777778,0.6796721737007567,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,123,8,3
0.6897683222388022,1.0607959873536055,0.7903225806451613,0.7903225806451613,0.6877274046290238,0.7903225806451613,0.7115637258001036,0.7903225806451614,0.6982067857918048,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,123,8,4
0.6761196112833718,1.187659105833839,0.7831541218637993,0.7831541218637993,0.6816803819165986,0.7831541218637993,0.6896798174882873,0.7831541218637993,0.6834785269049741,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,123,8,5
0.6596290588631533,0.6268401777043062,0.7759856630824373,0.7759856630824373,0.6844728522550098,0.7759856630824373,0.6638502299801662,0.7759856630824373,0.6597310801086951,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,124,8,1
0.7026822262978166,0.6338968802900875,0.8034647550776584,0.8034647550776584,0.7066688808621489,0.8034647550776584,0.708328829266686,0.8034647550776584,0.7065311593292989,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,124,8,2
0.6900156128653979,0.7505515112596399,0.7927120669056152,0.7927120669056152,0.6909368513550158,0.7927120669056152,0.7042409436010586,0.7927120669056152,0.6914528146324546,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,124,8,3
0.685512949872332,1.0455652650664835,0.7879330943847073,0.7879330943847073,0.6831139905998727,0.7879330943847073,0.7049608290140751,0.7879330943847073,0.6930244072841532,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,124,8,4
0.6781239367802727,1.1827577948570251,0.7843488649940262,0.7843488649940262,0.6760052282344351,0.7843488649940262,0.6899564338860567,0.7843488649940262,0.6817906834122319,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,124,8,5
0.6430769551226977,0.6516567731604856,0.7586618876941458,0.7586618876941458,0.6538687364291407,0.7586618876941458,0.6590012378866534,0.7586618876941458,0.6474700919520022,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,125,8,1
0.6724280851828827,0.6728174318285549,0.7741935483870968,0.7741935483870968,0.6733577847764475,0.7741935483870968,0.7120174763965375,0.7741935483870968,0.6860664146105252,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,125,8,2
0.6830852795321167,0.8295567947275498,0.7885304659498208,0.7885304659498208,0.6892617043450378,0.7885304659498208,0.6976828643653594,0.7885304659498207,0.6930497329544733,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,125,8,3
0.6806059865562027,1.0939302444458008,0.7861409796893668,0.7861409796893668,0.6865789599412471,0.7861409796893668,0.6978926508161,0.7861409796893668,0.6833235246375061,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,125,8,4
0.6774053892243533,1.1907820806783789,0.7843488649940262,0.7843488649940262,0.6844505412379244,0.7843488649940262,0.6936947866219314,0.7843488649940262,0.6874043524091756,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,125,8,5
0.6555091987493019,0.6539342508596533,0.7676224611708483,0.7676224611708483,0.6774682731135296,0.7676224611708483,0.665483038415853,0.7676224611708484,0.6627700393577021,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,126,8,1
0.6677507601571462,0.7254562903853023,0.7813620071684588,0.7813620071684588,0.6980753799987761,0.7813620071684588,0.6654977437181142,0.7813620071684588,0.6689361623477453,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,126,8,2
0.6752103510910482,0.8376069524708916,0.7843488649940262,0.7843488649940262,0.6836856819832835,0.7843488649940262,0.6791640779571557,0.7843488649940262,0.6774983574150983,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,126,8,3
0.672891603348202,1.1070598784615011,0.7825567502986858,0.7825567502986858,0.6768311958083331,0.7825567502986858,0.6865594404636248,0.7825567502986858,0.6798367711638942,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,126,8,4
0.6669010907535161,1.2334940713994644,0.7783751493428913,0.7783751493428913,0.6741537058478787,0.7783751493428913,0.6793449627186854,0.7783751493428913,0.6746546086260526,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,126,8,5
0.6868049024566403,0.6174550932996413,0.7897252090800478,0.7897252090800478,0.6880492201620482,0.7897252090800478,0.7037356324833766,0.7897252090800478,0.6924609403155834,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,127,8,1
0.7097692161340013,0.609423949437983,0.8046594982078853,0.8046594982078853,0.7054458818302554,0.8046594982078853,0.7211323036482564,0.8046594982078853,0.7103521054497921,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,127,8,2
0.6745012307887405,0.8329547924153945,0.7783751493428913,0.7783751493428913,0.6914484314311486,0.7783751493428913,0.6835037755313856,0.7783751493428913,0.6759926449706601,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,127,8,3
0.6861616132816849,1.030021302840289,0.7891278375149343,0.7891278375149343,0.6889597609891489,0.7891278375149343,0.701532984823482,0.7891278375149343,0.6940511811650113,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,127,8,4
0.6854518687334019,1.158293166581322,0.7897252090800478,0.7897252090800478,0.6915723651139071,0.7897252090800478,0.6965986562525412,0.7897252090800478,0.6928587526523248,Quad_ES,ConfliBERT-Spanish-multilingual-cased-v2,127,8,5
