mcc,eval_loss,acc,prec_micro,prec_macro,rec_micro,rec_macro,f1_micro,f1_macro,data_name,model_name,seed,train_batch_size,epoch
0.6720646989222239,0.6165698293377372,0.7818290496114764,0.7818290496114764,0.6811787518142708,0.7818290496114764,0.682591909712654,0.7818290496114764,0.6812934436205,Quad_AR_EN_TR,ConfliBERT-cont-cased,123,8,1
0.6754670642287872,0.656150237602346,0.7782426778242678,0.7782426778242678,0.6707937486328073,0.7782426778242678,0.6965833026003393,0.7782426778242678,0.6752804840314441,Quad_AR_EN_TR,ConfliBERT-cont-cased,123,8,2
0.692174380265758,0.7910864668733933,0.7943813508667065,0.7943813508667065,0.6920061881103424,0.7943813508667065,0.7029255771595955,0.7943813508667065,0.6970510910000707,Quad_AR_EN_TR,ConfliBERT-cont-cased,123,8,3
0.6821515561890159,1.0261155156528248,0.7860131500298865,0.7860131500298865,0.6776952882607368,0.7860131500298865,0.6989397305558157,0.7860131500298865,0.6874543619919169,Quad_AR_EN_TR,ConfliBERT-cont-cased,123,8,4
0.681636161606892,1.1369376007248373,0.785415421398685,0.785415421398685,0.6776193462469179,0.785415421398685,0.699973720746748,0.785415421398685,0.6876929917365995,Quad_AR_EN_TR,ConfliBERT-cont-cased,123,8,5
0.6201729829283049,0.7248107510454515,0.7573221757322176,0.7573221757322176,0.6886432520967405,0.7573221757322176,0.6097230691759596,0.7573221757322176,0.6306165380258182,Quad_AR_EN_TR,ConfliBERT-cont-cased,124,8,1
0.6808576462200623,0.6049673522219938,0.7860131500298865,0.7860131500298865,0.6778904701919275,0.7860131500298865,0.6943307127250721,0.7860131500298865,0.6849031625101492,Quad_AR_EN_TR,ConfliBERT-cont-cased,124,8,2
0.6733845539260482,0.8068152034983915,0.7770472205618649,0.7770472205618649,0.6672679565497789,0.7770472205618649,0.700948989200809,0.7770472205618649,0.6806099785780487,Quad_AR_EN_TR,ConfliBERT-cont-cased,124,8,3
0.6900021540483099,1.0136136517805212,0.7919904363419008,0.7919904363419008,0.6869141132908021,0.7919904363419008,0.7019024747257909,0.7919904363419008,0.6939130715700089,Quad_AR_EN_TR,ConfliBERT-cont-cased,124,8,4
0.6865175088354326,1.14014531584347,0.789599521817095,0.789599521817095,0.6834853545786994,0.789599521817095,0.7023424639371646,0.789599521817095,0.6919809203521063,Quad_AR_EN_TR,ConfliBERT-cont-cased,124,8,5
0.66707041225698,0.6068543721647823,0.7776449491930664,0.7776449491930664,0.6704286914453192,0.7776449491930664,0.6783420198737355,0.7776449491930664,0.6696182834134848,Quad_AR_EN_TR,ConfliBERT-cont-cased,125,8,1
0.6872544727559826,0.6469594485619489,0.789599521817095,0.789599521817095,0.6975212527624733,0.789599521817095,0.6914260375182385,0.789599521817095,0.6878723026534277,Quad_AR_EN_TR,ConfliBERT-cont-cased,125,8,2
0.7013241854509308,0.7754401038674748,0.8015540944411237,0.8015540944411237,0.7038684982107491,0.8015540944411237,0.7088434178132104,0.8015540944411237,0.7062411151147417,Quad_AR_EN_TR,ConfliBERT-cont-cased,125,8,3
0.6915537500150417,0.9763006848447463,0.7949790794979079,0.7949790794979079,0.697390331321628,0.7949790794979079,0.7009430128737045,0.7949790794979079,0.6977392137654839,Quad_AR_EN_TR,ConfliBERT-cont-cased,125,8,4
0.6926112787332368,1.1043938889222986,0.793783622235505,0.793783622235505,0.6909551753835768,0.793783622235505,0.7071154768711486,0.793783622235505,0.6986562821958392,Quad_AR_EN_TR,ConfliBERT-cont-cased,125,8,5
0.6858137539839969,0.5943427015753353,0.7907949790794979,0.7907949790794979,0.6887131184994228,0.7907949790794979,0.6948439310035073,0.7907949790794979,0.6880343905132925,Quad_AR_EN_TR,ConfliBERT-cont-cased,126,8,1
0.6845746284511155,0.6397887187845567,0.7907949790794979,0.7907949790794979,0.691305179459501,0.7907949790794979,0.6928421062576731,0.7907949790794979,0.6865136266686458,Quad_AR_EN_TR,ConfliBERT-cont-cased,126,8,2
0.6766314184320105,0.7641735076904297,0.7860131500298865,0.7860131500298865,0.6899320024392097,0.7860131500298865,0.6826198174517157,0.7860131500298865,0.6772144924138084,Quad_AR_EN_TR,ConfliBERT-cont-cased,126,8,3
0.6907718912789367,0.9640397359343136,0.7931858936043037,0.7931858936043037,0.6879473121163067,0.7931858936043037,0.7025035332090083,0.7931858936043037,0.6937040412001417,Quad_AR_EN_TR,ConfliBERT-cont-cased,126,8,4
0.6916899077875223,1.0764715285862194,0.793783622235505,0.793783622235505,0.6874338850435097,0.793783622235505,0.6997672772903967,0.793783622235505,0.692600009813329,Quad_AR_EN_TR,ConfliBERT-cont-cased,126,8,5
0.6877328606326939,0.58584785286118,0.7872086072922893,0.7872086072922893,0.6868735852505079,0.7872086072922893,0.7143964614488393,0.7872086072922891,0.6978401974395608,Quad_AR_EN_TR,ConfliBERT-cont-cased,127,8,1
0.6992340143069428,0.591533503111671,0.8027495517035266,0.8027495517035266,0.7070788798501056,0.8027495517035266,0.699063949397108,0.8027495517035266,0.7027003336412102,Quad_AR_EN_TR,ConfliBERT-cont-cased,127,8,2
0.6911748216302359,0.7899457917493933,0.7925881649731022,0.7925881649731022,0.6927565988016285,0.7925881649731022,0.708631472744159,0.7925881649731022,0.6978858731525787,Quad_AR_EN_TR,ConfliBERT-cont-cased,127,8,3
0.7017106278376198,1.0232161458800821,0.7997609085475195,0.7997609085475195,0.6997017954847669,0.7997609085475195,0.7200316762216652,0.7997609085475195,0.7088862643618177,Quad_AR_EN_TR,ConfliBERT-cont-cased,127,8,4
