id,en_es_DEEP_to_es_difference_general_rarity,en_es_DEEP_to_es_difference_genre_rarity,en_es_DEEPL_to_es_difference_general_rarity,en_es_DEEPL_to_es_difference_genre_rarity,en_es_GOOGLE_to_es_difference_general_rarity,en_es_GOOGLE_to_es_difference_genre_rarity,en_es_TRANSFORMERS_to_es_difference_general_rarity,en_es_TRANSFORMERS_to_es_difference_genre_rarity
2011/s/2013/467/78:2,0.0489417989417989,0.0026455026455026037,0.011904761904761918,0.0026455026455026037,0.0489417989417989,0.0026455026455026037,0.011904761904761918,0.0026455026455026037
2014/s/prst/2014/3/895:1,-0.0003442933379239066,0.015062833534171101,0.016143892961583084,-0.00032047430196690055,-0.0003442933379239066,0.015062833534171101,-0.0009916472786909991,-0.007513635150082
2010/s/prst/2010/25/130:1,0.008547008547008489,-0.012820512820512803,-0.00793650793650802,-0.023809523809523808,0.008547008547008489,-0.012820512820512803,0.06349206349206349,-0.0952380952380952
2012/s/2012/24/22:4,-0.06419294990723567,-0.0159554730983302,-0.06380789022298458,0.0202401372212693,-0.06419294990723567,-0.0159554730983302,-0.043784786641929474,0.004452690166975901
2005/s/2005/682/29:1,0.008658008658008615,0.0021645021645022022,-0.027972027972027996,-0.0454545454545454,0.008658008658008615,0.0021645021645022022,-0.056818181818181795,-0.0454545454545454
2010/s/prst/2010/22/6:2,-0.004892367906066619,-0.0119373776908024,-0.02180966113914931,-0.015320836337418903,-0.004892367906066619,-0.0119373776908024,0.0136986301369863,-0.0136986301369863
2014/s/prst/2014/3/143:1,0.03420096852300242,-0.0169491525423728,0.03420096852300242,0.0009079903147699991,0.04036979969183352,-0.0169491525423728,0.03420096852300242,0.0009079903147699991
2000/s/2000/1196/7:5,0.03888888888888892,-0.03333333333333341,0.03888888888888892,-0.03333333333333341,0.03888888888888892,-0.03333333333333341,0.03888888888888892,-0.03333333333333341
2000/s/2000/1196/40:4,0.07407407407407399,0.0,0.07407407407407399,0.0,0.07407407407407399,0.0,0.07407407407407399,0.0
2005/s/2005/634/16:3,0.07862068965517241,0.011034482758620706,0.11862068965517239,0.011034482758620706,0.07862068965517241,0.011034482758620706,0.07862068965517241,0.011034482758620706
2005/s/2005/572/385:2,0.031666666666666704,0.0783333333333334,0.013888888888888923,0.0324074074074074,0.031666666666666704,0.0783333333333334,0.025000000000000022,0.024999999999999994
2003/s/2003/90/133:1,-0.052380952380952306,-0.0523809523809524,-0.08095238095238089,-0.023809523809523808,-0.04313725490196069,-0.019607843137254916,-0.07719298245614026,-0.03508771929824561
2012/s/2012/373/82:1,-0.005116725295810698,0.0,0.0580182529335071,0.0192307692307692,0.005982053838484491,0.0,0.033292978208232404,0.0178571428571428
2011/s/2011/463/410:3,0.008741258741258806,-0.0202797202797203,-0.000663129973474702,0.013262599469495998,0.008741258741258806,-0.0202797202797203,-0.023076923076922995,0.011538461538461602
2007/s/2007/677/240:1,-0.020145417496410883,0.01991386097346369,-0.016673711897045695,0.028791508148983194,-0.02713842448941789,0.0129208539804566,-0.03113442848542189,-0.002064161004558293
2004/s/2004/384/110:2,0.0062500000000000056,-0.03125,0.0062500000000000056,-0.03125,0.0062500000000000056,-0.03125,0.009698275862068895,-0.03125
2012/s/2012/373/602:1,-0.051282051282051266,0.0666666666666666,0.04395604395604391,0.1428571428571428,-0.051282051282051266,0.0666666666666666,0.032051282051282104,0.0833333333333333
2008/s/2008/471/26:1,0.040222575516693226,-0.0335453100158982,0.032043343653250844,-0.033900928792569604,0.040222575516693226,-0.0335453100158982,0.024283559577677305,-0.034238310708898906
2010/s/prst/2010/25/792:1,0.011206359848666303,0.035822039174369096,0.005778883873961305,0.014510482136078001,0.016256298127198476,0.0353170453465159,0.0008232592400018168,0.015771913861085902
2014/s/2014/914/64:3,-0.06563706563706562,-0.0254826254826255,-0.06563706563706562,-0.0254826254826255,-0.06563706563706562,-0.0254826254826255,-0.06563706563706562,-0.0254826254826255
2014/s/2014/740/6:8,0.07142857142857151,0.0,0.18681318681318693,0.0,0.07142857142857151,0.0,0.07142857142857151,0.0
2005/s/2005/635/66:4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014/s/2014/929/159:4,-0.0393939393939394,-0.0222222222222222,0.04285714285714287,0.0015873015873016025,-0.0393939393939394,-0.0222222222222222,0.0060606060606061,0.0005050505050505014
2005/s/2005/761/87:4,-0.043422733077905507,0.005108556832694705,-0.043422733077905507,0.005108556832694705,-0.043422733077905507,0.005108556832694705,-0.056650246305418706,0.0024630541871921013
2014/s/res/2178__2014_/13:1,-0.00380354997998128,-0.027892699853196305,-0.0256520669291338,-0.031865157480314904,-0.00380354997998128,-0.027892699853196305,-0.017335534671069297,-0.038417576835153705
2011/s/2013/467/175:1,0.0770114942528736,-0.0666666666666666,0.04791666666666669,-0.035416666666666596,0.0770114942528736,-0.0666666666666666,0.024731182795698886,-0.0344086021505376
