id,es_en_DEEP_difference_general_rare_proportion,es_en_DEEP_difference_genre_rare_proportion,es_en_DEEPL_difference_general_rare_proportion,es_en_DEEPL_difference_genre_rare_proportion,es_en_GOOGLE_difference_general_rare_proportion,es_en_GOOGLE_difference_genre_rare_proportion,es_en_TRANSFORMERS_difference_general_rare_proportion,es_en_TRANSFORMERS_difference_genre_rare_proportion
2014/s/2014/731/14:3,-0.032055311125078534,-0.9069767441860463,-0.05908233815210562,-0.9069767441860463,-0.05908233815210562,-0.9069767441860463,-0.05908233815210562,-0.9069767441860463
2007/s/2007/677/102:2,-0.07565011820330969,-0.8288416075650118,-0.06531420089064821,-0.8045522018802573,-0.07059961315280469,-0.8283365570599613,-0.0610302351623741,-0.7984322508398657
2014/s/2014/957/82:1,-0.068561872909699,-0.7065217391304348,-0.068561872909699,-0.7065217391304348,-0.068561872909699,-0.7065217391304348,-0.0736497545008184,-0.7287234042553192
2012/s/prst/2012/24/10:1,0.01333333333333342,-0.7166666666666667,0.01333333333333342,-0.6966666666666667,0.01333333333333342,-0.7166666666666667,-0.0124999999999999,-0.7166666666666667
2005/s/2005/60/462:2,-0.09067688378033209,-0.6551724137931034,-0.09067688378033209,-0.6551724137931034,-0.09067688378033209,-0.6551724137931034,-0.09067688378033209,-0.6551724137931034
2000/s/2000/1196/59:5,-0.04999999999999999,-0.6571428571428571,-0.04999999999999999,-0.6571428571428571,-0.04999999999999999,-0.6571428571428571,-0.01428571428571429,-0.6571428571428571
2009/s/res/1904_2009_/74:1,-0.038177339901477814,-0.7619047619047619,-0.04679802955665019,-0.7532840722495895,-0.038177339901477814,-0.7619047619047619,-0.0404761904761905,-0.7619047619047619
2014/s/2014/369/37:1,0.005102040816326481,-0.8188775510204082,-0.0022796352583586144,-0.8180091185410335,0.005102040816326481,-0.8188775510204082,0.004658385093167683,-0.8175465838509317
1999/s/prst/1999/6/19:1,0.0550688360450563,-0.8085106382978723,0.06576402321083169,-0.8085106382978723,0.0550688360450563,-0.8085106382978723,0.10212765957446812,-0.8085106382978723
2011/s/2011/463/395:4,-0.13333333333333341,-0.7666666666666667,-0.15862068965517243,-0.7666666666666667,-0.13333333333333341,-0.7666666666666667,-0.19310344827586212,-0.7666666666666667
2014/s/res/2160__2014_/35:1,0.014619883040935588,-0.7333333333333333,0.16666666666666669,-0.7055555555555556,0.014619883040935588,-0.7333333333333333,0.1291291291291291,-0.7333333333333333
2001/s/res/1363_2001_/14:1,0.0768253968253968,-0.6774603174603175,0.09935483870967737,-0.6449462365591399,0.0768253968253968,-0.6774603174603175,0.08322580645161287,-0.6610752688172044
2005/s/2005/572/96:1,0.0060606060606061,-0.7242424242424242,0.0060606060606061,-0.7242424242424242,0.0060606060606061,-0.7242424242424242,0.025415444770283457,-0.7253176930596286
2014/s/2014/902/70:4,0.052941176470588214,-0.75,-0.005882352941176505,-0.75,0.052941176470588214,-0.75,-0.07777777777777778,-0.75
2003/s/2003/90/107:3,-0.16666666666666669,-0.7083333333333334,-0.09848484848484851,-0.6590909090909091,-0.16666666666666669,-0.7083333333333334,-0.13666666666666666,-0.67
2010/s/prst/2010/25/782:1,-0.007608695652173869,-0.8695652173913043,-0.020703933747411973,-0.8695652173913043,-0.0005574136008918984,-0.8439241917502788,-0.04451345755693589,-0.8695652173913043
2000/s/2000/1190/73:1,0.06095457159286949,-0.43358251868890174,0.13002364066193856,-0.4568557919621749,0.06095457159286949,-0.43358251868890174,0.13002364066193856,-0.4568557919621749
2011/s/2011/245/55:3,0.09000000000000002,-0.6166666666666666,0.0916129032258064,-0.6182795698924731,0.09000000000000002,-0.6166666666666666,0.07750000000000001,-0.6197916666666666
2006/s/2006/154/104:3,-0.08817204301075277,-0.6408602150537634,0.0023041474654377225,-0.631336405529954,-0.08817204301075277,-0.6408602150537634,0.015531660692950922,-0.6260454002389486
2005/s/2005/60/183:3,-0.07394156231365531,-0.7883124627310675,-0.08859357696567,-0.7901439645625692,-0.07394156231365531,-0.7883124627310675,-0.07394156231365531,-0.7883124627310675
2014/s/2014/740/53:1,0.027173913043478326,-0.5561594202898551,0.033992094861660105,-0.5357048748353097,0.027173913043478326,-0.5561594202898551,0.02505526897568172,-0.5116678948661263
2006/s/2006/822/44:1,0.028409090909090884,-0.5113636363636364,0.09090909090909088,-0.5113636363636364,0.028409090909090884,-0.5113636363636364,0.06149732620320847,-0.5775401069518716
2014/s/2014/943/6:2,-0.05016673916195441,-0.5276931999420038,-0.01979307242465128,-0.5049482681061629,-0.05016673916195441,-0.5276931999420038,-0.018953634085213,-0.5233395989974938
2014/s/res/2160__2014_/79:1,0.037235947010383214,-0.7135696383816685,0.04852556924225468,-0.7118327734229191,0.016374269005848013,-0.7099415204678363,0.005972377752892916,-0.7331093691676
2009/s/2009/170/31:1,0.016826923076923073,-0.6955128205128206,0.0011574074074073848,-0.6959876543209877,0.016826923076923073,-0.6955128205128206,0.008384146341463394,-0.7083333333333334
2010/s/2010/52/43:1,-0.1749622926093514,-0.7141779788838614,-0.1161387631975867,-0.6847662141779789,-0.1749622926093514,-0.7141779788838614,-0.1749622926093514,-0.7141779788838614
2005/s/2005/60/681:6,-0.06615384615384606,-0.5723076923076923,-0.08528428093645479,-0.6053511705685619,-0.06615384615384606,-0.5723076923076923,-0.06043956043956039,-0.5018315018315018
2000/s/2000/1190/94:1,0.0357142857142857,-0.6666666666666667,0.016233766233766322,-0.6688311688311689,0.0357142857142857,-0.6666666666666667,-0.0015527950310558203,-0.6708074534161491
2005/s/2005/699/316:1,-0.08466819221967958,-0.6864988558352403,0.04106280193236722,-0.5169082125603864,-0.08466819221967958,-0.6864988558352403,-0.08466819221967958,-0.6864988558352403
2014/s/2014/943/36:2,0.0037974683544304,-0.6240506329113924,0.0076923076923077205,-0.5974358974358974,-0.007317073170731714,-0.6268292682926829,0.012500000000000011,-0.625
2005/s/2005/686/29:1,0.06490384615384609,-0.6490384615384616,0.02644230769230771,-0.6490384615384616,0.06490384615384609,-0.6490384615384616,0.01504629629629628,-0.613425925925926
2005/s/2005/60/254:1,-0.03453947368421051,-0.6430921052631579,-0.03453947368421051,-0.6118421052631579,-0.003289473684210509,-0.6118421052631579,-0.03453947368421051,-0.6118421052631579
2008/s/2008/379/226:7,0.038260869565217404,-0.8365217391304348,0.018333333333333313,-0.8383333333333334,0.038260869565217404,-0.8365217391304348,0.06,-0.8383333333333334
2014/s/res/2178__2014_/55:1,0.07705542583261638,-0.744623325549957,0.08289768483943238,-0.7444610405775455,0.07705542583261638,-0.7319650977018557,0.09571819765994516,-0.7444610405775455
2010/s/2010/462/10:4,0.09597523219814241,-0.6547987616099072,0.037151702786377694,-0.6547987616099072,0.09597523219814241,-0.6547987616099072,0.06656346749226,-0.6547987616099072
2014/s/2014/902/124:1,0.06746031746031739,-0.5158730158730159,-0.006272401433691732,-0.5654121863799283,0.06746031746031739,-0.5158730158730159,0.073671497584541,-0.5205314009661837
2010/s/2010/528/133:1,-0.16666666666666669,-0.6854166666666667,-0.2142857142857143,-0.6473214285714286,-0.16666666666666669,-0.6854166666666667,-0.0862068965517242,-0.6497844827586207
2010/s/2010/522/57:4,0.09717607973421932,-0.6997508305647842,0.1547619047619047,-0.6964285714285715,0.09717607973421932,-0.6997508305647842,0.08333333333333331,-0.7202380952380953
2012/s/2012/373/449:2,-0.037523452157598586,-0.7560975609756098,-0.011882426516572897,-0.7304565353345842,-0.037523452157598586,-0.7560975609756098,-0.025049439683586083,-0.7560975609756098
2012/s/res/2082__2012_/71:1,0.027272727272727282,-0.75,-0.022727272727272707,-0.7222222222222223,0.027272727272727282,-0.75,0.027272727272727282,-0.75
2005/s/2005/603/95:2,0.07187500000000002,-0.6375,0.07892628205128199,-0.6362179487179488,0.07187500000000002,-0.6375,0.046875,-0.6375
2005/s/2005/60/640:5,-0.1777777777777778,-0.9,-0.2,-0.9,-0.2,-0.9,-0.2,-0.9
2000/s/2000/1196/105:2,-0.10416666666666669,-0.5763888888888888,-0.09523809523809529,-0.5674603174603174,-0.10416666666666669,-0.5763888888888888,-0.09523809523809529,-0.5674603174603174
2005/s/2005/60/457:3,-0.0011999478283553078,-0.6621886004956307,0.0402439024390244,-0.6547842401500938,-0.0011999478283553078,-0.6621886004956307,-0.010861069936666301,-0.6764586982886405
2011/s/2011/463/181:2,0.05952380952380942,-0.8333333333333334,0.08333333333333331,-0.8333333333333334,0.05952380952380942,-0.8333333333333334,0.05952380952380942,-0.8333333333333334
2005/s/2005/634/17:2,-0.2083333333333334,-0.7291666666666667,-0.2083333333333334,-0.7291666666666667,-0.2083333333333334,-0.7291666666666667,-0.10227272727272729,-0.7215909090909091
2014/s/prst/2014/3/798:1,-0.002884962134871938,-0.7753335737468446,-0.002884962134871938,-0.7753335737468446,-0.002884962134871938,-0.7753335737468446,0.004053058216654359,-0.7748710390567428
2006/s/2006/154/290:2,0.018923933209647525,-0.6686456400742116,0.018923933209647525,-0.6686456400742116,0.018923933209647525,-0.6686456400742116,0.07731554160125592,-0.6613029827315542
2014/s/2014/740/81:1,-0.04102564102564102,-0.7564102564102565,-0.04102564102564102,-0.7564102564102565,-0.04102564102564102,-0.7564102564102565,-0.04102564102564102,-0.7564102564102565
2006/s/2006/154/137:1,0.07953216374269001,-0.6795321637426901,0.05059159526723789,-0.6784985720114239,0.07953216374269001,-0.6795321637426901,0.05889724310776939,-0.6779448621553884
