id,ar_noun_counts,ar_verb_counts,ar_lemma_counts,en_ar_DEEP_noun_counts,en_ar_DEEP_verb_counts,en_ar_DEEP_lemma_counts,en_ar_DEEPL_noun_counts,en_ar_DEEPL_verb_counts,en_ar_DEEPL_lemma_counts,en_ar_GOOGLE_noun_counts,en_ar_GOOGLE_verb_counts,en_ar_GOOGLE_lemma_counts,en_ar_TRANSFORMERS_noun_counts,en_ar_TRANSFORMERS_verb_counts,en_ar_TRANSFORMERS_lemma_counts
2001/s/ac_26/2001/26/21:1,4,0,15,1,0,9,1.0,0.0,10.0,1,0,9,4.0,0.0,12.0
2002/s/ac_26/2002/7/767:1,0,0,11,0,0,7,0.0,0.0,7.0,0,0,7,0.0,0.0,9.0
2005/s/agenda/5168/2:1,1,0,12,1,0,12,1.0,0.0,13.0,1,0,13,1.0,0.0,12.0
2003/s/2003/92/15:1,8,2,25,7,2,20,8.0,2.0,22.0,7,2,20,9.0,2.0,23.0
2007/s/2007/423/133:1,6,3,48,4,5,42,5.0,4.0,37.0,4,3,39,5.0,3.0,37.0
1999/s/ac_26/1999/13/1064:5,2,1,13,1,1,8,0.0,1.0,8.0,1,1,9,1.0,1.0,10.0
2007/s/2007/723/78:1,1,1,13,1,1,12,1.0,1.0,12.0,1,1,12,1.0,1.0,13.0
1998/s/1998/623/28:1,8,1,30,9,1,32,7.0,1.0,32.0,9,1,32,8.0,1.0,31.0
2005/s/2005/153/143:4,1,1,15,1,0,11,1.0,0.0,11.0,1,0,11,0.0,0.0,12.0
2002/s/2001/1306/38:1,0,0,6,0,0,6,0.0,0.0,8.0,0,0,6,0.0,0.0,1.0
1998/s/1998/1178/84:1,2,0,4,3,0,4,3.0,0.0,4.0,3,0,4,2.0,0.0,3.0
2004/s/2004/1037/52:1,1,0,11,1,0,10,1.0,0.0,10.0,1,0,10,1.0,0.0,10.0
2014/s/2014/73/93:1,2,0,6,2,0,3,2.0,0.0,5.0,2,0,3,3.0,0.0,7.0
2012/s/2012/10/add_48/26:1,1,0,20,1,0,20,1.0,0.0,20.0,1,0,20,1.0,0.0,20.0
2009/s/inf/63/2015:1,0,0,6,2,0,7,2.0,0.0,7.0,2,0,7,2.0,0.0,8.0
2004/s/ac_44/2004/_02_/18/201:1,2,0,11,2,0,10,2.0,0.0,10.0,2,0,11,2.0,0.0,11.0
2014/s/2014/253/637:1,0,2,11,0,1,9,0.0,2.0,11.0,0,1,9,0.0,2.0,11.0
2002/s/2002/246/77:4,2,2,13,2,2,11,2.0,2.0,11.0,2,2,11,1.0,2.0,11.0
2012/s/2012/947/651:1,0,0,12,0,0,8,0.0,0.0,6.0,0,0,8,0.0,0.0,11.0
2002/s/2002/1437/40:1,3,1,22,1,2,19,2.0,0.0,21.0,1,2,19,1.0,1.0,21.0
2006/s/2006/299/30:2,1,1,7,1,1,6,1.0,0.0,6.0,1,1,6,1.0,1.0,7.0
2001/s/ac_26/2001/16/87:1,2,0,12,1,0,9,1.0,0.0,9.0,1,0,9,1.0,0.0,10.0
2006/s/2006/159/7:2,0,2,17,0,1,16,0.0,1.0,15.0,0,1,16,0.0,1.0,15.0
2014/s/prst/2014/3/555:1,1,0,12,0,0,12,1.0,0.0,12.0,0,0,12,2.0,0.0,12.0
2006/s/2006/222/105:3,0,1,10,0,1,9,0.0,1.0,8.0,0,1,9,0.0,1.0,9.0
2008/s/2008/250/25:2,0,2,17,0,2,16,0.0,2.0,15.0,0,2,16,0.0,2.0,16.0
2003/s/2003/481/114:1,1,0,11,1,0,11,1.0,0.0,10.0,1,0,10,1.0,0.0,10.0
1998/s/1998/827/79:1,4,0,14,4,0,13,4.0,0.0,13.0,4,0,13,3.0,0.0,13.0
2002/s/agenda/4623/2:1,2,0,13,2,0,14,2.0,0.0,16.0,2,0,14,2.0,0.0,13.0
2010/s/ac_50/2010/3/5:1,0,0,12,0,0,10,0.0,0.0,10.0,0,0,10,0.0,0.0,10.0
1998/s/1998/849/15:1,2,0,7,2,0,7,2.0,0.0,7.0,2,0,7,2.0,1.0,9.0
2012/s/2012/373/687:1,0,1,9,1,1,9,0.0,0.0,7.0,0,0,7,0.0,1.0,9.0
2000/s/2000/1063/74:3,1,1,7,1,1,8,1.0,1.0,8.0,1,1,8,1.0,1.0,10.0
2002/s/2002/513/19:1,0,1,9,0,1,8,0.0,1.0,9.0,0,1,8,0.0,1.0,9.0
2002/s/2001/1324/117:2,2,2,26,3,2,25,4.0,2.0,26.0,3,2,25,2.0,2.0,24.0
2008/s/2008/141/71:1,5,0,14,7,1,17,6.0,1.0,16.0,7,1,17,5.0,1.0,16.0
2001/s/ac_26/2001/16/1399:2,3,2,20,4,1,18,5.0,2.0,20.0,4,1,18,5.0,2.0,19.0
2006/s/2006/903/208:1,2,1,8,3,0,8,2.0,0.0,11.0,3,0,8,3.0,0.0,11.0
2014/s/2014/827/157:1,4,1,21,1,0,15,1.0,0.0,18.0,1,0,14,1.0,0.0,18.0
2014/s/res/2193__2014_/22:1,1,0,7,1,0,7,1.0,0.0,7.0,1,0,7,1.0,0.0,7.0
2009/s/2009/562/122:1,1,0,6,0,2,7,0.0,2.0,7.0,0,2,8,0.0,2.0,7.0
2006/s/2006/219/24:2,1,2,10,1,1,8,1.0,1.0,8.0,1,1,8,1.0,1.0,7.0
2008/s/agenda/6001/4:1,1,0,6,0,0,6,1.0,0.0,6.0,0,0,6,1.0,0.0,6.0
2009/s/2009/316/142:1,0,0,12,1,0,14,1.0,0.0,15.0,1,0,15,1.0,0.0,14.0
2010/s/2010/175/8:3,1,2,13,2,2,13,0.0,2.0,13.0,2,2,13,0.0,1.0,13.0
2003/s/2003/1050/81:1,1,1,14,2,1,13,2.0,1.0,14.0,2,1,13,1.0,1.0,13.0
2012/s/2012/765/44:2,7,1,30,7,0,28,8.0,1.0,31.0,7,0,28,7.0,2.0,28.0
2007/s/ac_50/2007/45/17:1,4,0,18,3,0,17,3.0,0.0,15.0,3,0,18,2.0,0.0,15.0
2005/s/ac_44/2004/_02_/102/35:2,7,1,18,7,1,17,7.0,1.0,16.0,7,1,17,6.0,1.0,13.0
2003/s/2003/175/13:1,8,1,30,8,0,34,7.0,1.0,34.0,8,0,34,7.0,0.0,31.0
2002/s/ac_26/2002/22/1140:1,0,0,7,0,0,7,0.0,0.0,7.0,0,0,7,0.0,0.0,7.0
2001/s/2001/1243/94:1,1,0,9,3,1,9,4.0,0.0,8.0,4,0,8,3.0,0.0,12.0
2011/s/2011/10/add_51/17:1,1,0,19,1,0,19,1.0,0.0,18.0,1,0,19,1.0,0.0,19.0
2012/s/2012/604/533:1,0,0,9,0,0,6,0.0,0.0,6.0,0,0,6,0.0,0.0,7.0
2003/s/2003/223/338:1,0,3,26,1,2,26,1.0,2.0,25.0,1,2,26,1.0,2.0,26.0
2002/s/2002/1239/24:4,1,1,19,1,1,20,1.0,1.0,19.0,1,1,20,1.0,1.0,19.0
2012/s/2012/337/80:1,0,1,8,0,1,7,0.0,1.0,6.0,0,1,7,0.0,1.0,8.0
2011/s/2011/510/57:1,4,0,10,3,0,10,3.0,0.0,8.0,3,0,9,3.0,0.0,10.0
1999/s/ac_26/1999/24/723:1,5,0,11,2,0,8,2.0,0.0,8.0,2,0,8,2.0,0.0,5.0
2009/s/2009/193/102:1,1,0,6,1,0,6,1.0,0.0,6.0,1,0,6,1.0,0.0,6.0
1998/s/1998/928/36:1,3,0,13,3,0,10,2.0,0.0,10.0,3,0,10,1.0,0.0,11.0
2002/s/ac_26/2002/12/71:1,1,0,7,2,1,8,1.0,1.0,8.0,2,1,8,1.0,0.0,7.0
2006/s/2006/504/152:1,0,0,12,0,1,14,0.0,0.0,15.0,0,1,14,0.0,0.0,14.0
2010/s/2010/681/57:2,2,1,12,2,1,12,2.0,1.0,11.0,1,1,12,2.0,1.0,9.0
2006/s/2006/477/173:1,1,0,7,1,0,7,1.0,0.0,7.0,1,0,7,1.0,0.0,7.0
2006/s/2006/2/77:2,1,1,12,1,1,11,1.0,1.0,10.0,1,1,11,0.0,1.0,11.0
2005/s/2005/579/65:5,4,3,19,3,2,18,3.0,2.0,17.0,3,2,18,3.0,2.0,16.0
2006/s/2006/68/100:1,0,2,17,2,2,13,2.0,1.0,14.0,2,2,13,3.0,1.0,13.0
2004/s/2004/84/264:1,1,0,7,0,0,5,0.0,0.0,5.0,0,0,5,0.0,0.0,4.0
2005/s/2005/382/1:1,1,0,9,1,0,9,1.0,0.0,9.0,1,0,9,1.0,0.0,9.0
2012/s/2012/825/57:1,4,2,22,2,3,18,2.0,3.0,18.0,2,3,18,2.0,3.0,19.0
2012/s/agenda/6884/2:1,1,0,13,1,0,13,1.0,1.0,12.0,1,0,10,1.0,0.0,13.0
2005/s/agenda/5158/2:1,1,0,12,1,0,13,1.0,0.0,13.0,1,0,13,1.0,0.0,12.0
2013/s/2013/41/36:1,3,0,12,0,0,13,0.0,0.0,11.0,0,0,11,0.0,0.0,8.0
1999/s/1999/1263/46:1,1,0,10,1,0,11,1.0,0.0,11.0,1,0,11,1.0,0.0,10.0
1999/s/1999/726/42:1,1,1,14,2,1,14,2.0,0.0,15.0,2,1,14,2.0,1.0,14.0
2010/s/2010/595/30:2,1,0,29,0,1,26,2.0,1.0,26.0,0,1,26,1.0,1.0,25.0
2004/s/ac_44/2004/_02_/23/269:6,0,1,7,0,1,8,0.0,1.0,8.0,0,1,8,0.0,1.0,8.0
2002/s/ac_26/2002/3/959:1,0,0,7,0,0,7,0.0,0.0,7.0,0,0,8,0.0,0.0,7.0
2001/s/agenda/4265/4:1,1,0,6,0,0,6,1.0,0.0,6.0,0,0,6,1.0,0.0,6.0
2010/s/2010/394/231:6,1,1,15,1,1,13,2.0,2.0,14.0,1,1,13,2.0,1.0,14.0
2012/s/res/2081__2012_/41:1,1,1,8,1,1,8,1.0,1.0,7.0,1,1,8,1.0,2.0,9.0
2006/s/agenda/5481/2:1,2,0,12,2,0,12,2.0,0.0,16.0,2,0,12,2.0,0.0,12.0
2002/s/2002/790/97:1,1,1,10,1,1,10,1.0,1.0,10.0,1,1,10,1.0,1.0,10.0
2010/s/ac_44/2007/10/449:1,2,0,5,2,0,5,2.0,0.0,5.0,2,0,5,2.0,0.0,6.0
2002/s/2002/469/33:3,3,2,32,3,2,32,3.0,2.0,32.0,3,2,32,3.0,2.0,31.0
2006/s/2006/1048/36:1,3,1,14,2,1,12,2.0,0.0,14.0,2,1,12,1.0,0.0,11.0
2000/s/ac_26/2000/20/392:6,2,1,11,2,1,11,2.0,1.0,11.0,2,1,11,2.0,1.0,12.0
2006/s/res/1727_2006_/9:1,0,1,10,0,1,10,0.0,1.0,10.0,0,1,10,0.0,1.0,10.0
1998/s/1998/434/43:4,4,2,16,3,2,16,3.0,2.0,15.0,3,2,17,2.0,2.0,15.0
2014/s/2014/453/35:1,2,3,16,1,4,17,1.0,2.0,13.0,1,4,17,1.0,1.0,13.0
2007/s/2007/689/226:1,2,0,9,1,0,6,2.0,0.0,6.0,1,0,6,2.0,0.0,7.0
2003/s/2003/614/117:1,0,0,11,0,1,12,0.0,1.0,11.0,0,1,12,0.0,1.0,12.0
2009/s/prst/2009/1/325:1,2,0,12,1,0,10,0.0,0.0,10.0,1,0,10,3.0,0.0,12.0
2007/s/2007/66/38:3,3,5,29,4,2,26,4.0,2.0,27.0,4,2,26,3.0,4.0,28.0
2000/s/agenda/4156/2:1,1,0,12,2,0,15,1.0,0.0,13.0,2,1,14,2.0,0.0,14.0
2007/s/res/1747_2007_/30:1,1,1,8,1,1,8,1.0,1.0,7.0,1,1,8,1.0,2.0,9.0
2006/s/ac_44/2004/_02_/129/2:1,5,0,20,5,0,20,5.0,0.0,20.0,5,0,20,5.0,0.0,20.0
2001/s/ac_26/2001/7/909:1,3,0,14,1,0,7,1.0,0.0,7.0,1,0,7,1.0,0.0,8.0
1999/s/ac_26/1999/23/267:3,7,2,23,5,1,20,6.0,1.0,22.0,5,1,20,6.0,1.0,20.0
2002/s/2002/1363/193:1,2,0,9,2,0,8,2.0,0.0,9.0,2,0,8,2.0,0.0,9.0
2008/s/2008/769/210:3,3,1,29,4,2,27,4.0,3.0,27.0,4,2,28,4.0,1.0,28.0
2004/s/2004/876/427:3,3,2,16,3,2,16,2.0,2.0,16.0,3,2,16,2.0,2.0,18.0
2014/s/2014/637/287:1,0,0,7,1,0,7,0.0,0.0,6.0,0,0,6,0.0,0.0,7.0
2005/s/2005/390/42:1,1,1,9,1,2,10,1.0,2.0,8.0,1,2,10,1.0,2.0,8.0
2008/s/res/1824_2008_/43:1,1,2,9,1,1,8,1.0,1.0,7.0,1,1,8,1.0,2.0,9.0
2009/s/res/1885_2009_/34:1,1,1,9,1,1,7,1.0,1.0,7.0,1,1,8,1.0,2.0,9.0
2005/s/2005/254/30:4,3,1,18,2,2,19,2.0,1.0,17.0,2,2,19,2.0,3.0,17.0
1999/s/ac_26/1999/10/100:1,1,0,12,1,0,11,1.0,0.0,11.0,1,0,11,1.0,0.0,10.0
2008/s/2008/322/59:2,1,1,11,1,1,11,1.0,1.0,12.0,1,1,11,1.0,1.0,11.0
2001/s/ac_26/2001/28/637:2,1,3,20,1,2,19,1.0,2.0,20.0,1,2,19,1.0,3.0,20.0
2012/s/2012/733/216:1,1,0,9,1,0,9,1.0,0.0,9.0,1,0,9,1.0,0.0,9.0
2002/s/2002/1329/180:1,2,0,5,2,0,5,2.0,0.0,5.0,2,0,5,2.0,0.0,5.0
2011/s/2011/10/add_30/108:1,1,0,14,1,0,11,0.0,0.0,14.0,1,0,11,1.0,0.0,14.0
2002/s/2002/1119/20:5,4,3,20,5,3,25,4.0,2.0,25.0,5,3,25,3.0,2.0,22.0
2006/s/res/1735_2006_/165:1,2,1,10,2,1,7,2.0,1.0,7.0,2,1,7,2.0,1.0,8.0
2004/s/ac_37/2004/_1455_/41/21:1,1,1,10,2,1,10,1.0,1.0,11.0,2,1,10,2.0,2.0,10.0
2009/s/pv_6230/44:3,1,1,7,1,1,7,1.0,1.0,7.0,1,1,7,1.0,1.0,7.0
2006/s/2006/212/27:1,3,2,17,3,2,16,3.0,2.0,15.0,3,2,16,3.0,2.0,17.0
2006/s/2006/375/114:5,1,1,10,1,1,9,1.0,1.0,9.0,1,1,9,0.0,2.0,11.0
2012/s/2012/250/18:1,0,0,10,0,0,8,0.0,0.0,10.0,0,0,8,0.0,0.0,9.0
2003/s/2003/653/20:1,3,0,12,3,0,10,3.0,1.0,11.0,3,0,10,3.0,1.0,12.0
2009/s/2009/290/78:2,11,3,29,9,2,28,8.0,2.0,24.0,9,2,28,10.0,2.0,27.0
2005/s/2005/142/29:3,1,0,21,1,1,23,0.0,1.0,23.0,1,1,23,1.0,1.0,22.0
2004/s/2004/321/159:1,2,0,7,2,0,7,2.0,0.0,7.0,2,0,7,2.0,0.0,8.0
2003/s/2003/814/6:2,4,1,13,3,2,13,3.0,1.0,12.0,3,2,13,4.0,1.0,11.0
2003/s/2003/223/429:1,0,0,10,0,0,7,0.0,0.0,8.0,0,0,7,0.0,0.0,6.0
2004/s/2004/961/37:1,1,0,7,1,0,7,1.0,0.0,7.0,1,0,7,1.0,0.0,7.0
2012/s/2012/395/142:1,0,0,11,0,0,9,0.0,0.0,8.0,0,0,9,0.0,0.0,9.0
2012/s/agenda/6895/2:1,1,0,13,1,0,13,1.0,0.0,15.0,1,0,9,1.0,0.0,13.0
2013/s/agenda/7019/2:1,1,0,12,1,0,15,1.0,1.0,13.0,1,0,11,1.0,0.0,14.0
2004/s/2004/88/15:1,0,0,10,0,0,10,4.0,0.0,9.0,0,0,10,0.0,0.0,11.0
2001/s/2001/15/96:1,0,0,15,0,1,15,0.0,1.0,14.0,0,1,15,0.0,0.0,15.0
2004/s/2004/442/8:3,3,1,16,3,1,13,3.0,1.0,13.0,3,1,13,3.0,1.0,13.0
2002/s/2002/1184/57:2,0,2,9,0,2,9,0.0,2.0,9.0,0,2,9,0.0,2.0,9.0
2000/s/2000/878/158:2,4,1,15,1,1,15,2.0,1.0,14.0,1,1,15,3.0,1.0,14.0
2011/s/2011/807/26:2,3,2,17,4,2,17,4.0,2.0,17.0,4,2,17,4.0,2.0,17.0
2003/s/ac_37/2003/_1455_/52/70:1,1,1,11,1,1,11,1.0,1.0,11.0,1,1,11,1.0,1.0,9.0
2007/s/2007/401/19:3,1,2,13,1,3,13,1.0,3.0,14.0,1,3,13,1.0,3.0,15.0
2002/s/2001/1278/57:1,2,0,16,2,0,8,2.0,0.0,8.0,2,0,10,2.0,0.0,10.0
2002/s/2002/470/341:1,0,1,16,0,1,18,0.0,1.0,17.0,0,1,18,0.0,1.0,16.0
2009/s/ac_37/2009/_1455_/5/15:2,1,0,6,1,0,7,4.0,0.0,10.0,1,0,7,1.0,0.0,6.0
2012/s/2012/373/341:3,2,0,9,2,1,9,1.0,1.0,9.0,2,1,9,2.0,1.0,9.0
2001/s/ac_26/2001/28/1586:2,2,2,15,3,3,22,2.0,2.0,20.0,3,3,23,3.0,3.0,22.0
2010/s/2010/10/add_50/6:1,2,0,18,2,0,18,2.0,0.0,18.0,2,0,18,2.0,0.0,18.0
2004/s/ac_44/2004/_02_/53/83:2,5,1,21,5,1,19,3.0,1.0,18.0,5,1,19,3.0,1.0,19.0
2006/s/2006/545/84:1,2,2,12,2,1,13,2.0,1.0,13.0,2,1,13,2.0,0.0,12.0
2000/s/2000/496/corr_1/7:1,2,1,18,2,1,18,2.0,1.0,17.0,2,1,18,2.0,1.0,20.0
2006/s/agenda/5516/2:1,2,0,12,2,0,12,2.0,0.0,13.0,2,0,13,2.0,0.0,12.0
2005/s/2005/572/175:4,3,1,11,3,1,10,3.0,1.0,10.0,3,1,10,3.0,1.0,10.0
2006/s/ac_44/2004/_02_/65/add_1/69:2,2,1,7,2,1,8,2.0,1.0,8.0,2,1,8,1.0,1.0,9.0
2003/s/2003/204/56:2,9,4,25,7,4,30,7.0,3.0,28.0,7,5,31,8.0,2.0,30.0
2006/s/2006/10/193:1,1,1,41,1,1,44,1.0,1.0,41.0,1,1,44,1.0,1.0,42.0
1998/s/1998/648/22:1,1,2,9,1,1,8,1.0,1.0,7.0,1,1,7,1.0,2.0,9.0
2007/s/2007/382/192:1,2,1,18,2,2,16,2.0,3.0,16.0,2,2,16,2.0,2.0,17.0
2007/s/2007/666/29:2,1,1,7,1,1,5,2.0,1.0,6.0,1,1,5,1.0,1.0,4.0
2000/s/ac_26/2000/7/197:1,0,1,10,0,0,10,0.0,1.0,10.0,0,0,10,0.0,1.0,11.0
2009/s/2009/334/16:2,0,1,5,0,1,4,0.0,1.0,5.0,0,1,4,0.0,1.0,6.0
2010/s/prst/2010/25/563:1,1,0,12,1,0,8,1.0,0.0,13.0,0,0,12,1.0,0.0,12.0
2006/s/2006/147/73:1,1,1,7,1,1,7,1.0,1.0,7.0,1,1,7,1.0,1.0,7.0
2000/s/2000/636/26:1,0,0,14,0,0,12,0.0,0.0,13.0,0,0,12,0.0,0.0,14.0
2010/s/2010/145/1:1,1,0,9,1,0,9,1.0,0.0,9.0,1,0,9,1.0,0.0,9.0
2004/s/2004/701/14:1,0,0,10,0,0,9,0.0,0.0,8.0,0,0,9,0.0,0.0,10.0
2003/s/2003/294/22:1,0,0,8,1,0,13,0.0,0.0,8.0,0,0,8,38.0,0.0,4.0
2010/s/2010/263/968:2,4,2,18,2,1,16,3.0,1.0,17.0,2,1,16,3.0,1.0,17.0
2014/s/2014/253/645:1,3,0,9,3,0,6,3.0,0.0,5.0,2,0,6,3.0,0.0,9.0
2002/s/2002/1050/33:3,2,1,10,1,1,10,2.0,1.0,11.0,2,1,10,2.0,1.0,10.0
2014/s/agenda/7353/2:1,1,1,15,1,0,11,1.0,1.0,12.0,1,0,11,1.0,0.0,15.0
2006/s/2006/422/56:1,2,0,8,2,0,9,2.0,0.0,9.0,2,0,9,2.0,0.0,9.0
2005/s/2005/572/219:2,1,0,15,2,0,13,2.0,1.0,16.0,2,0,13,2.0,0.0,12.0
2012/s/2012/10/add_31/74:1,1,0,20,1,0,20,1.0,0.0,19.0,1,0,20,1.0,0.0,20.0
2003/s/pv_4770/43:1,1,1,10,1,1,10,1.0,1.0,8.0,1,1,10,1.0,1.0,10.0
2008/s/2008/296/4:1,5,0,26,6,0,26,6.0,0.0,26.0,6,0,26,5.0,0.0,26.0
2002/s/ac_26/2002/19/158:1,2,0,6,1,0,4,2.0,0.0,4.0,1,0,4,2.0,0.0,3.0
2007/s/2007/676/332:3,1,0,9,1,0,9,1.0,0.0,8.0,1,0,9,1.0,0.0,9.0
2002/s/2001/1339/165:1,2,1,15,2,2,15,2.0,2.0,13.0,2,2,15,3.0,2.0,16.0
1999/s/1999/896/133:1,2,1,19,3,1,18,3.0,1.0,17.0,3,1,18,3.0,1.0,17.0
2003/s/ac_26/2003/16/56:1,0,0,10,1,0,9,0.0,0.0,8.0,1,0,9,4.0,0.0,8.0
2007/s/2007/619/93:1,1,0,9,1,0,7,1.0,0.0,7.0,1,0,7,1.0,0.0,5.0
1999/s/1999/662/130:4,1,1,11,1,1,11,1.0,1.0,10.0,1,1,11,1.0,1.0,11.0
2003/s/2003/1204/87:1,1,2,14,1,1,11,1.0,1.0,10.0,1,1,11,1.0,1.0,11.0
2003/s/2003/402/34:1,2,1,15,2,1,16,2.0,1.0,15.0,2,1,16,2.0,1.0,16.0
2009/s/2009/316/6:1,1,0,6,2,0,7,1.0,0.0,7.0,2,0,7,0.0,0.0,3.0
2006/s/ac_45/2006/22/13:1,2,0,15,2,0,16,2.0,0.0,16.0,2,0,16,2.0,0.0,16.0
1999/s/ac_26/1999/7/15:1,0,0,6,0,0,7,0.0,0.0,7.0,0,0,7,0.0,0.0,7.0
2006/s/agenda/5518/2:1,1,0,12,1,0,12,1.0,0.0,13.0,1,0,13,1.0,0.0,12.0
2003/s/2003/158/31:3,1,1,11,1,0,11,2.0,1.0,11.0,1,0,11,2.0,1.0,11.0
2010/s/2010/609/374:1,0,1,13,2,0,9,2.0,0.0,9.0,2,0,9,1.0,0.0,10.0
2010/s/2010/234/50:1,0,0,8,0,0,7,0.0,0.0,7.0,0,0,7,0.0,0.0,7.0
2013/s/res/2087__2013_/39:1,0,0,14,1,0,17,0.0,0.0,16.0,0,0,21,0.0,0.0,15.0
2003/s/2003/665/add_1/36:1,2,0,12,0,0,10,1.0,1.0,13.0,0,0,10,1.0,0.0,12.0
2002/s/ac_26/2002/19/432:1,1,1,14,0,0,10,1.0,0.0,10.0,0,0,10,2.0,0.0,16.0
2006/s/2006/369/19:4,3,2,15,4,2,15,2.0,2.0,13.0,4,2,15,4.0,2.0,15.0
2003/s/2003/937/188:4,1,1,14,0,1,9,0.0,1.0,10.0,0,1,10,1.0,1.0,11.0
1999/s/1999/187/85:3,2,1,10,2,1,10,3.0,1.0,11.0,2,1,10,3.0,1.0,11.0
2007/s/2007/275/25:2,2,1,15,2,1,15,2.0,1.0,16.0,2,1,15,2.0,1.0,15.0
2012/s/2012/766/174:1,0,1,7,0,1,8,0.0,0.0,8.0,0,1,8,0.0,1.0,8.0
2010/s/2010/263/522:1,0,1,13,0,0,13,0.0,0.0,12.0,0,0,13,1.0,1.0,13.0
2006/s/2006/151/6:1,1,0,8,0,0,7,0.0,0.0,7.0,0,0,7,1.0,0.0,8.0
2001/s/ac_26/2001/18/300:6,2,0,31,3,2,33,1.0,1.0,29.0,3,2,34,2.0,0.0,30.0
2014/s/2014/439/152:1,2,2,12,3,2,12,3.0,2.0,13.0,3,2,12,2.0,1.0,11.0
2014/s/2014/681/151:1,1,0,12,2,0,12,1.0,0.0,12.0,2,0,12,2.0,0.0,10.0
2014/s/2014/553/16:3,4,3,22,3,2,22,3.0,2.0,18.0,2,1,22,5.0,3.0,22.0
2007/s/2007/382/270:2,2,3,13,2,1,14,2.0,1.0,13.0,2,1,14,2.0,1.0,11.0
2014/s/2014/147/957:1,0,0,11,1,1,11,2.0,0.0,12.0,1,1,11,1.0,0.0,8.0
2010/s/2010/252/151:1,2,0,13,2,0,13,2.0,0.0,13.0,2,0,13,2.0,0.0,14.0
2012/s/2012/161/63:1,1,0,11,1,0,9,1.0,0.0,12.0,1,0,9,1.0,0.0,10.0
2010/s/prst/2010/25/409:1,2,0,12,0,0,10,0.0,0.0,14.0,0,0,10,2.0,0.0,12.0
2011/s/2011/497/89:2,2,1,9,2,1,13,2.0,1.0,13.0,2,0,7,2.0,1.0,8.0
2004/s/2004/604/276:4,0,2,9,1,0,10,1.0,0.0,10.0,2,1,11,1.0,0.0,10.0
2005/s/2005/15/159:1,1,0,41,1,2,39,1.0,2.0,42.0,1,2,39,1.0,2.0,41.0
2002/s/2002/277/156:2,3,1,9,3,1,9,3.0,1.0,9.0,3,1,9,3.0,1.0,9.0
2013/s/res/2116__2013_/21:1,0,1,10,0,1,10,0.0,1.0,10.0,0,1,10,0.0,1.0,10.0
2007/s/agenda/5762/4:1,1,0,6,0,0,6,1.0,0.0,7.0,0,0,6,1.0,0.0,6.0
2011/s/pv_6618/251:4,2,2,22,2,0,17,2.0,0.0,18.0,2,0,17,2.0,1.0,18.0
2011/s/2011/119/12:1,0,0,9,0,0,10,0.0,0.0,10.0,0,0,10,0.0,0.0,9.0
2005/s/2005/302/83:1,3,2,19,2,1,14,2.0,1.0,13.0,2,1,14,2.0,1.0,15.0
2009/s/2009/315/32:1,0,1,16,0,1,14,0.0,1.0,14.0,0,1,14,0.0,0.0,16.0
2004/s/pv_5025/242:3,0,1,8,0,0,9,0.0,0.0,9.0,0,1,10,0.0,0.0,9.0
2010/s/ac_44/2007/22/114:1,0,0,19,0,0,20,0.0,0.0,19.0,0,0,20,0.0,0.0,19.0
2004/s/2004/961/59:1,0,0,6,0,0,6,0.0,0.0,6.0,0,0,6,0.0,0.0,6.0
1999/s/ac_26/1999/2/88:1,2,0,12,1,0,12,1.0,0.0,12.0,1,0,12,2.0,0.0,12.0
2008/s/2008/296/1597:1,1,0,13,2,0,10,2.0,0.0,10.0,2,0,10,2.0,0.0,10.0
2002/s/ac_26/2002/20/87:1,1,1,7,2,1,7,1.0,0.0,6.0,2,1,7,1.0,0.0,5.0
2009/s/2009/119/31:2,6,2,23,6,1,20,6.0,1.0,22.0,6,1,20,5.0,2.0,25.0
2006/s/2006/948/33:1,0,0,6,0,0,7,0.0,1.0,7.0,0,0,7,0.0,1.0,7.0
2002/s/2002/1397/67:1,2,0,18,2,0,16,2.0,0.0,16.0,2,0,16,2.0,0.0,15.0
2000/s/agenda/4197/2:1,2,0,12,2,0,13,2.0,0.0,13.0,2,0,13,2.0,0.0,12.0
2014/s/2014/253/988:1,2,0,12,1,0,12,1.0,0.0,12.0,1,0,12,1.0,0.0,12.0
2000/s/2000/793/15:1,0,0,13,0,0,9,0.0,0.0,9.0,0,0,9,0.0,0.0,12.0
2005/s/ac_44/2004/_02_/73/add_1/44:1,0,0,8,0,0,8,0.0,0.0,8.0,0,0,8,0.0,0.0,8.0
2002/s/2002/675/53:3,8,5,30,7,4,26,8.0,4.0,27.0,8,4,28,6.0,4.0,28.0
1999/s/1999/514/46:3,0,1,13,0,1,12,0.0,1.0,12.0,0,1,12,0.0,1.0,12.0
2012/s/2012/395/347:4,1,1,12,2,0,10,2.0,1.0,10.0,2,0,10,1.0,1.0,9.0
2007/s/ac_44/2004/_02_/85/add_2/53:1,1,1,17,3,1,15,1.0,1.0,16.0,3,1,15,1.0,1.0,16.0
2005/s/2005/177/63:1,3,1,22,3,1,16,3.0,1.0,16.0,3,1,17,4.0,1.0,17.0
2009/s/agenda/6254/2:1,1,0,13,1,0,14,1.0,0.0,14.0,1,0,14,1.0,0.0,13.0
2007/s/2007/68/61:4,2,2,18,1,3,18,1.0,3.0,18.0,1,3,18,2.0,3.0,18.0
