id,ar_noun_counts,ar_verb_counts,ar_lemma_counts,en_ar_DEEP_noun_counts,en_ar_DEEP_verb_counts,en_ar_DEEP_lemma_counts,en_ar_DEEPL_noun_counts,en_ar_DEEPL_verb_counts,en_ar_DEEPL_lemma_counts,en_ar_GOOGLE_noun_counts,en_ar_GOOGLE_verb_counts,en_ar_GOOGLE_lemma_counts,en_ar_TRANSFORMERS_noun_counts,en_ar_TRANSFORMERS_verb_counts,en_ar_TRANSFORMERS_lemma_counts
2005/s/2005/662/445:2,4,5,25,3,2,23,4.0,2.0,24.0,3,2,23,3.0,2.0,22.0
2009/s/res/1894_2009_/41:1,13,5,62,11,5,59,9.0,5.0,59.0,11,5,60,9.0,6.0,60.0
2006/s/2006/822/214:3,0,2,13,0,2,15,0.0,1.0,13.0,0,2,13,0.0,2.0,12.0
2011/s/2011/463/427:3,4,3,17,3,1,14,3.0,1.0,14.0,3,1,14,3.0,1.0,16.0
2000/s/2000/591/13:1,2,3,14,2,3,14,1.0,3.0,14.0,2,3,14,2.0,3.0,14.0
2005/s/2005/66/29:2,9,2,29,8,2,28,9.0,2.0,27.0,8,2,28,12.0,2.0,30.0
2005/s/2005/572/240:4,7,4,46,8,5,47,7.0,5.0,44.0,8,5,47,7.0,5.0,43.0
2000/s/2000/1196/75:1,3,4,38,6,3,40,5.0,3.0,39.0,6,3,40,6.0,3.0,40.0
2011/s/2011/463/141:2,5,1,23,4,1,23,5.0,1.0,23.0,4,1,22,3.0,1.0,23.0
2011/s/2011/298/40:4,5,2,40,6,2,38,6.0,3.0,39.0,6,2,38,6.0,2.0,38.0
2004/s/2004/384/35:1,7,7,27,8,5,28,10.0,6.0,25.0,8,5,28,8.0,5.0,26.0
2014/s/2014/931/2:1,6,5,51,6,5,49,6.0,4.0,49.0,6,5,49,6.0,4.0,50.0
2005/s/2005/662/343:2,6,3,42,5,3,39,5.0,3.0,38.0,5,3,39,7.0,2.0,39.0
2012/s/2012/373/335:1,7,6,48,7,5,48,9.0,8.0,44.0,7,5,48,8.0,8.0,45.0
2014/s/2014/902/27:4,3,2,27,2,3,27,2.0,2.0,27.0,3,2,28,2.0,3.0,28.0
2014/s/2014/276/88:1,10,4,53,8,3,52,7.0,6.0,50.0,8,3,52,7.0,5.0,48.0
2012/s/2012/165/5:1,2,1,17,2,1,15,2.0,1.0,17.0,2,1,15,2.0,1.0,17.0
2005/s/2005/572/132:2,5,5,35,5,4,31,5.0,4.0,32.0,5,4,31,5.0,4.0,32.0
2014/s/2014/946/10:1,4,3,28,3,3,25,2.0,3.0,26.0,3,3,25,4.0,3.0,25.0
2013/s/prst/2013/19/20:1,13,4,53,15,4,49,16.0,4.0,49.0,16,4,49,14.0,4.0,49.0
2005/s/2005/636/425:1,5,0,25,7,0,26,7.0,0.0,25.0,7,0,26,7.0,0.0,25.0
2012/s/2012/373/616:1,2,0,9,1,0,9,1.0,0.0,8.0,1,0,9,2.0,0.0,9.0
2005/s/2005/635/67:9,5,2,20,4,3,17,4.0,3.0,18.0,4,3,18,4.0,3.0,18.0
2010/s/2010/522/53:3,5,2,33,5,2,36,6.0,2.0,40.0,5,2,36,6.0,2.0,33.0
2010/s/2010/497/114:3,10,7,49,7,7,45,8.0,8.0,46.0,7,7,45,8.0,8.0,47.0
2011/s/2011/463/129:1,3,0,18,3,0,18,3.0,0.0,18.0,3,0,18,3.0,0.0,17.0
2010/s/2010/522/84:2,5,2,28,4,1,23,4.0,2.0,25.0,4,1,23,4.0,2.0,25.0
2014/s/2014/73/99:2,4,4,26,6,3,25,6.0,2.0,25.0,6,3,25,5.0,4.0,28.0
2005/s/2005/60/409:2,3,3,29,4,5,25,3.0,4.0,27.0,4,6,26,4.0,5.0,24.0
2005/s/2005/60/683:8,1,3,19,1,2,16,1.0,2.0,17.0,1,2,16,1.0,2.0,17.0
2010/s/2010/525/8:1,12,7,74,15,3,72,11.0,3.0,71.0,15,3,72,12.0,5.0,70.0
2005/s/2005/603/49:4,3,1,17,4,1,20,3.0,1.0,17.0,4,1,20,2.0,1.0,17.0
2000/s/2000/1196/108:1,3,1,15,2,1,14,2.0,1.0,13.0,2,1,14,2.0,1.0,13.0
2008/s/2008/379/140:1,7,1,30,8,1,31,7.0,1.0,29.0,8,1,31,7.0,1.0,29.0
2006/s/2006/822/393:1,7,2,34,6,2,34,6.0,1.0,31.0,6,2,34,7.0,2.0,38.0
2014/s/2014/740/13:3,3,2,30,3,3,32,3.0,4.0,28.0,3,3,32,3.0,2.0,31.0
2014/s/2014/919/29:1,9,6,65,11,3,57,10.0,3.0,56.0,11,3,57,11.0,2.0,56.0
2012/s/2012/373/455:1,0,2,15,0,2,16,0.0,2.0,15.0,0,2,16,0.0,2.0,14.0
2014/s/2014/935/54:3,3,1,20,2,1,19,2.0,2.0,19.0,2,1,19,2.0,1.0,15.0
2010/s/2010/529/54:1,3,2,21,3,1,21,3.0,1.0,20.0,3,1,21,3.0,1.0,21.0
2006/s/2006/154/298:2,3,6,32,3,3,24,4.0,3.0,26.0,3,3,24,4.0,2.0,24.0
1999/s/res/1265_1999_/34:1,5,4,25,4,1,23,3.0,3.0,24.0,4,3,25,3.0,3.0,25.0
2005/s/2005/635/31:3,4,2,22,5,3,24,6.0,3.0,25.0,5,3,24,5.0,4.0,25.0
2005/s/2005/68/18:1,5,1,37,5,1,33,5.0,1.0,32.0,6,1,33,7.0,1.0,34.0
2014/s/2014/276/117:2,1,1,20,1,1,19,1.0,2.0,19.0,1,1,19,1.0,1.0,18.0
2005/s/2005/620/6:1,3,2,29,4,2,29,4.0,1.0,27.0,4,2,29,4.0,2.0,27.0
2014/s/2014/9/26:3,1,2,19,2,2,19,3.0,2.0,17.0,2,2,19,1.0,2.0,20.0
2000/s/res/1296_2000_/24:1,15,7,76,15,7,73,13.0,7.0,70.0,15,7,73,14.0,9.0,72.0
2014/s/2014/957/79:4,8,2,27,8,1,25,9.0,1.0,32.0,8,1,25,8.0,1.0,25.0
2010/s/res/1963_2010_/10:1,8,11,46,8,7,49,9.0,12.0,46.0,8,7,49,10.0,11.0,47.0
2005/s/2005/642/50:8,1,1,11,1,1,12,1.0,1.0,12.0,1,1,12,1.0,3.0,14.0
2012/s/prst/2012/22/3:1,8,2,38,6,2,36,6.0,2.0,39.0,6,2,37,6.0,1.0,37.0
2012/s/2012/373/653:2,11,5,55,10,4,52,9.0,4.0,53.0,10,4,52,10.0,4.0,53.0
2005/s/2005/60/559:7,1,3,13,1,3,10,1.0,3.0,10.0,1,4,11,1.0,4.0,11.0
2009/s/prst/2009/1/263:1,3,2,21,3,2,20,3.0,2.0,20.0,3,2,20,3.0,2.0,19.0
2001/s/res/1373_2001_/30:1,5,0,26,4,0,25,5.0,0.0,24.0,4,0,25,5.0,0.0,26.0
2006/s/2006/822/266:1,1,2,31,1,2,31,1.0,2.0,30.0,1,2,31,1.0,2.0,30.0
2006/s/2006/822/134:1,3,1,14,4,1,14,3.0,1.0,13.0,4,1,14,3.0,1.0,14.0
2013/s/2013/769/479:1,1,0,12,1,0,12,1.0,0.0,11.0,1,0,12,1.0,0.0,10.0
2014/s/2014/936/18:3,9,2,36,7,2,35,9.0,2.0,35.0,7,2,35,7.0,2.0,35.0
2011/s/res/1989_2011_/65:1,4,5,46,4,4,48,3.0,5.0,44.0,4,4,48,4.0,3.0,45.0
2013/s/2013/447/26:3,15,2,54,14,1,52,14.0,1.0,50.0,14,1,52,14.0,1.0,50.0
2005/s/2005/625/2:1,4,3,34,3,2,32,4.0,3.0,33.0,3,2,32,3.0,3.0,32.0
2014/s/2014/929/45:2,3,4,32,3,2,29,3.0,2.0,28.0,3,2,29,4.0,2.0,29.0
2014/s/2014/935/47:2,14,8,68,10,10,72,10.0,10.0,68.0,10,10,72,11.0,10.0,67.0
2014/s/2014/943/95:1,3,2,30,3,2,31,4.0,2.0,30.0,3,2,31,3.0,2.0,27.0
2005/s/2005/60/878:2,2,3,27,2,3,30,2.0,3.0,31.0,2,3,30,2.0,3.0,27.0
2009/s/2009/502/130:2,6,3,27,5,3,27,5.0,3.0,27.0,5,4,27,5.0,4.0,27.0
2014/s/2014/419/48:1,6,2,28,6,1,31,5.0,1.0,27.0,6,1,31,7.0,1.0,30.0
2005/s/2005/60/226:2,6,7,46,8,5,42,7.0,6.0,43.0,8,5,42,9.0,5.0,41.0
2009/s/2009/193/90:3,2,2,26,3,2,29,4.0,1.0,28.0,3,2,31,4.0,2.0,28.0
2006/s/2006/154/75:2,9,4,42,7,3,37,7.0,3.0,38.0,7,3,37,6.0,4.0,37.0
2005/s/2005/60/234:1,9,3,30,8,3,27,7.0,3.0,27.0,8,3,27,9.0,3.0,30.0
2011/s/2011/463/56:2,5,2,20,4,2,20,3.0,2.0,18.0,4,2,20,2.0,2.0,19.0
2005/s/2005/662/420:3,2,1,24,2,3,23,2.0,2.0,22.0,2,3,23,2.0,3.0,27.0
2013/s/prst/2013/1/24:2,4,1,22,4,1,22,4.0,1.0,21.0,4,1,21,4.0,1.0,21.0
2005/s/2005/625/201:4,6,3,18,7,2,17,5.0,2.0,18.0,7,2,18,7.0,2.0,18.0
2011/s/2011/463/205:6,4,0,37,4,0,32,3.0,0.0,31.0,4,0,32,5.0,1.0,31.0
2005/s/2005/60/854:1,11,3,43,11,3,44,9.0,3.0,41.0,11,3,44,10.0,3.0,42.0
2004/s/prst/2004/34/9:1,10,5,34,8,2,31,8.0,2.0,29.0,8,2,32,7.0,2.0,30.0
2005/s/2005/60/429:1,2,2,14,2,2,16,2.0,2.0,15.0,2,2,16,2.0,1.0,14.0
2005/s/2005/60/640:2,2,6,38,3,6,39,3.0,7.0,40.0,3,6,39,3.0,6.0,38.0
2005/s/2005/60/934:5,1,2,13,1,2,14,1.0,2.0,14.0,1,2,14,1.0,2.0,14.0
2006/s/2006/822/280:3,2,2,21,2,2,18,2.0,2.0,18.0,2,2,18,2.0,2.0,20.0
2005/s/2005/699/189:1,2,1,14,3,1,13,3.0,1.0,13.0,3,1,13,3.0,1.0,13.0
2011/s/2011/373/21:1,3,2,28,2,2,27,2.0,1.0,25.0,2,2,27,2.0,1.0,25.0
2014/s/2014/41/102:1,7,6,41,5,2,33,10.0,2.0,32.0,5,2,33,9.0,3.0,36.0
2002/s/2002/685/16:3,6,1,40,6,1,41,5.0,1.0,39.0,6,1,41,5.0,1.0,39.0
2014/s/2014/944/17:1,5,3,35,4,1,31,5.0,1.0,31.0,4,1,31,4.0,2.0,32.0
2011/s/2011/373/8:1,11,7,68,12,5,64,12.0,4.0,64.0,12,5,64,13.0,4.0,64.0
2008/s/2008/259/10:1,4,3,38,3,3,36,3.0,3.0,35.0,3,3,36,3.0,3.0,36.0
2013/s/prst/2013/12/29:2,2,4,35,0,3,34,2.0,3.0,38.0,0,3,34,1.0,3.0,37.0
2012/s/2012/359/15:1,3,4,29,3,4,25,3.0,3.0,24.0,3,4,25,3.0,4.0,25.0
2003/s/2003/90/199:2,1,1,12,1,2,13,1.0,2.0,13.0,1,2,13,1.0,2.0,13.0
2007/s/2007/677/63:3,2,2,22,4,1,19,4.0,1.0,19.0,4,1,19,4.0,1.0,19.0
2005/s/2005/656/10:1,4,2,32,4,1,34,4.0,1.0,34.0,4,1,34,3.0,1.0,33.0
2012/s/res/2083__2012_/37:1,9,2,31,8,2,32,9.0,2.0,32.0,8,2,32,8.0,2.0,33.0
2013/s/res/2129__2013_/52:1,11,5,47,13,2,43,14.0,3.0,43.0,14,3,47,12.0,3.0,44.0
2011/s/2011/298/26:3,8,2,31,8,1,30,10.0,1.0,40.0,8,1,30,8.0,1.0,29.0
2011/s/2011/463/249:1,2,2,29,1,3,32,1.0,3.0,30.0,1,3,32,1.0,3.0,30.0
2005/s/2005/60/582:7,1,3,23,2,1,20,2.0,1.0,20.0,2,1,20,2.0,1.0,19.0
2005/s/2005/636/597:1,0,1,10,0,1,12,0.0,1.0,12.0,0,1,12,0.0,1.0,10.0
2005/s/2005/6/27:5,14,12,94,13,8,99,12.0,10.0,99.0,13,8,99,12.0,10.0,100.0
2012/s/2012/24/18:2,5,3,26,5,3,26,5.0,3.0,26.0,5,3,26,5.0,3.0,26.0
2014/s/2014/41/113:2,3,1,29,3,1,26,3.0,1.0,25.0,3,1,27,2.0,1.0,27.0
2008/s/2008/250/26:2,6,2,19,5,2,19,8.0,1.0,20.0,5,2,20,4.0,2.0,19.0
2005/s/2005/60/182:2,3,1,16,3,1,18,3.0,1.0,18.0,3,1,18,2.0,2.0,16.0
2008/s/2008/379/160:3,4,2,24,3,2,21,3.0,2.0,25.0,3,2,21,3.0,2.0,26.0
2006/s/prst/2006/4/4:3,3,3,27,4,2,26,3.0,2.0,23.0,3,2,26,3.0,2.0,24.0
2005/s/2005/678/3:1,4,1,35,4,2,35,5.0,2.0,35.0,4,2,35,6.0,2.0,35.0
2005/s/2005/66/47:3,13,2,45,11,2,45,11.0,2.0,47.0,11,2,45,12.0,2.0,50.0
2006/s/res/1735_2006_/11:1,3,1,23,2,1,22,2.0,1.0,23.0,2,1,23,2.0,1.0,24.0
2003/s/2003/90/158:1,2,1,14,1,0,14,1.0,0.0,13.0,1,0,14,1.0,0.0,14.0
2012/s/2012/359/82:1,3,7,30,3,6,26,3.0,7.0,27.0,3,6,26,2.0,6.0,25.0
2008/s/2008/324/144:4,5,2,28,4,3,29,2.0,4.0,26.0,2,3,25,5.0,3.0,33.0
2008/s/2008/379/145:2,6,1,17,4,1,16,4.0,1.0,14.0,4,1,16,4.0,1.0,15.0
2014/s/2014/929/66:4,8,2,30,7,3,32,5.0,3.0,30.0,7,3,32,7.0,3.0,32.0
2014/s/2014/869/29:1,2,1,16,2,1,16,2.0,1.0,16.0,2,1,16,2.0,1.0,16.0
2005/s/2005/604/24:3,4,1,16,4,1,16,4.0,1.0,16.0,4,1,16,4.0,1.0,17.0
2003/s/res/1456_2003_/13:1,4,2,34,4,2,34,3.0,2.0,33.0,4,2,34,3.0,2.0,33.0
2005/s/2005/662/466:1,2,3,29,2,2,25,2.0,3.0,25.0,2,2,25,1.0,3.0,26.0
2009/s/2009/502/103:2,8,2,39,5,2,36,5.0,2.0,35.0,5,2,36,6.0,2.0,36.0
2006/s/2006/822/294:6,9,2,24,6,4,26,6.0,3.0,25.0,7,3,25,7.0,3.0,24.0
2008/s/2008/804/4:3,7,4,36,8,2,30,7.0,3.0,30.0,8,2,30,6.0,3.0,33.0
2005/s/2005/60/619:6,2,3,18,2,4,17,2.0,4.0,17.0,2,4,17,4.0,2.0,16.0
2009/s/res/1894_2009_/69:1,7,1,29,8,1,28,8.0,1.0,28.0,8,1,28,7.0,1.0,29.0
2004/s/2004/614/131:1,5,2,24,5,2,23,4.0,2.0,23.0,5,2,23,4.0,2.0,23.0
2012/s/2012/16/76:3,6,3,25,6,4,25,7.0,4.0,28.0,6,4,25,7.0,4.0,28.0
2011/s/prst/2011/9/4:1,4,3,31,4,3,30,4.0,3.0,29.0,4,3,31,4.0,3.0,30.0
2005/s/2005/60/795:3,4,6,32,5,4,31,6.0,4.0,35.0,5,4,31,6.0,6.0,35.0
2008/s/2008/802/28:1,10,2,61,10,1,62,10.0,2.0,63.0,10,1,62,9.0,3.0,60.0
2014/s/2014/935/35:10,3,1,21,3,1,23,3.0,1.0,23.0,3,1,23,3.0,1.0,22.0
2009/s/prst/2009/1/41:1,6,2,25,6,1,22,7.0,1.0,22.0,6,1,22,7.0,1.0,22.0
2014/s/2014/869/38:2,5,4,27,5,4,23,5.0,4.0,23.0,5,4,23,5.0,4.0,23.0
2003/s/2003/90/130:2,4,3,20,7,3,23,5.0,2.0,20.0,7,3,23,5.0,3.0,25.0
2012/s/2012/373/580:2,5,3,31,2,3,28,3.0,4.0,27.0,2,3,28,3.0,4.0,27.0
2014/s/2014/93/50:1,26,6,101,24,3,101,25.0,6.0,99.0,24,3,101,25.0,6.0,102.0
2011/s/2013/467/71:1,17,4,55,13,4,54,14.0,4.0,56.0,13,5,54,14.0,3.0,51.0
2014/s/res/2161__2014_/150:1,4,2,25,4,1,21,4.0,1.0,20.0,4,1,21,4.0,0.0,20.0
2006/s/2006/154/266:5,4,2,25,4,2,30,5.0,2.0,29.0,4,2,30,4.0,2.0,27.0
2012/s/res/2082__2012_/15:1,7,6,37,6,4,37,6.0,4.0,35.0,6,4,37,6.0,6.0,35.0
2005/s/2005/66/48:4,4,1,13,4,1,13,4.0,1.0,13.0,4,1,13,4.0,1.0,13.0
2005/s/2005/60/29:5,2,1,14,2,2,16,2.0,2.0,15.0,2,2,16,2.0,2.0,11.0
2005/s/2005/60/526:3,5,4,29,4,2,27,3.0,4.0,30.0,3,4,29,5.0,3.0,27.0
2004/s/2004/384/65:2,4,2,18,3,1,16,3.0,1.0,18.0,3,1,16,3.0,1.0,16.0
2010/s/2010/528/133:4,5,1,21,5,1,21,5.0,1.0,19.0,5,1,21,5.0,1.0,21.0
2011/s/2011/463/304:1,3,2,18,3,1,21,3.0,1.0,20.0,3,1,21,3.0,1.0,21.0
2014/s/2014/41/72:2,2,1,29,3,1,28,4.0,2.0,23.0,3,1,28,2.0,1.0,25.0
2014/s/2014/929/47:2,1,2,15,0,2,14,0.0,2.0,14.0,0,2,14,0.0,1.0,13.0
2012/s/res/2083__2012_/8:1,0,2,31,2,2,31,0.0,2.0,31.0,2,2,31,0.0,2.0,29.0
2004/s/2004/384/76:1,6,4,32,6,7,33,5.0,6.0,32.0,5,7,34,5.0,4.0,28.0
2011/s/2011/463/61:2,2,2,16,2,1,8,2.0,1.0,9.0,2,1,8,2.0,1.0,8.0
2005/s/2005/60/567:8,2,2,10,2,2,10,2.0,2.0,10.0,2,2,10,2.0,2.0,11.0
2008/s/2008/258/91:1,5,0,29,5,1,23,8.0,1.0,28.0,5,1,23,8.0,1.0,28.0
2005/s/2005/572/84:4,0,1,18,0,2,13,0.0,2.0,15.0,0,2,13,2.0,2.0,15.0
2013/s/prst/2013/12/24:1,8,1,27,4,1,28,4.0,1.0,28.0,4,1,30,4.0,1.0,28.0
2005/s/2005/761/117:5,5,5,35,7,2,33,6.0,2.0,29.0,7,2,33,6.0,2.0,30.0
2006/s/2006/154/80:3,12,2,41,10,6,45,7.0,5.0,47.0,10,6,45,8.0,8.0,44.0
2005/s/2005/60/893:6,2,1,16,2,2,19,2.0,1.0,12.0,2,2,19,2.0,3.0,19.0
2002/s/2002/685/34:3,2,2,27,2,3,27,2.0,4.0,28.0,2,3,27,3.0,3.0,27.0
2004/s/prst/2004/30/5:1,4,2,26,4,2,26,6.0,2.0,25.0,4,2,27,4.0,2.0,25.0
2014/s/prst/2014/3/1079:1,4,3,53,7,2,63,8.0,2.0,61.0,7,2,63,8.0,3.0,64.0
2005/s/2005/662/19:1,5,4,33,4,4,30,5.0,4.0,31.0,4,4,30,5.0,4.0,27.0
2008/s/2008/251/43:4,10,2,34,8,4,34,8.0,4.0,34.0,8,4,34,8.0,3.0,34.0
2014/s/2014/943/44:4,1,1,13,1,2,13,1.0,1.0,13.0,1,2,13,2.0,2.0,13.0
2011/s/2011/463/324:10,8,0,32,5,2,29,6.0,2.0,29.0,5,2,29,7.0,1.0,31.0
1999/s/res/1269_1999_/15:1,2,1,31,3,1,32,3.0,1.0,32.0,3,1,32,3.0,1.0,33.0
2008/s/2008/251/10:9,5,2,15,5,2,15,5.0,2.0,16.0,5,2,15,5.0,2.0,15.0
2011/s/2011/463/97:4,6,1,30,6,1,31,5.0,1.0,32.0,6,1,32,6.0,1.0,30.0
2005/s/2005/603/25:1,10,4,39,10,4,38,9.0,4.0,37.0,10,4,38,9.0,4.0,38.0
2014/s/2014/930/24:1,4,5,30,3,2,31,3.0,2.0,32.0,3,2,31,5.0,3.0,34.0
2005/s/2005/662/218:3,3,3,23,4,4,23,3.0,5.0,23.0,4,4,23,3.0,5.0,21.0
2006/s/res/1738_2006_/14:1,6,6,33,8,6,33,8.0,7.0,34.0,8,6,33,8.0,6.0,30.0
2011/s/prst/2011/9/5:1,5,5,43,5,6,44,5.0,6.0,43.0,5,6,45,5.0,6.0,43.0
2008/s/2008/259/62:3,7,2,31,7,2,23,6.0,3.0,26.0,7,2,23,5.0,2.0,22.0
2010/s/prst/2010/10/16:1,5,2,34,5,3,33,5.0,3.0,33.0,5,3,34,5.0,2.0,33.0
2008/s/2008/25/51:1,14,4,67,15,4,67,16.0,5.0,66.0,15,4,67,15.0,5.0,64.0
2011/s/2013/467/68:8,6,3,35,3,0,30,2.0,0.0,30.0,3,0,30,2.0,1.0,32.0
2014/s/2014/957/24:2,3,0,21,4,1,23,4.0,0.0,22.0,4,1,23,3.0,1.0,21.0
2011/s/2011/463/469:3,3,1,24,3,1,25,3.0,1.0,22.0,3,1,22,3.0,1.0,23.0
2000/s/2000/1196/42:3,5,2,15,4,2,15,5.0,2.0,15.0,3,2,15,5.0,2.0,16.0
2011/s/res/1989_2011_/84:1,5,5,38,7,5,37,8.0,5.0,36.0,7,5,37,8.0,5.0,36.0
2005/s/2005/60/1179:1,7,3,28,6,2,27,6.0,1.0,26.0,6,2,27,6.0,2.0,25.0
2011/s/2011/463/370:4,6,0,36,7,0,31,6.0,0.0,36.0,6,1,34,6.0,0.0,33.0
2014/s/prst/2014/3/4:1,10,2,46,10,2,46,11.0,2.0,44.0,10,2,45,12.0,1.0,44.0
2005/s/2005/699/140:1,9,7,57,7,7,55,9.0,7.0,56.0,7,7,55,7.0,7.0,59.0
2003/s/2003/90/120:3,2,1,8,2,2,13,2.0,2.0,12.0,2,2,13,2.0,2.0,11.0
2012/s/2012/164/9:1,3,5,42,4,2,37,3.0,5.0,41.0,4,2,37,3.0,3.0,37.0
2006/s/prst/2006/41/6:1,6,3,35,4,3,34,4.0,3.0,33.0,4,3,35,5.0,3.0,36.0
2014/s/2014/276/160:1,14,1,63,14,2,61,15.0,2.0,60.0,15,2,62,19.0,3.0,61.0
2012/s/2012/24/21:3,5,2,23,5,3,22,3.0,3.0,24.0,5,3,22,5.0,2.0,21.0
2012/s/2012/373/81:1,13,7,49,10,8,50,12.0,8.0,48.0,10,8,50,11.0,7.0,48.0
2005/s/2005/60/570:1,4,2,21,3,2,19,3.0,2.0,19.0,3,2,19,2.0,2.0,19.0
2014/s/2014/276/177:2,5,5,40,6,5,42,6.0,6.0,42.0,6,5,42,4.0,5.0,41.0
2005/s/2005/603/25:3,3,3,26,3,3,23,2.0,3.0,23.0,3,3,23,3.0,3.0,25.0
2005/s/2005/625/103:1,18,7,80,17,12,79,16.0,10.0,75.0,17,12,80,17.0,11.0,80.0
2012/s/2012/373/372:1,2,8,32,3,3,25,2.0,2.0,23.0,3,3,25,3.0,3.0,27.0
2008/s/2008/250/5:4,5,4,44,5,3,44,5.0,3.0,44.0,5,3,44,4.0,3.0,42.0
2005/s/2005/60/80:1,2,0,6,0,0,5,2.0,0.0,7.0,0,0,5,1.0,0.0,6.0
2005/s/2005/603/23:1,10,3,41,9,2,40,7.0,2.0,35.0,9,2,40,9.0,3.0,40.0
2012/s/2012/797/22:1,8,7,43,10,5,48,8.0,5.0,44.0,10,5,48,7.0,6.0,44.0
2012/s/2012/160/7:4,10,10,64,13,10,65,12.0,10.0,63.0,13,10,65,5.0,6.0,48.0
2005/s/2005/60/694:1,1,4,20,1,2,21,3.0,2.0,19.0,3,2,22,2.0,2.0,20.0
2010/s/prst/2010/2/10:1,3,1,13,3,1,13,3.0,1.0,13.0,3,1,13,3.0,1.0,14.0
2008/s/2008/258/33:5,11,5,37,9,2,32,10.0,2.0,31.0,9,2,32,11.0,2.0,31.0
2006/s/2006/822/119:1,14,7,61,13,7,58,12.0,7.0,58.0,14,7,58,13.0,7.0,58.0
2005/s/2005/60/614:2,2,2,25,2,1,24,2.0,2.0,25.0,2,1,24,4.0,2.0,23.0
2014/s/prst/2014/3/1140:1,12,5,45,12,3,44,12.0,4.0,44.0,12,3,44,11.0,3.0,45.0
2006/s/2006/822/288:1,4,2,39,3,1,38,2.0,2.0,37.0,3,1,38,3.0,2.0,37.0
2005/s/2005/60/359:1,3,1,34,2,3,34,3.0,2.0,32.0,2,3,34,2.0,3.0,31.0
2010/s/res/1963_2010_/9:1,4,3,34,1,3,35,2.0,3.0,37.0,1,3,35,3.0,3.0,34.0
2012/s/2012/24/33:4,8,6,37,7,4,38,8.0,4.0,36.0,7,4,38,7.0,5.0,36.0
2005/s/2005/60/452:12,2,1,8,2,1,8,2.0,1.0,8.0,2,1,8,2.0,1.0,8.0
2009/s/2009/502/58:6,4,4,39,6,4,37,4.0,5.0,40.0,6,4,37,5.0,5.0,37.0
2014/s/2014/935/22:4,6,2,34,7,4,39,7.0,3.0,40.0,7,4,39,7.0,4.0,39.0
2000/s/2000/1196/18:5,3,2,21,1,3,20,2.0,2.0,19.0,1,3,20,1.0,2.0,20.0
2005/s/2005/60/1170:1,0,0,16,0,0,18,0.0,0.0,18.0,0,0,18,0.0,0.0,18.0
2009/s/2009/502/111:4,10,4,53,7,4,51,5.0,4.0,53.0,7,4,52,5.0,5.0,51.0
2012/s/2012/79/41:4,6,1,25,8,1,26,8.0,1.0,26.0,8,1,26,8.0,1.0,23.0
2008/s/2008/804/36:1,2,4,32,1,4,29,1.0,4.0,28.0,1,4,29,2.0,4.0,29.0
2010/s/2010/497/97:1,8,5,32,8,5,30,7.0,4.0,27.0,8,5,30,7.0,6.0,29.0
2014/s/2014/731/26:5,10,3,36,9,3,33,10.0,3.0,32.0,9,3,33,10.0,3.0,33.0
2008/s/2008/738/11:1,12,6,58,11,4,53,12.0,4.0,57.0,11,4,53,9.0,5.0,56.0
2008/s/prst/2008/31/4:1,5,3,45,4,3,44,5.0,3.0,43.0,4,3,45,5.0,2.0,42.0
2011/s/2013/467/81:1,1,2,20,0,1,19,0.0,1.0,21.0,0,1,19,0.0,1.0,19.0
2005/s/2005/60/548:2,2,4,32,1,3,30,0.0,4.0,28.0,1,3,30,0.0,3.0,28.0
2011/s/2011/463/446:1,9,1,36,9,1,39,11.0,1.0,38.0,9,1,39,8.0,1.0,39.0
2011/s/2011/463/445:1,5,2,31,4,1,26,3.0,1.0,26.0,4,1,26,3.0,1.0,27.0
1999/s/res/1267_1999_/17:1,7,3,34,12,2,35,8.0,2.0,35.0,12,2,35,7.0,2.0,35.0
2005/s/prst/2005/64/3:1,1,6,39,2,4,37,1.0,5.0,33.0,2,4,38,0.0,4.0,36.0
2001/s/res/1373_2001_/5:1,3,3,29,3,3,30,3.0,3.0,31.0,3,3,30,3.0,3.0,30.0
2013/s/prst/2013/13/20:1,5,1,39,7,2,39,6.0,2.0,38.0,7,2,40,5.0,2.0,38.0
2005/s/2005/572/228:1,6,2,29,6,2,27,6.0,3.0,26.0,7,2,27,8.0,3.0,32.0
2005/s/2005/572/162:3,5,6,43,3,7,41,3.0,7.0,41.0,3,5,38,4.0,5.0,36.0
2011/s/2013/467/108:3,7,4,28,7,2,26,9.0,2.0,27.0,7,2,26,8.0,3.0,27.0
2011/s/2011/463/97:9,2,2,23,2,1,15,2.0,1.0,15.0,2,1,15,1.0,2.0,17.0
2013/s/prst/2013/15/25:3,4,1,17,4,1,16,4.0,1.0,17.0,4,1,17,4.0,1.0,17.0
2011/s/2011/463/56:1,4,0,26,3,1,29,5.0,2.0,30.0,5,1,27,6.0,1.0,30.0
2005/s/2005/604/6:2,7,3,39,7,4,38,7.0,4.0,37.0,7,4,38,8.0,4.0,37.0
2005/s/2005/761/15:4,5,2,24,5,2,21,5.0,2.0,20.0,5,2,21,5.0,2.0,17.0
2014/s/2014/957/79:2,6,5,30,7,5,30,7.0,4.0,30.0,7,5,30,7.0,4.0,32.0
2014/s/2014/41/131:4,8,2,33,7,1,27,9.0,1.0,27.0,7,1,27,7.0,1.0,24.0
