id,es_noun_counts,es_verb_counts,es_lemma_counts,en_es_DEEP_noun_counts,en_es_DEEP_verb_counts,en_es_DEEP_lemma_counts,en_es_DEEPL_noun_counts,en_es_DEEPL_verb_counts,en_es_DEEPL_lemma_counts,en_es_GOOGLE_noun_counts,en_es_GOOGLE_verb_counts,en_es_GOOGLE_lemma_counts,en_es_TRANSFORMERS_noun_counts,en_es_TRANSFORMERS_verb_counts,en_es_TRANSFORMERS_lemma_counts
2004/s/2004/614/116:1,4,0,11,4,0,11,4,0,11,4,0,11,4,0,11
2005/s/2005/61/202:1,3,1,18,3,1,16,3,1,15,3,1,16,3,1,17
2008/s/2008/806/17:2,10,3,47,11,3,47,11,3,47,11,3,47,10,4,45
2006/s/2006/154/77:2,8,2,28,7,2,28,10,2,30,7,2,28,8,2,27
2011/s/2011/373/6:1,17,5,57,17,6,56,18,6,58,17,6,56,17,6,54
2011/s/2011/463/120:5,9,2,22,8,2,22,8,2,22,8,2,22,8,2,22
2012/s/prst/2012/29/14:1,24,6,54,23,6,52,24,4,50,23,6,53,23,4,50
2005/s/2005/60/886:5,8,5,28,8,4,26,9,4,26,8,4,26,9,4,27
2006/s/2006/154/261:1,7,3,24,8,2,21,9,2,23,8,2,21,7,2,20
2013/s/2013/769/93:1,20,2,42,18,4,45,20,3,42,20,2,43,18,2,38
2011/s/2011/463/385:1,11,6,31,12,6,29,11,6,29,12,6,29,11,6,29
2012/s/2012/373/596:2,24,4,70,22,2,61,20,2,64,22,2,61,26,2,64
2005/s/2005/60/686:1,4,2,22,5,3,27,6,3,28,5,3,27,4,3,25
2005/s/2005/645/15:3,6,3,34,7,2,37,6,2,36,7,2,37,6,2,36
2010/s/2010/522/66:1,23,5,64,27,3,70,31,3,69,27,3,70,30,3,69
2005/s/2005/60/209:1,4,1,24,4,2,20,4,2,22,4,2,20,4,2,22
2011/s/2011/245/126:2,12,2,28,8,1,31,8,1,30,8,1,31,9,1,29
2011/s/2011/463/428:2,6,0,20,9,1,22,9,0,21,9,1,22,9,1,21
2005/s/2005/603/48:4,14,6,36,16,1,30,18,0,32,16,1,30,17,1,33
2005/s/2005/60/454:2,3,2,15,3,3,18,3,2,16,3,3,19,3,2,16
2012/s/2012/162/8:1,39,15,89,37,14,82,35,14,79,36,14,81,35,14,80
2005/s/2005/60/672:2,3,1,13,3,1,13,2,2,12,3,1,13,3,1,13
2007/s/2007/677/117:4,3,3,21,3,3,17,3,3,17,3,3,17,3,3,17
2005/s/2005/60/286:3,3,2,26,3,2,25,3,1,25,3,2,25,3,2,25
2009/s/2009/71/79:1,9,4,29,8,4,28,8,4,29,8,4,28,8,4,28
2001/s/res/1373_2001_/10:1,10,6,29,6,4,29,9,2,30,6,4,29,6,4,28
2014/s/2014/957/63:2,9,2,24,7,2,21,8,2,22,7,2,21,8,2,22
2005/s/2005/572/132:5,8,6,30,9,5,30,11,5,30,9,5,31,12,3,27
2006/s/2006/822/209:8,1,1,11,3,1,12,2,1,12,3,1,12,1,1,12
2007/s/2007/471/29:1,10,5,45,7,5,40,7,5,40,7,5,40,8,5,42
2005/s/2005/60/503:2,5,2,23,4,2,21,4,2,21,4,2,21,5,2,23
2013/s/2013/722/100:1,16,2,37,13,4,35,16,4,39,13,4,35,14,4,36
2010/s/res/1963_2010_/31:1,17,10,62,16,7,56,18,6,58,16,7,56,20,6,61
2005/s/2005/662/514:1,13,2,38,9,1,36,10,2,38,9,1,36,9,2,34
2005/s/2005/60/122:5,8,1,28,8,1,27,9,1,28,8,1,27,9,1,28
2004/s/res/1540_2004_/22:1,7,2,23,7,2,23,7,2,23,7,2,23,7,2,23
2012/s/2012/244/56:2,9,4,43,10,3,41,10,3,42,10,3,41,9,3,40
2010/s/prst/2010/22/8:2,25,6,53,26,6,56,25,6,58,26,6,56,26,6,58
2014/s/prst/2014/3/709:1,33,4,50,28,8,50,30,4,48,28,8,50,31,4,48
2012/s/2012/373/43:1,10,2,28,8,2,26,8,2,26,8,2,26,8,2,26
2011/s/2011/298/20:2,4,1,16,5,1,15,5,1,15,5,1,15,6,1,17
2012/s/2012/359/15:2,9,6,29,8,6,27,10,6,29,8,6,28,10,6,30
2012/s/2012/373/337:3,10,4,40,10,3,38,10,3,38,10,3,38,10,3,38
2009/s/res/1904_2009_/104:1,11,3,27,12,3,26,12,3,27,12,3,26,12,3,28
2004/s/2004/384/77:3,6,5,26,7,2,25,6,2,24,7,2,25,6,2,24
2005/s/2005/60/655:4,8,4,26,8,2,26,8,2,26,8,2,26,8,2,26
2005/s/2005/644/2:1,26,9,69,20,9,67,21,9,66,20,9,67,14,6,53
2007/s/res/1787_2007_/10:1,18,6,55,16,6,53,18,5,53,16,6,56,17,8,56
2010/s/2010/497/116:1,15,10,43,16,8,45,14,9,44,16,8,44,15,9,43
2003/s/res/1456_2003_/9:1,8,2,26,7,2,27,7,2,26,7,2,27,7,2,27
2005/s/2005/604/34:3,6,4,36,6,2,34,6,2,34,6,2,34,7,2,33
2014/s/2014/951/11:1,11,7,46,10,7,47,10,7,48,10,7,47,9,7,46
2005/s/2005/60/744:1,16,4,41,17,1,35,17,2,35,17,1,35,16,2,34
2005/s/2005/572/306:1,37,10,78,32,8,76,34,8,78,32,8,78,36,7,81
2005/s/2005/66/44:3,5,3,22,5,2,21,2,5,19,5,2,21,2,5,19
2005/s/2005/60/841:2,8,3,27,7,3,24,7,3,24,7,3,24,7,2,23
2005/s/2005/636/609:1,24,2,38,17,5,34,15,4,31,17,5,34,20,5,34
2012/s/2012/244/49:5,11,5,39,11,4,38,11,4,39,11,4,38,11,4,39
2008/s/2008/471/74:1,20,5,53,19,5,52,18,5,52,19,5,52,17,5,50
2004/s/res/1566_2004_/7:1,12,1,29,10,0,25,9,0,23,10,0,25,10,0,25
2014/s/prst/2014/3/70:1,10,2,29,7,3,27,8,3,29,7,3,27,7,3,28
2014/s/2014/93/14:1,12,7,42,12,6,41,12,6,39,12,6,41,13,6,41
2005/s/2005/662/140:2,3,1,11,4,1,11,4,1,12,4,1,11,4,1,12
2005/s/2005/572/110:2,5,1,18,5,1,18,4,1,19,5,1,18,5,1,18
2011/s/2011/463/99:6,18,6,39,16,4,37,18,3,39,16,4,37,18,3,39
2012/s/prst/2012/26/7:1,15,8,49,12,6,48,12,6,47,11,6,49,14,6,46
2012/s/prst/2012/24/4:1,41,9,72,41,7,68,40,10,73,41,7,69,41,8,68
2000/s/2000/1196/54:2,4,1,22,3,2,30,3,2,29,3,2,30,3,2,29
2011/s/2013/467/115:2,7,2,33,13,1,24,11,1,23,8,1,28,13,1,26
2006/s/2006/822/305:4,3,1,12,3,2,12,3,2,12,3,2,12,3,2,12
2005/s/2005/645/5:5,2,2,17,1,1,17,1,0,16,1,0,17,2,2,13
2010/s/prst/2010/25/733:1,31,4,55,31,4,51,30,4,54,31,4,51,31,4,52
2011/s/2011/525/35:1,9,3,42,9,2,42,9,2,40,9,2,42,9,2,41
2005/s/2005/60/179:3,9,3,27,10,2,26,10,2,26,10,2,26,10,2,26
2014/s/2014/924/34:1,20,8,48,17,5,40,18,6,40,17,5,40,16,7,41
2012/s/2012/16/49:4,8,1,31,9,1,31,8,1,30,9,0,29,8,1,30
2008/s/2008/324/74:2,14,3,46,12,6,47,12,6,47,11,6,48,11,6,47
2011/s/2011/463/202:6,8,1,17,7,1,13,7,1,14,7,1,13,6,1,12
2007/s/prst/2007/42/6:1,9,5,35,9,3,37,9,3,37,11,3,40,11,3,36
2004/s/prst/2004/32/10:1,3,2,18,4,1,17,4,1,17,4,1,18,4,1,16
2006/s/2006/822/408:2,7,3,19,8,3,21,8,3,21,8,3,21,9,3,22
2005/s/2005/642/75:2,13,4,38,10,3,31,11,3,32,10,3,31,11,3,33
2003/s/2003/216/26:1,15,2,42,15,3,44,12,3,41,15,3,44,15,2,36
2014/s/2014/869/39:4,6,4,31,5,4,28,5,4,29,5,4,28,5,4,29
2011/s/2011/463/268:4,12,4,36,9,4,38,10,4,37,9,4,39,9,4,38
2005/s/2005/688/12:6,2,1,13,2,0,10,2,0,10,2,0,10,2,0,10
2008/s/2008/251/71:3,15,6,34,19,4,37,20,4,38,19,4,37,21,3,37
2004/s/2004/384/110:1,14,3,32,12,3,30,12,4,32,12,3,30,12,3,31
2014/s/res/2178__2014_/43:1,13,10,44,12,9,41,13,10,48,12,9,41,14,9,46
2004/s/2004/384/84:1,6,1,24,6,1,25,7,1,25,6,1,25,6,1,25
2012/s/2012/373/683:2,11,5,34,10,4,35,10,4,34,10,4,35,11,4,34
2008/s/prst/2008/18/4:5,12,5,35,12,5,35,11,5,35,12,5,35,12,5,34
2011/s/2011/463/376:5,6,3,28,4,3,31,5,3,32,4,3,31,5,3,32
2004/s/2004/384/98:4,4,3,19,4,3,18,4,3,19,5,3,19,4,3,19
2014/s/2014/948/41:1,5,2,22,5,2,23,5,2,23,5,2,23,5,2,23
2003/s/prst/2003/27/167:1,7,0,14,6,2,15,6,2,15,6,2,15,7,0,13
2005/s/2005/60/207:1,20,9,50,19,7,48,20,6,49,18,5,49,19,7,49
2014/s/2014/902/162:5,14,0,26,14,1,30,14,1,29,14,1,30,13,0,26
2005/s/2005/60/814:5,4,1,28,1,1,19,2,1,21,2,1,20,6,1,23
2005/s/2005/60/425:5,8,2,27,8,3,29,9,2,30,8,3,29,9,3,30
2012/s/2012/791/67:1,19,4,48,15,5,49,15,5,48,15,5,49,16,6,49
2005/s/2005/698/17:2,13,8,63,15,10,68,14,8,65,15,10,68,5,3,29
2014/s/2014/909/14:2,5,1,17,5,1,17,5,1,16,5,1,17,5,1,17
2012/s/2012/359/37:1,8,1,39,7,1,35,7,1,36,7,1,35,8,1,36
2008/s/2008/324/215:1,19,7,61,17,7,62,16,8,61,17,7,62,16,7,60
2011/s/2013/467/75:4,9,6,38,7,7,39,8,6,39,7,7,38,7,6,39
2009/s/res/1887__2009_/16:1,23,7,56,23,7,54,23,8,55,23,7,54,23,8,54
2008/s/2008/167/12:1,14,6,47,14,7,46,13,6,45,14,7,46,14,5,46
2002/s/res/1390_2002_/6:1,7,3,29,7,3,29,6,3,29,7,3,29,7,3,29
2014/s/2014/9/144:3,7,2,23,5,2,22,7,2,24,5,2,22,7,2,24
2009/s/prst/2009/1/288:1,35,9,63,32,11,63,35,11,63,34,9,61,33,11,62
2012/s/prst/2012/28/8:3,7,9,64,10,8,65,10,8,64,10,8,66,10,8,64
2005/s/2005/642/22:3,9,2,33,10,2,32,10,2,32,10,2,32,10,2,32
2005/s/2005/60/833:3,21,4,41,23,3,42,23,2,40,23,3,42,25,3,46
2006/s/2006/822/212:1,5,2,23,5,2,24,6,2,24,5,2,24,5,2,25
2005/s/2005/60/344:8,4,1,18,5,1,19,5,1,19,5,1,19,5,1,19
2014/s/2014/648/15:4,12,7,41,12,7,44,12,6,44,11,6,45,12,6,44
2009/s/2009/71/24:1,10,8,44,11,6,41,11,7,44,11,6,41,11,6,44
2008/s/2008/379/234:1,7,3,20,7,3,20,7,3,20,7,3,20,7,3,20
2014/s/2014/648/18:1,6,3,45,6,3,45,6,3,46,6,3,45,6,3,45
2011/s/res/1988_2011_/26:1,37,5,71,36,5,67,37,4,65,34,4,72,38,4,67
2014/s/2014/276/73:3,7,1,27,7,1,26,7,1,27,7,1,26,7,1,26
2011/s/2011/463/204:9,7,3,24,6,2,23,6,2,23,6,2,23,7,2,23
2006/s/prst/2006/48/16:1,15,1,31,14,1,29,14,2,33,13,1,29,14,1,29
2003/s/2003/191/add_1/21:1,9,5,34,9,5,33,9,4,33,9,5,33,8,5,33
2008/s/2008/250/36:4,10,2,28,8,2,29,10,2,25,8,2,29,7,2,26
2009/s/prst/2009/1/5:1,18,9,44,19,7,45,19,7,44,18,7,46,20,7,45
2014/s/2014/276/155:1,12,2,26,12,2,27,12,2,29,12,2,27,12,2,26
2011/s/2011/463/347:7,7,3,20,7,2,20,7,3,20,7,2,20,7,3,20
2013/s/prst/2013/15/11:3,26,12,59,23,11,55,23,12,59,23,11,55,25,9,54
2005/s/2005/60/714:9,10,4,32,12,2,33,12,2,33,12,2,33,13,2,33
2006/s/2006/822/135:3,8,3,36,8,2,28,8,2,29,7,2,28,8,2,28
2010/s/2010/528/136:1,6,3,30,4,4,32,5,4,34,4,4,32,5,4,30
2013/s/2013/769/58:3,4,1,21,6,1,30,6,1,30,6,1,30,6,1,30
2005/s/2005/642/13:2,11,5,44,10,5,43,10,5,44,10,5,43,9,5,42
2014/s/2014/943/80:1,11,3,33,10,3,34,10,3,34,10,3,34,11,3,34
2003/s/2003/90/83:1,8,1,22,9,1,26,9,1,26,9,1,26,9,1,26
2005/s/2005/635/38:2,12,5,36,12,4,35,11,4,35,12,4,35,12,4,36
2014/s/res/2161__2014_/212:1,58,18,84,59,15,88,62,15,86,59,15,88,56,17,82
2004/s/2004/614/15:2,6,1,25,6,1,24,6,1,27,6,1,24,6,1,24
2012/s/prst/2012/22/10:3,8,6,39,7,5,39,8,6,40,7,5,39,7,6,40
2012/s/2012/373/521:1,12,5,37,11,5,36,12,5,36,11,5,36,12,5,37
2007/s/prst/2007/32/2:1,11,1,35,11,1,35,11,1,35,10,1,36,11,1,35
2005/s/2005/631/83:1,8,2,26,9,1,27,8,1,25,9,1,27,9,1,25
2011/s/2011/463/242:3,9,4,29,5,3,23,5,3,23,5,3,23,6,3,24
2004/s/prst/2004/21/13:1,9,3,30,7,3,28,8,3,27,7,3,29,8,3,27
2010/s/prst/2010/2/7:1,11,3,29,11,3,30,11,3,31,11,3,31,11,3,29
1999/s/res/1265_1999_/38:1,15,7,40,18,5,36,16,5,36,18,5,36,18,4,36
2009/s/res/1904_2009_/23:1,28,1,53,27,3,52,29,2,55,27,3,52,30,2,54
2014/s/2014/740/10:1,11,2,46,8,2,43,7,2,42,8,2,43,7,1,39
2005/s/2005/60/895:1,6,4,36,8,4,37,6,4,37,8,4,37,7,4,38
2014/s/prst/2014/3/960:1,19,4,49,21,3,47,19,4,48,21,3,47,19,4,49
2004/s/prst/2004/37/6:2,13,3,39,8,2,34,8,2,35,8,2,34,10,2,35
2011/s/2011/373/7:4,4,2,17,4,1,17,4,1,14,4,1,17,4,1,14
2009/s/prst/2009/19/9:1,8,6,37,9,5,38,9,5,39,9,5,39,9,5,39
2002/s/prst/2002/41/7:1,13,3,38,15,3,40,15,3,40,15,3,41,14,3,37
2005/s/2005/639/2:1,8,2,41,7,2,40,8,2,40,7,2,40,8,2,40
2011/s/2011/223/27:1,10,2,34,9,2,35,9,2,34,9,2,35,10,2,34
2005/s/2005/603/78:1,11,3,31,10,2,31,10,2,31,10,2,31,10,3,30
2009/s/res/1904_2009_/16:1,16,4,45,15,4,44,16,5,45,15,4,44,16,5,46
2009/s/prst/2009/1/57:1,10,1,23,9,0,21,9,0,20,9,0,21,10,0,21
2011/s/2011/298/111:2,4,3,15,3,2,12,3,2,12,3,2,12,4,2,14
2005/s/2005/68/25:1,6,5,26,7,3,25,7,3,26,7,3,25,7,3,24
2005/s/2005/60/575:2,5,2,18,5,2,18,5,2,18,5,2,18,4,2,16
2014/s/2014/935/68:3,8,2,20,7,2,20,7,2,20,7,2,20,8,2,20
2004/s/2004/614/67:7,10,2,34,9,2,32,10,2,32,9,2,32,11,2,32
2013/s/res/2129__2013_/31:1,11,3,26,9,3,24,11,3,26,9,3,24,11,3,28
2014/s/2014/943/84:1,9,6,38,10,6,41,11,5,40,10,6,41,11,5,41
2011/s/2011/29/30:1,12,4,39,13,4,38,14,4,40,13,4,38,12,3,38
2005/s/2005/635/16:9,5,1,19,5,0,14,5,0,15,5,0,14,5,0,14
2014/s/prst/2014/3/141:1,20,8,46,18,7,42,19,7,42,18,7,42,19,7,43
2000/s/2000/1196/46:3,4,2,24,7,1,25,7,1,24,7,1,25,7,1,25
2005/s/2005/60/371:5,5,0,16,7,0,16,7,0,16,7,0,16,6,0,18
2005/s/2005/631/54:2,5,1,22,4,1,22,4,0,19,4,1,22,4,1,19
2005/s/2005/60/706:4,7,4,22,11,5,24,11,6,28,10,5,24,11,6,25
2000/s/2000/1190/140:1,12,6,38,10,2,29,9,2,28,10,2,29,11,4,32
2014/s/2014/942/35:1,8,4,29,8,4,29,7,3,29,8,4,29,9,3,27
2014/s/res/2178__2014_/27:1,11,7,35,11,5,34,12,5,35,11,5,34,11,5,33
2010/s/2010/569/11:2,12,1,35,8,1,26,8,1,26,8,1,26,10,1,29
2010/s/2010/528/133:3,7,4,20,8,4,25,8,3,22,8,4,25,8,4,23
2011/s/2011/463/108:1,10,4,44,6,4,53,6,4,52,6,4,52,11,4,53
2005/s/2005/60/431:1,7,3,35,7,2,30,7,2,30,6,2,28,7,2,30
2005/s/prst/2005/30/7:2,9,2,27,7,5,29,9,3,29,7,5,29,10,2,28
2005/s/2005/60/425:1,4,1,14,4,1,15,4,1,15,4,1,15,4,1,15
2005/s/2005/60/584:8,6,3,20,6,4,21,6,4,20,6,4,21,6,4,21
2005/s/2005/61/83:1,9,2,21,8,2,20,8,2,20,8,2,21,8,2,21
2014/s/2014/740/61:1,10,2,27,7,2,23,7,1,23,8,2,23,9,1,24
2014/s/2014/920/39:1,5,0,16,5,0,16,5,0,16,5,0,16,5,0,16
2005/s/2005/662/210:5,4,2,22,6,2,22,4,2,21,6,2,22,4,2,20
2005/s/2005/60/821:6,8,4,22,6,2,23,7,1,21,6,2,23,8,2,22
2014/s/2014/9/128:2,9,3,23,10,3,21,9,3,20,10,3,21,10,3,22
2010/s/2010/462/13:1,2,1,12,2,2,13,2,2,13,2,2,13,2,2,13
2014/s/prst/2014/3/3:1,10,1,29,10,1,30,10,1,30,9,1,31,10,1,30
2008/s/2008/251/37:1,8,1,28,8,1,32,8,1,32,8,1,32,8,1,31
2005/s/2005/60/564:1,4,3,17,4,3,15,4,3,15,4,3,15,3,3,15
2008/s/2008/80/38:2,8,1,28,10,0,27,10,1,29,10,0,27,7,0,25
2005/s/2005/66/47:2,7,3,28,5,4,34,7,3,30,5,4,34,6,3,31
2003/s/res/1456_2003_/11:1,10,2,28,10,2,27,9,2,27,10,2,26,11,2,26
2009/s/prst/2009/1/62:1,14,6,42,13,4,35,13,4,36,13,4,35,13,4,36
2012/s/2012/373/449:1,3,4,26,3,4,25,3,4,25,3,4,25,3,4,25
2005/s/2005/6/49:1,7,1,45,5,1,44,5,1,44,5,1,44,6,1,44
2010/s/2010/522/9:3,10,3,37,9,3,37,9,3,38,9,3,37,7,3,36
2010/s/prst/2010/25/434:1,8,3,29,8,3,30,8,3,28,8,3,30,8,3,28
2005/s/2005/625/89:3,8,3,32,6,2,24,7,2,25,6,2,24,6,2,26
2005/s/2005/648/42:1,12,5,39,11,6,40,11,6,40,11,6,40,13,6,39
2012/s/2012/373/671:2,17,3,37,15,6,37,15,6,37,15,6,37,16,4,37
2004/s/res/1566_2004_/17:1,30,16,86,30,14,83,33,15,84,30,14,83,29,15,85
2003/s/2003/90/112:2,5,3,22,5,2,19,6,2,20,5,2,19,5,2,19
2011/s/2011/463/417:6,15,4,50,17,3,46,13,3,48,17,3,48,17,2,46
2007/s/2007/677/160:2,16,3,40,18,1,41,17,2,38,18,1,41,16,1,45
2010/s/prst/2010/25/690:1,11,2,32,12,3,34,10,4,32,12,3,34,11,3,32
2012/s/2012/16/123:5,7,3,30,7,2,28,8,2,29,7,2,28,8,2,29
2009/s/res/1904_2009_/9:1,7,7,32,7,7,32,7,7,33,7,7,32,7,7,32
2012/s/2012/16/140:5,5,2,23,4,2,22,4,2,22,4,2,21,4,2,22
2005/s/2005/662/69:3,9,5,24,10,5,28,9,5,25,10,5,28,9,7,28
2005/s/2005/662/439:2,4,0,13,4,0,14,4,0,14,4,0,14,4,0,14
2005/s/2005/637/35:2,5,3,24,2,4,24,2,4,24,2,4,24,2,4,24
2004/s/2004/384/102:6,4,4,22,4,3,20,4,3,22,4,3,20,4,3,20
2012/s/2012/373/110:3,7,3,27,6,2,23,6,2,24,6,2,23,5,3,26
2011/s/2011/463/58:2,7,4,29,7,3,30,8,3,31,7,3,30,8,4,31
2012/s/2012/373/506:3,11,3,39,11,3,41,11,3,40,11,3,41,11,3,40
2006/s/2006/822/213:9,6,2,23,4,1,24,4,1,24,4,1,24,4,2,23
2011/s/2013/467/92:1,7,4,35,7,4,33,8,4,33,7,4,33,8,4,32
2012/s/2012/16/170:1,12,10,39,11,10,38,12,10,38,11,10,37,11,10,38
2011/s/res/1989_2011_/64:1,16,16,55,19,11,55,18,13,55,18,13,56,23,10,57
2010/s/2010/497/115:2,20,9,62,20,6,64,21,5,62,20,6,64,19,6,60
2005/s/2005/689/17:5,7,1,30,6,1,25,6,1,27,6,1,27,6,1,27
2005/s/2005/572/248:1,11,3,34,8,3,27,8,3,27,8,3,27,8,3,29
2014/s/2014/906/2:1,9,3,35,8,3,31,8,3,32,8,3,32,8,3,31
2013/s/prst/2013/1/15:1,13,8,42,13,7,46,14,8,48,14,7,47,13,8,46
2011/s/2011/37/2:1,14,3,42,12,3,41,12,3,41,12,3,41,12,3,41
2005/s/2005/60/625:3,9,2,44,6,3,43,6,2,41,6,3,43,7,2,36
2003/s/2003/90/238:1,3,2,14,4,2,15,4,2,15,4,2,15,4,2,15
2013/s/res/2129__2013_/26:1,28,7,64,27,6,69,31,7,67,27,6,69,30,6,66
2005/s/2005/662/59:1,4,2,18,4,2,19,4,2,19,4,2,19,3,2,19
2014/s/2014/740/36:2,11,2,36,12,2,37,11,2,38,12,2,37,11,2,37
2010/s/prst/2010/25/381:1,11,5,34,10,5,32,10,5,32,10,5,32,9,5,33
2009/s/2009/124/28:1,20,3,44,18,4,45,19,5,49,18,4,45,17,5,44
2014/s/2014/417/3:2,4,1,22,4,1,23,4,1,23,4,1,23,4,1,23
2010/s/prst/2010/25/522:1,28,8,65,28,7,60,29,8,61,28,7,60,27,7,60
2014/s/2014/935/131:2,5,3,19,4,3,16,4,3,16,4,3,16,5,3,18
2005/s/2005/60/644:1,5,1,20,5,1,21,7,1,24,5,1,21,6,1,21
2006/s/2006/822/294:4,5,4,25,5,4,27,5,4,26,5,4,27,5,4,27
2014/s/2014/869/37:2,7,0,24,8,1,25,8,1,24,8,1,25,8,1,25
2005/s/2005/631/28:3,10,4,29,6,6,32,6,6,33,6,6,32,5,6,31
2005/s/2005/662/42:1,5,1,22,5,1,23,5,1,23,5,1,23,5,1,23
2011/s/2011/463/225:4,8,2,22,8,2,22,8,2,22,8,2,22,8,2,22
2008/s/2008/801/38:1,12,2,34,12,2,32,12,2,33,12,2,32,12,2,32
2003/s/2003/90/152:1,3,0,21,6,0,25,5,0,25,6,0,25,5,0,25
2014/s/2014/909/2:1,8,3,39,8,3,36,8,3,36,8,3,36,8,3,36
2009/s/prst/2009/1/247:1,9,5,34,11,4,37,10,4,37,10,4,37,11,4,39
2001/s/res/1373_2001_/36:1,10,4,29,10,4,27,10,4,27,10,4,27,12,1,25
2006/s/prst/2006/28/6:3,13,4,37,13,5,37,12,5,37,13,5,38,13,5,38
2005/s/2005/636/335:1,10,0,23,8,1,20,9,1,23,8,1,20,9,1,23
2011/s/2011/298/72:4,4,2,20,4,1,17,4,1,18,4,1,17,4,0,17
2000/s/2000/1196/24:7,5,1,18,6,1,18,5,1,19,6,1,18,6,1,18
2007/s/2007/677/128:2,5,2,17,4,3,20,3,3,16,4,3,20,5,4,19
2000/s/2000/1196/31:3,21,5,46,18,5,42,20,5,43,19,4,43,18,5,41
2005/s/2005/625/128:2,9,2,24,8,2,27,8,2,27,8,3,28,8,2,27
2005/s/2005/604/87:2,7,1,25,6,1,24,6,1,24,6,1,24,6,1,24
2014/s/2014/957/83:1,7,3,38,7,2,34,7,3,34,7,2,34,7,3,33
2005/s/2005/631/44:3,9,3,20,8,3,21,8,3,20,8,3,21,8,3,21
2005/s/2005/60/354:1,10,5,46,11,5,49,12,5,51,11,5,49,12,3,45
2013/s/prst/2013/17/17:1,12,4,46,12,4,48,16,4,45,12,4,49,16,4,42
2011/s/2011/298/110:4,11,5,38,10,5,36,10,5,37,10,5,36,10,5,37
2011/s/2011/463/305:10,13,2,37,12,2,35,11,2,34,10,2,36,13,2,35
2013/s/prst/2013/19/14:2,9,7,41,10,6,36,9,7,37,9,7,37,10,7,38
2005/s/2005/6/20:1,23,8,67,20,8,66,19,8,65,20,8,66,20,9,65
2012/s/2012/373/48:1,6,2,22,6,2,21,6,2,20,6,2,21,6,2,21
2005/s/2005/60/743:1,9,2,30,9,2,31,8,2,31,9,2,31,9,2,32
2006/s/2006/822/180:2,12,6,50,12,6,51,12,6,51,12,6,50,12,6,48
2005/s/2005/60/31:4,5,2,13,4,1,12,4,1,12,4,1,12,4,1,12
2014/s/2014/869/32:5,7,4,23,8,3,24,8,3,22,8,3,24,8,3,22
2008/s/2008/250/76:1,3,0,8,3,0,8,3,0,8,3,0,8,3,0,7
2005/s/2005/60/555:1,9,2,34,10,2,37,10,3,37,11,3,39,10,2,37
2006/s/2006/822/363:1,10,4,29,8,4,28,9,4,28,8,4,28,8,5,24
2005/s/2005/6/11:3,8,3,25,7,3,26,7,3,26,7,3,26,7,3,27
2006/s/2006/154/298:5,5,3,18,5,2,20,5,2,19,5,2,20,5,3,20
2005/s/2005/60/785:2,7,3,38,7,2,38,7,2,38,8,2,39,7,1,34
2014/s/2014/571/38:1,10,4,51,13,3,43,9,3,47,14,3,44,12,3,42
2008/s/2008/379/105:1,6,3,25,7,3,25,7,3,26,7,3,25,7,3,25
2005/s/2005/60/351:2,8,2,21,9,2,21,9,2,22,9,2,21,10,2,21
2011/s/2011/463/245:6,12,3,29,10,3,26,10,4,27,10,3,26,10,3,26
2014/s/2014/902/50:1,11,3,32,9,3,30,9,3,30,9,3,30,9,4,29
2014/s/2014/906/12:1,18,5,43,18,5,44,18,5,44,18,5,44,18,5,43
2014/s/2014/935/34:1,10,5,46,10,5,45,11,5,45,10,5,45,11,5,47
2014/s/2014/369/9:1,10,2,33,11,2,34,11,2,35,11,2,34,9,3,33
2005/s/2005/662/86:4,5,1,12,6,1,15,7,1,16,6,1,15,5,1,15
2005/s/2005/645/14:1,1,2,17,1,2,19,1,2,19,1,2,19,1,2,18
2005/s/2005/682/67:1,7,2,18,6,2,15,6,2,15,6,2,15,6,2,14
2008/s/2008/259/39:5,10,1,29,9,2,23,8,1,22,9,2,23,9,1,22
2004/s/2004/1038/22:5,17,5,61,15,5,61,15,5,63,15,5,60,15,5,60
2005/s/2005/60/955:1,7,1,19,5,1,20,5,1,20,5,1,20,5,1,20
2012/s/2012/24/22:6,8,3,33,8,3,34,9,3,32,8,3,34,8,3,33
2008/s/2008/258/65:3,6,4,21,6,2,20,4,2,17,6,2,20,7,2,22
2003/s/2003/90/123:4,3,1,17,3,1,17,3,1,15,3,1,17,3,1,16
2008/s/2008/258/24:4,6,1,21,5,2,21,5,2,21,5,2,21,7,0,22
2010/s/2010/497/112:2,11,3,34,10,3,29,10,3,30,10,3,29,10,3,30
2013/s/2013/722/50:1,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10
2006/s/2006/822/222:1,9,6,41,10,4,37,9,4,37,10,4,37,10,4,37
2014/s/2014/943/61:2,4,2,12,4,2,12,4,2,12,4,2,12,4,2,12
2005/s/2005/689/10:2,3,1,15,1,1,13,1,1,13,1,1,13,1,1,13
2006/s/2006/822/193:2,8,3,28,9,3,30,9,3,30,9,3,30,9,3,29
2005/s/2005/60/624:5,10,1,29,7,1,26,7,1,29,7,1,26,6,1,25
2014/s/prst/2014/3/188:1,8,3,23,8,3,22,8,3,22,8,3,22,8,3,22
2014/s/2014/935/152:4,10,7,35,11,6,37,11,6,36,11,6,37,11,6,36
2014/s/2014/276/82:2,6,2,29,3,3,29,3,2,29,3,3,29,3,3,31
