id,es_general_rare_proportion,es_genre_rare_proportion,en_es_DEEP_general_rare_proportion,en_es_DEEP_genre_rare_proportion,en_es_DEEPL_general_rare_proportion,en_es_DEEPL_genre_rare_proportion,en_es_GOOGLE_general_rare_proportion,en_es_GOOGLE_genre_rare_proportion,en_es_TRANSFORMERS_general_rare_proportion,en_es_TRANSFORMERS_genre_rare_proportion
2011/s/2011/463/168:5,0.38461538461538464,0.07692307692307693,0.3684210526315789,0.10526315789473684,0.3684210526315789,0.10526315789473684,0.3684210526315789,0.10526315789473684,0.38095238095238093,0.19047619047619047
2005/s/2005/636/676:1,0.4482758620689655,0.04827586206896552,0.41304347826086957,0.050724637681159424,0.43795620437956206,0.072992700729927,0.44642857142857145,0.09821428571428571,0.4369747899159664,0.04201680672268908
2014/s/2014/935/80:2,0.35135135135135137,0.02702702702702703,0.37142857142857144,0.05714285714285714,0.34285714285714286,0.05714285714285714,0.37142857142857144,0.05714285714285714,0.37142857142857144,0.05714285714285714
2014/s/2014/731/14:3,0.3023255813953488,0.046511627906976744,0.26666666666666666,0.044444444444444446,0.28888888888888886,0.06666666666666667,0.26666666666666666,0.044444444444444446,0.26666666666666666,0.044444444444444446
2007/s/2007/677/102:2,0.2978723404255319,0.1276595744680851,0.3409090909090909,0.06818181818181818,0.37777777777777777,0.08888888888888889,0.3409090909090909,0.06818181818181818,0.3181818181818182,0.045454545454545456
2014/s/2014/957/82:1,0.3076923076923077,0.038461538461538464,0.3617021276595745,0.02127659574468085,0.36,0.04,0.3617021276595745,0.02127659574468085,0.3404255319148936,0.0425531914893617
2012/s/prst/2012/24/10:1,0.36666666666666664,0.03333333333333333,0.3225806451612903,0.0,0.3387096774193548,0.016129032258064516,0.3225806451612903,0.0,0.31666666666666665,0.016666666666666666
2005/s/2005/60/462:2,0.27586206896551724,0.0,0.20689655172413793,0.0,0.1724137931034483,0.0,0.20689655172413793,0.0,0.20689655172413793,0.0
2000/s/2000/1196/59:5,0.37142857142857144,0.08571428571428572,0.3125,0.03125,0.28125,0.03125,0.3125,0.03125,0.3333333333333333,0.0
2009/s/res/1904_2009_/74:1,0.35714285714285715,0.023809523809523808,0.3709677419354839,0.016129032258064516,0.3511450381679389,0.015267175572519083,0.3709677419354839,0.016129032258064516,0.3383458646616541,0.0
2014/s/2014/369/37:1,0.32142857142857145,0.05357142857142857,0.32142857142857145,0.05357142857142857,0.35,0.03333333333333333,0.32142857142857145,0.05357142857142857,0.3125,0.015625
1999/s/prst/1999/6/19:1,0.2978723404255319,0.02127659574468085,0.34210526315789475,0.02631578947368421,0.35135135135135137,0.0,0.3157894736842105,0.0,0.325,0.0
2011/s/2011/463/395:4,0.4,0.06666666666666667,0.43333333333333335,0.06666666666666667,0.4375,0.0625,0.43333333333333335,0.06666666666666667,0.4375,0.0625
2014/s/res/2160__2014_/35:1,0.2222222222222222,0.022222222222222223,0.23684210526315788,0.02631578947368421,0.225,0.0,0.23684210526315788,0.02631578947368421,0.23684210526315788,0.02631578947368421
2001/s/res/1363_2001_/14:1,0.32,0.013333333333333334,0.3815789473684211,0.0,0.3375,0.0125,0.3815789473684211,0.0,0.35365853658536583,0.012195121951219513
2005/s/2005/572/96:1,0.3939393939393939,0.06060606060606061,0.5161290322580645,0.06451612903225806,0.5454545454545454,0.06060606060606061,0.5161290322580645,0.06451612903225806,0.46875,0.0625
2014/s/2014/902/70:4,0.3,0.05,0.30434782608695654,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.30434782608695654,0.08695652173913043,0.2608695652173913,0.08695652173913043
2003/s/2003/90/107:3,0.4166666666666667,0.16666666666666666,0.4090909090909091,0.18181818181818182,0.42857142857142855,0.19047619047619047,0.4090909090909091,0.18181818181818182,0.375,0.125
2010/s/prst/2010/25/782:1,0.2826086956521739,0.0,0.3111111111111111,0.044444444444444446,0.2978723404255319,0.02127659574468085,0.3111111111111111,0.044444444444444446,0.2978723404255319,0.02127659574468085
2000/s/2000/1190/73:1,0.425531914893617,0.1702127659574468,0.4222222222222222,0.17777777777777778,0.4222222222222222,0.17777777777777778,0.4222222222222222,0.17777777777777778,0.4,0.15555555555555556
2011/s/2011/245/55:3,0.36,0.05333333333333334,0.35714285714285715,0.04285714285714286,0.34285714285714286,0.04285714285714286,0.35714285714285715,0.04285714285714286,0.38961038961038963,0.03896103896103896
2006/s/2006/154/104:3,0.3548387096774194,0.12903225806451613,0.39285714285714285,0.14285714285714285,0.34375,0.15625,0.39285714285714285,0.14285714285714285,0.3548387096774194,0.12903225806451613
2005/s/2005/60/183:3,0.27906976744186046,0.11627906976744186,0.2926829268292683,0.12195121951219512,0.3170731707317073,0.0975609756097561,0.2926829268292683,0.12195121951219512,0.18181818181818182,0.022727272727272728
2014/s/2014/740/53:1,0.34782608695652173,0.11594202898550725,0.3582089552238806,0.08955223880597014,0.35384615384615387,0.1076923076923077,0.3582089552238806,0.1044776119402985,0.35384615384615387,0.09230769230769231
2006/s/2006/822/44:1,0.4090909090909091,0.09090909090909091,0.3333333333333333,0.14285714285714285,0.3,0.15,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.14285714285714285
2014/s/2014/943/6:2,0.43859649122807015,0.22807017543859648,0.4953271028037383,0.2803738317757009,0.5,0.2909090909090909,0.4953271028037383,0.2803738317757009,0.423728813559322,0.1864406779661017
2014/s/res/2160__2014_/79:1,0.22807017543859648,0.07017543859649122,0.24561403508771928,0.03508771929824561,0.2727272727272727,0.05454545454545454,0.25,0.03571428571428571,0.21666666666666667,0.0
2009/s/2009/170/31:1,0.40625,0.010416666666666666,0.4418604651162791,0.023255813953488372,0.4175824175824176,0.02197802197802198,0.4418604651162791,0.023255813953488372,0.449438202247191,0.02247191011235955
2010/s/2010/52/43:1,0.41025641025641024,0.10256410256410256,0.45,0.075,0.4146341463414634,0.04878048780487805,0.45,0.075,0.45,0.075
2005/s/2005/60/681:6,0.34615384615384615,0.23076923076923078,0.36363636363636365,0.18181818181818182,0.4090909090909091,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.3181818181818182,0.22727272727272727
2000/s/2000/1190/94:1,0.39285714285714285,0.03571428571428571,0.4230769230769231,0.038461538461538464,0.4230769230769231,0.038461538461538464,0.4230769230769231,0.038461538461538464,0.4230769230769231,0.038461538461538464
2005/s/2005/699/316:1,0.34782608695652173,0.08695652173913043,0.5714285714285714,0.047619047619047616,0.42857142857142855,0.047619047619047616,0.5714285714285714,0.047619047619047616,0.5714285714285714,0.047619047619047616
2014/s/2014/943/36:2,0.3,0.15555555555555556,0.29411764705882354,0.11764705882352941,0.27586206896551724,0.12643678160919541,0.2823529411764706,0.10588235294117647,0.2727272727272727,0.125
2005/s/2005/686/29:1,0.28125,0.09375,0.3448275862068966,0.06896551724137931,0.3448275862068966,0.13793103448275862,0.3448275862068966,0.13793103448275862,0.3870967741935484,0.12903225806451613
2005/s/2005/60/254:1,0.3157894736842105,0.21052631578947367,0.3783783783783784,0.21621621621621623,0.3684210526315789,0.21052631578947367,0.3783783783783784,0.21621621621621623,0.34210526315789475,0.18421052631578946
2008/s/2008/379/226:7,0.44,0.08,0.4583333333333333,0.08333333333333333,0.4782608695652174,0.043478260869565216,0.44,0.08,0.4583333333333333,0.08333333333333333
2014/s/res/2178__2014_/55:1,0.3786407766990291,0.02912621359223301,0.40860215053763443,0.010752688172043012,0.4148936170212766,0.02127659574468085,0.40860215053763443,0.010752688172043012,0.38613861386138615,0.0
2010/s/2010/462/10:4,0.3157894736842105,0.05263157894736842,0.375,0.05,0.34146341463414637,0.04878048780487805,0.375,0.05,0.35714285714285715,0.07142857142857142
2014/s/2014/902/124:1,0.3611111111111111,0.2777777777777778,0.35294117647058826,0.23529411764705882,0.38235294117647056,0.2647058823529412,0.35294117647058826,0.23529411764705882,0.3548387096774194,0.25806451612903225
2010/s/2010/528/133:1,0.5,0.09375,0.42857142857142855,0.08571428571428572,0.40540540540540543,0.08108108108108109,0.4444444444444444,0.1111111111111111,0.3888888888888889,0.08333333333333333
2010/s/2010/522/57:4,0.32142857142857145,0.16071428571428573,0.34782608695652173,0.15217391304347827,0.3617021276595745,0.14893617021276595,0.34782608695652173,0.15217391304347827,0.3076923076923077,0.15384615384615385
2012/s/2012/373/449:2,0.2682926829268293,0.04878048780487805,0.2777777777777778,0.05555555555555555,0.2564102564102564,0.05128205128205128,0.2777777777777778,0.05555555555555555,0.3076923076923077,0.02564102564102564
2012/s/res/2082__2012_/71:1,0.2727272727272727,0.022727272727272728,0.325,0.025,0.3611111111111111,0.027777777777777776,0.325,0.025,0.3023255813953488,0.023255813953488372
2005/s/2005/603/95:2,0.203125,0.046875,0.25,0.05357142857142857,0.24074074074074073,0.05555555555555555,0.25,0.05357142857142857,0.22033898305084745,0.05084745762711865
2005/s/2005/60/640:5,0.4,0.2,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222
