mcc,accuracy,f1_score,tp,tn,fp,fn,auroc,auprc,eval_loss,acc,prec,rec,f1,data_name,model_name,seed,train_batch_size,epoch
0.8206194535962538,0,0,729,818,72,80,0.9653449257649199,0.9526308059799506,0.28016191282693076,0.9105356091818717,0.9101123595505618,0.9011124845488258,0.9055900621118014,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,123,8,1
0.8333550991285432,0,0,754,803,87,55,0.9683309954028417,0.9497531654922026,0.37442710469750795,0.9164214243672749,0.896551724137931,0.9320148331273177,0.9139393939393939,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,123,8,2
0.8418729949473793,0,0,769,794,96,40,0.97363508840155,0.9655165140171255,0.3585151758264093,0.9199529134785168,0.8890173410404625,0.9505562422744128,0.918757467144564,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,123,8,3
0.8429779721403333,0,0,769,795,95,40,0.9737239760558881,0.9650231442424319,0.39201464810792136,0.9205414949970571,0.8900462962962963,0.9505562422744128,0.9193066347878064,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,123,8,4
0.8454391850476519,0,0,762,805,85,47,0.9722934403688838,0.960334880450624,0.43291646724238114,0.922307239552678,0.8996458087367178,0.9419035846724351,0.9202898550724637,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,123,8,5
0.8207186107964967,0,0,722,825,65,87,0.9736892543159122,0.9696902051499974,0.2351210652028813,0.9105356091818717,0.9174078780177891,0.892459826946848,0.9047619047619049,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,124,8,1
0.8445507591234689,0,0,751,816,74,58,0.9730087082123858,0.9672789159426585,0.2622555310235304,0.922307239552678,0.9103030303030303,0.9283065512978986,0.9192166462668299,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,124,8,2
0.8143073516871631,0,0,707,834,56,102,0.9724531603727726,0.9654885091797152,0.4687039247330497,0.9070041200706298,0.926605504587156,0.8739184177997528,0.8994910941475827,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,124,8,3
0.8420917406568745,0,0,748,817,73,61,0.9720226107970723,0.9617745273033382,0.44878911183160897,0.9211300765155974,0.9110840438489647,0.9245982694684796,0.9177914110429447,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,124,8,4
0.8424508507754592,0,0,754,811,79,55,0.9672823988555714,0.9488726501853967,0.508251997477868,0.9211300765155974,0.9051620648259304,0.9320148331273177,0.9183922046285018,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,124,8,5
0.836937694629775,0,0,756,804,86,53,0.9643324398272247,0.9553577859963064,0.2745821879190557,0.9181871689228959,0.8978622327790974,0.934487021013597,0.915808600847971,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,125,8,1
0.840093399811252,0,0,753,810,80,56,0.9732156497826419,0.9650271171324615,0.32790174116106596,0.9199529134785168,0.9039615846338536,0.930778739184178,0.9171741778319122,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,125,8,2
0.8364745128813306,0,0,762,797,93,47,0.9699156956153386,0.9552602353015653,0.33374710556338816,0.9175985874043555,0.8912280701754386,0.9419035846724351,0.9158653846153847,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,125,8,3
0.8323208786380162,0,0,755,801,89,54,0.9718198358356133,0.9617953914609059,0.445880041402929,0.9158328428487346,0.8945497630331753,0.9332509270704573,0.9134906231094978,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,125,8,4
0.8249482768257624,0,0,759,790,100,50,0.9677226705184651,0.948268115735338,0.5700504902531119,0.9117127722189523,0.8835855646100116,0.9381953028430161,0.9100719424460432,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,125,8,5
0.8250748820534461,0,0,767,781,109,42,0.9696962542186913,0.9593079928726513,0.27968574709752025,0.9111241907004121,0.8755707762557078,0.9480840543881335,0.910385756676558,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,126,8,1
0.8318583621337184,0,0,784,767,123,25,0.9723976055888113,0.9640730028917995,0.3116113166598713,0.912889935256033,0.86438809261301,0.969097651421508,0.9137529137529138,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,126,8,2
0.8573991882330759,0,0,754,824,66,55,0.9739503618005305,0.9620803004783045,0.3008011597044328,0.9287816362566216,0.9195121951219513,0.9320148331273177,0.9257213014119091,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,126,8,3
0.8447368961745196,0,0,754,813,77,55,0.9600352772878153,0.9127709546265174,0.33239459684666467,0.922307239552678,0.9073405535499398,0.9320148331273177,0.9195121951219511,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,126,8,4
0.8526190608984647,0,0,766,807,83,43,0.9737184205774919,0.9635928587896597,0.40380172519122853,0.9258387286639199,0.9022379269729093,0.9468479604449939,0.9240048250904703,Binary_EN_AR_TR,ConfliBERT-Arabic-multilingual-cased-v2_EN_AR_TR,126,8,5
