id,en_es_DEEP_difference_general_rare_proportion,en_es_DEEP_difference_genre_rare_proportion,en_es_DEEPL_difference_general_rare_proportion,en_es_DEEPL_difference_genre_rare_proportion,en_es_GOOGLE_difference_general_rare_proportion,en_es_GOOGLE_difference_genre_rare_proportion,en_es_TRANSFORMERS_difference_general_rare_proportion,en_es_TRANSFORMERS_difference_genre_rare_proportion,en_ar_DEEP_difference_general_rare_proportion,en_ar_DEEP_difference_genre_rare_proportion,en_ar_DEEPL_difference_general_rare_proportion,en_ar_DEEPL_difference_genre_rare_proportion,en_ar_GOOGLE_difference_general_rare_proportion,en_ar_GOOGLE_difference_genre_rare_proportion,en_ar_TRANSFORMERS_difference_general_rare_proportion,en_ar_TRANSFORMERS_difference_genre_rare_proportion
2005/s/2005/68/22:4,0.013913043478260945,0.0382608695652174,-0.0297906602254428,0.0152979066022544,0.013913043478260945,0.0382608695652174,-0.043068088597210785,-0.002871205906480802,0.14759725400457663,0.1098398169336384,0.21237458193979936,0.08082497212931991,0.14759725400457663,0.1098398169336384,0.2002288329519451,0.05720823798627
2002/s/res/1452_2002_/8:1,0.01777777777777778,-0.0222222222222222,0.009150326797385588,-0.0222222222222222,0.01777777777777778,-0.0222222222222222,0.024206349206349176,-0.0222222222222222,0.06495726495726489,0.0547008547008547,0.10555555555555557,0.005555555555555501,0.06495726495726489,0.0547008547008547,0.13333333333333336,0.0333333333333333
2014/s/res/2195__2014_/48:1,-0.032967032967033016,0.0207570207570208,-0.08424908424908428,0.0083250083250084,-0.032967032967033016,0.0207570207570208,-0.07684167684167692,0.022466422466422498,0.23717948717948717,0.0970695970695971,0.20879120879120877,0.0879120879120879,0.23717948717948717,0.0970695970695971,0.281212763140474,0.1105520985039058
2012/s/2012/166/26:2,-0.15757575757575762,0.0575757575757576,-0.12727272727272732,0.0575757575757576,-0.15757575757575762,0.0575757575757576,-0.15757575757575762,-0.0030303030303029978,0.20869565217391306,0.1405797101449275,0.1454545454545454,0.103030303030303,0.20869565217391306,0.1405797101449275,0.1454545454545454,0.012121212121212102
2013/s/prst/2013/15/28:2,0.05670731707317073,0.0018292682926829978,0.04878048780487804,0.0,0.05670731707317073,0.026829268292683006,0.05670731707317073,0.0018292682926829978,0.3317073170731707,-0.0398373983739837,0.2611190817790531,0.015064562410329996,0.3317073170731707,-0.0398373983739837,0.2942073170731707,0.051829268292683
2003/s/2003/90/225:2,-0.07039337474120089,-0.0393374741200828,-0.1180124223602485,-0.0393374741200828,-0.07039337474120089,-0.0393374741200828,-0.1180124223602485,-0.0393374741200828,0.1766304347826087,0.2255434782608696,0.3016304347826087,0.2255434782608696,0.1766304347826087,0.2255434782608696,0.2391304347826087,0.2880434782608696
2005/s/2005/699/68:5,-0.12121212121212116,-0.03246753246753249,-0.09343434343434337,0.01515151515151511,-0.12121212121212116,-0.03246753246753249,-0.07219251336898397,0.02495543672014261,0.19061583577712615,0.17106549364613882,0.18831168831168843,0.277056277056277,0.19061583577712615,0.17106549364613882,0.09384164222873903,0.20332355816226788
2010/s/2010/525/19:1,0.07518796992481211,-0.005012531328320795,0.07518796992481211,-0.005012531328320795,0.07518796992481211,-0.005012531328320795,0.07518796992481211,-0.005012531328320795,0.28947368421052644,0.0029239766081870996,0.28947368421052644,0.0029239766081870996,0.28947368421052644,0.0029239766081870996,0.35197368421052644,0.009868421052631603
2014/s/2014/903/6:2,-0.0215311004784689,-0.007177033492822997,-0.0215311004784689,-0.007177033492822997,-0.0215311004784689,-0.007177033492822997,-0.0215311004784689,0.0382775119617225,0.1278195488721805,0.0902255639097744,0.04210526315789481,0.08070175438596491,0.1278195488721805,0.0902255639097744,0.1497975708502025,0.1781376518218623
2013/s/prst/2013/10/15:2,-0.05462653288740249,0.0217391304347826,-0.06730769230769229,0.0,-0.05462653288740249,0.0217391304347826,-0.032887402452619896,0.0,0.0076923076923076095,0.1,-0.02564102564102566,0.0666666666666666,0.0076923076923076095,0.1,-0.02564102564102566,0.0666666666666666
2009/s/2009/502/55:2,-0.027472527472527486,0.0,0.02917771883289122,0.0,-0.027472527472527486,0.0,-0.051282051282051266,0.0,0.1806020066889632,0.1739130434782608,0.2240802675585285,0.2608695652173913,0.1806020066889632,0.1739130434782608,0.11538461538461542,0.125
1998/s/prst/1998/20/21:2,0.023809523809523836,-0.0023809523809524002,-0.07142857142857151,-0.0023809523809524002,0.023809523809523836,-0.0023809523809524002,0.0714285714285714,-0.0023809523809524002,0.08333333333333337,0.0333333333333333,0.038461538461538436,0.026923076923076897,0.08333333333333337,0.0333333333333333,0.08333333333333337,0.0333333333333333
2005/s/2005/61/250:3,0.08750000000000002,0.05,0.03749999999999998,0.05,0.08750000000000002,0.05,0.08750000000000002,0.05,0.1875,0.0714285714285714,0.11607142857142849,0.1428571428571428,0.1875,0.0714285714285714,0.1490384615384615,0.0769230769230769
2011/s/2011/463/245:12,-0.10275689223057655,-0.0526315789473684,-0.14416475972540055,-0.0526315789473684,-0.10275689223057655,-0.0526315789473684,-0.20394736842105265,-0.010964912280701795,0.06811145510835914,0.006191950464396301,0.046052631578947345,0.07236842105263161,0.06811145510835914,0.006191950464396301,0.10855263157894735,0.009868421052631603
2004/s/2004/642/8:1,-0.026865671641791045,-0.021890547263681594,-0.026865671641791045,-0.021890547263681594,-0.03235294117647064,-0.0225490196078431,-0.011940298507462699,-0.021890547263681594,0.14901960784313728,0.1098039215686275,0.16521739130434776,0.08550724637681159,0.14901960784313728,0.1098039215686275,0.14347826086956517,0.10724637681159421
2005/s/2005/662/224:1,0.019864341085271298,-0.0281007751937985,0.010697674418604697,-0.0497674418604651,0.019864341085271298,-0.0281007751937985,0.015187470336971987,-0.0289511153298529,0.0764119601328904,0.07308970099667769,0.04784053156146181,0.1016611295681063,0.0764119601328904,0.07308970099667769,0.04784053156146181,0.0159468438538206
2014/s/2014/740/8:1,-0.049025769956002496,-0.003771213073538702,0.01706970128022761,0.025604551920341397,-0.049025769956002496,-0.003771213073538702,-0.06563706563706562,-0.0032175032175031995,0.3038210624417521,0.1453867660764213,0.3260680034873583,0.1342632955536181,0.3272200772200773,0.11583011583011579,0.362934362934363,0.1515444015444015
2013/s/prst/2013/21/8:1,0.003921568627450911,0.0,0.003921568627450911,0.0,0.003921568627450911,0.0,0.003921568627450911,0.0,0.07179487179487176,0.0,0.1166666666666667,0.0833333333333333,0.10476190476190472,0.0,0.033333333333333326,0.0
2010/s/prst/2010/25/113:1,0.008771929824561403,0.04260651629072681,0.028151774785801692,0.040391676866585007,0.008771929824561403,0.04260651629072681,0.012836970474967901,0.020539152759948602,0.3938294010889293,0.1542649727767695,0.4283121597096189,0.1197822141560799,0.3938294010889293,0.1542649727767695,0.4283121597096189,0.1197822141560799
2014/s/prst/2014/3/151:1,-0.22192513368983952,-0.0320855614973262,-0.18181818181818182,-0.030303030303030297,-0.22192513368983952,-0.0026737967914439026,-0.18181818181818182,-0.060606060606060594,0.06565656565656575,0.020202020202020207,0.06565656565656575,0.020202020202020207,0.054545454545454564,0.009090909090909108,0.06565656565656575,0.020202020202020207
2000/s/2000/596/49:1,0.0700460829493087,0.002764976958525317,0.045335658238884025,-0.009590235396686991,0.02956989247311831,-0.003584229390680982,-0.02598566308243727,-0.0313620071684588,0.23790322580645162,0.11794354838709681,0.22580645161290325,0.06451612903225812,0.23790322580645162,0.1491935483870968,0.19354838709677424,0.06451612903225812
2005/s/2005/60/232:2,0.059930313588850204,0.040418118466899,0.0678571428571429,0.09285714285714289,0.059930313588850204,0.040418118466899,0.0451827242524917,0.012624584717608002,0.258008658008658,0.24588744588744588,0.24285714285714288,0.1928571428571429,0.258008658008658,0.24588744588744588,0.21344537815126047,0.23697478991596638
2005/s/2005/604/24:1,0.041666666666666685,-0.0535714285714286,0.14166666666666666,0.024999999999999994,0.041666666666666685,-0.0535714285714286,0.021666666666666667,-0.045,0.25134408602150543,0.10080645161290319,0.27499999999999997,0.10833333333333331,0.25134408602150543,0.10080645161290319,0.30028735632183906,0.0818965517241379
2008/s/2008/804/33:2,-0.08766233766233772,0.0974025974025974,-0.12337662337662342,0.0974025974025974,-0.08766233766233772,0.0974025974025974,-0.08766233766233772,0.0974025974025974,0.16233766233766228,0.145021645021645,0.14090909090909093,0.1545454545454546,0.16233766233766228,0.145021645021645,0.09090909090909088,0.18181818181818182
2005/s/2005/636/321:1,0.0,-0.012121212121212095,-0.014035087719298345,0.0385964912280702,0.0,-0.012121212121212095,-0.03636363636363643,0.0015151515151514972,0.19090909090909092,0.0696969696969697,0.20465116279069762,0.04961240310077521,0.19090909090909092,0.0696969696969697,0.2571428571428571,0.1047619047619048
2012/s/2012/373/60:1,0.026666666666666672,0.00888888888888889,-0.0060606060606061,-0.020202020202020207,0.026666666666666672,0.00888888888888889,0.02259887005649719,-0.04331450094161961,0.4166666666666667,0.1111111111111111,0.4313725490196078,0.0947712418300653,0.4166666666666667,0.1111111111111111,0.42982456140350883,0.09941520467836248
2008/s/2008/379/31:8,-0.029166666666666674,0.0,-0.029166666666666674,0.0,-0.029166666666666674,0.0,-0.029166666666666674,0.0,0.19999999999999996,0.0833333333333333,0.2606060606060606,0.2727272727272727,0.19999999999999996,0.0833333333333333,0.19999999999999996,0.0833333333333333
2006/s/2006/822/178:2,-0.12643678160919541,-0.0977011494252873,-0.12643678160919541,-0.0977011494252873,-0.12643678160919541,-0.0977011494252873,-0.12643678160919541,-0.0977011494252873,0.16666666666666669,0.196969696969697,0.1449275362318841,0.18115942028985507,0.16666666666666669,0.196969696969697,0.25000000000000006,0.2083333333333334
2005/s/2005/60/821:4,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.018181818181818216,0.009090909090909108,0.040404040404040414,0.020202020202020207,0.018181818181818216,0.009090909090909108,0.018181818181818216,0.2090909090909091
2011/s/2011/463/184:13,0.0627705627705627,-0.043290043290043295,0.015151515151515138,-0.049242424242424296,0.0627705627705627,-0.043290043290043295,-0.03246753246753248,-0.0551948051948052,0.18181818181818182,0.0,0.2607655502392345,0.014354066985645897,0.18181818181818182,0.0,0.20562770562770566,0.004329004329004307
2010/s/prst/2010/25/692:1,0.18095238095238086,0.0190476190476191,0.2,0.0214285714285715,0.1902439024390244,0.0202090592334495,0.2186046511627907,0.0179401993355482,0.4666666666666666,0.2138528138528139,0.45714285714285713,0.22857142857142862,0.4666666666666666,0.2441558441558442,0.45625,0.2839285714285715
2004/s/prst/2004/33/4:3,-0.024675324675324628,0.0,-0.053968253968254,0.0,-0.024675324675324628,0.0,0.012698412698412709,0.0,0.33361344537815135,0.1176470588235294,0.27478991596638663,0.0294117647058823,0.3541125541125542,0.1212121212121212,0.304201680672269,0.1764705882352941
2005/s/2005/684/12:1,0.043010752688172005,0.04659498207885311,-0.02716468590831922,0.0407470288624788,0.043010752688172005,0.04659498207885311,-0.004608294930875612,0.03072196620583721,0.30967741935483867,0.295483870967742,0.29301075268817206,0.22715053763440868,0.30967741935483867,0.295483870967742,0.26967741935483874,0.21548387096774202
