id,es_en_DEEP_to_es_difference_general_rarity,es_en_DEEP_to_es_difference_genre_rarity,es_en_DEEPL_to_es_difference_general_rarity,es_en_DEEPL_to_es_difference_genre_rarity,es_en_GOOGLE_to_es_difference_general_rarity,es_en_GOOGLE_to_es_difference_genre_rarity,es_en_TRANSFORMERS_to_es_difference_general_rarity,es_en_TRANSFORMERS_to_es_difference_genre_rarity
2014/s/2014/731/14:3,-0.035826524198617204,0.0,-0.0628535512256442,0.0,-0.0628535512256442,0.0,-0.0628535512256442,0.0
2007/s/2007/677/102:2,-0.07943262411347521,-0.0638297872340425,-0.07323107372587831,-0.0638297872340425,-0.053675048355899424,-0.0638297872340425,-0.08118701007838752,-0.0638297872340425
2014/s/2014/957/82:1,-0.05685618729096989,-0.0167224080267558,-0.05685618729096989,-0.0167224080267558,-0.05685618729096989,-0.0167224080267558,-0.0818330605564648,-0.017184942716857603
2012/s/prst/2012/24/10:1,0.0,-0.0333333333333333,0.0,-0.013333333333333298,0.0,-0.0333333333333333,-0.029166666666666674,-0.0333333333333333
2005/s/2005/60/462:2,-0.0957854406130268,0.0,-0.05874840357598979,0.0,-0.0957854406130268,0.0,-0.05874840357598979,0.0
2000/s/2000/1196/59:5,-0.07142857142857151,-0.0857142857142857,-0.07142857142857151,-0.0857142857142857,-0.07142857142857151,-0.0857142857142857,-0.0357142857142857,-0.0857142857142857
2009/s/res/1904_2009_/74:1,-0.05021893814997258,-0.0238095238095238,-0.05883962780514501,-0.0238095238095238,-0.05021893814997258,-0.0238095238095238,-0.05079365079365078,-0.0238095238095238
2014/s/2014/369/37:1,-0.017857142857142794,-0.015306122448979598,-0.026975683890577418,-0.0144376899696049,-0.017857142857142794,-0.015306122448979598,-0.0209627329192546,-0.013975155279503097
1999/s/prst/1999/6/19:1,0.03066332916145187,-0.0212765957446808,0.038684719535783396,-0.0212765957446808,0.03066332916145187,-0.0212765957446808,0.06595744680851068,-0.0212765957446808
2011/s/2011/463/395:4,-0.09999999999999998,-0.0333333333333333,-0.1275862068965517,-0.0333333333333333,-0.09999999999999998,-0.0333333333333333,-0.1620689655172414,-0.0333333333333333
2014/s/res/2160__2014_/35:1,0.010526315789473578,-0.0222222222222222,0.1611111111111111,-0.0222222222222222,0.010526315789473578,-0.0222222222222222,0.12432432432432428,-0.0222222222222222
2001/s/res/1363_2001_/14:1,0.08000000000000002,-0.0133333333333333,0.10150537634408607,0.018924731182795695,0.08000000000000002,-0.0133333333333333,0.08537634408602152,0.002795698924731199
2005/s/2005/572/96:1,-0.1666666666666667,0.0030303030303029978,-0.1666666666666667,0.0030303030303029978,-0.1666666666666667,0.0030303030303029978,-0.20430107526881722,0.0019550342130986963
2014/s/2014/902/70:4,-0.014705882352941207,-0.05,-0.014705882352941207,-0.05,-0.014705882352941207,-0.05,-0.0833333333333334,-0.05
2003/s/2003/90/107:3,-0.1666666666666667,-0.1666666666666666,-0.10227272727272729,-0.1212121212121212,-0.1666666666666667,-0.1666666666666666,-0.135,-0.1266666666666666
2010/s/prst/2010/25/782:1,-0.03913043478260869,0.0,-0.04865424430641829,0.0,-0.008361204013378004,0.0256410256410256,-0.0724637681159421,0.0
2000/s/2000/1190/73:1,-0.004600345025876917,-0.013801035077630808,0.0614657210401891,-0.03782505910165479,-0.004600345025876917,-0.013801035077630808,0.0614657210401891,-0.03782505910165479
2011/s/2011/245/55:3,0.04999999999999999,0.023333333333333404,0.055913978494623706,0.0217204301075269,0.04999999999999999,0.023333333333333404,0.04583333333333339,0.0202083333333334
2006/s/2006/154/104:3,-0.1225806451612903,0.002150537634408603,-0.036866359447004615,0.0069124423963134035,-0.1225806451612903,0.002150537634408603,-0.026284348864994034,0.009557945041816007
2005/s/2005/60/183:3,-0.07871198568872989,-0.09063804412641621,-0.0897009966777409,-0.09246954595791801,-0.07871198568872989,-0.09063804412641621,-0.07871198568872989,-0.09063804412641621
2014/s/2014/740/53:1,0.010351966873705987,0.0168219461697722,0.03372859025032937,0.036627140974967,0.010351966873705987,0.0168219461697722,-0.021125030704986503,0.0122819945959224
2006/s/2006/822/44:1,0.011363636363636409,0.0170454545454546,0.011363636363636409,0.0170454545454546,0.011363636363636409,0.0170454545454546,-0.06951871657754011,0.013368983957219298
2014/s/2014/943/6:2,-0.06836305640133389,-0.06800057996230241,-0.05105713000449841,-0.0643274853801169,-0.06836305640133389,-0.06800057996230241,-0.038847117794486186,-0.0593671679197995
2014/s/res/2160__2014_/79:1,0.0519155030433226,-0.029359112065878996,0.06233669279581938,-0.027622247107129495,0.0514619883040936,-0.047953216374269,-0.001493094438223208,-0.0488988428518104
2009/s/2009/170/31:1,0.012019230769230727,0.0,-0.015046296296296391,0.0123456790123456,0.012019230769230727,0.0,-0.007367886178861804,0.0
2010/s/2010/52/43:1,-0.1568627450980392,-0.047511312217194596,-0.09803921568627452,-0.047511312217194596,-0.1568627450980392,-0.047511312217194596,-0.1568627450980392,-0.0769230769230769
2005/s/2005/60/681:6,-0.06769230769230772,-0.1107692307692307,-0.09030100334448171,-0.1438127090301003,-0.06769230769230772,-0.1107692307692307,-0.06959706959706971,-0.04029304029304029
2000/s/2000/1190/94:1,-0.02380952380952378,0.011904761904761904,-0.03896103896103892,0.009740259740259702,-0.02380952380952378,0.011904761904761904,-0.05279503105590061,0.007763975155279504
2005/s/2005/699/316:1,-0.1464530892448513,-0.03432494279176201,-0.026570048309178695,0.1352657004830918,-0.1464530892448513,-0.03432494279176201,-0.1464530892448513,-0.03432494279176201
2014/s/2014/943/36:2,-0.06413502109704641,-0.0589310829817159,-0.061538461538461514,-0.0324786324786325,-0.0715447154471544,-0.049051490514905205,-0.05416666666666661,-0.04722222222222221
2005/s/2005/686/29:1,0.012019230769230699,-0.0240384615384616,-0.02644230769230771,-0.0240384615384616,0.012019230769230699,-0.0240384615384616,-0.03356481481481491,0.011574074074074
2005/s/2005/60/254:1,-0.03947368421052633,-0.0953947368421052,-0.03947368421052633,-0.0641447368421052,-0.008223684210526327,-0.0641447368421052,-0.03947368421052633,-0.0641447368421052
2008/s/2008/379/226:7,0.07130434782608697,-0.0365217391304348,0.013333333333333308,-0.0383333333333334,0.07130434782608697,-0.0365217391304348,0.013333333333333308,-0.0383333333333334
2014/s/res/2178__2014_/55:1,0.04670025808037365,-0.0194174757281553,0.0385860094597959,-0.0194174757281553,0.04670025808037365,-0.0067592478800541,0.0642270351008215,-0.0194174757281553
2010/s/2010/462/10:4,0.030959752321981393,-0.0263157894736842,-0.027863777089783298,-0.0263157894736842,0.030959752321981393,-0.0263157894736842,0.001547987616099089,-0.0263157894736842
2014/s/2014/902/124:1,-0.08333333333333331,-0.11507936507936511,-0.13978494623655913,-0.12544802867383512,-0.08333333333333331,-0.11507936507936511,-0.02898550724637683,-0.0483091787439614
2010/s/2010/528/133:1,-0.1416666666666667,-0.0604166666666667,-0.125,-0.0580357142857143,-0.1416666666666667,-0.0604166666666667,-0.0646551724137931,-0.024784482758620704
2010/s/2010/522/57:4,0.04692691029900331,-0.02657807308970099,0.0535714285714286,-0.023809523809523794,0.04692691029900331,-0.02657807308970099,0.029761904761904823,-0.04761904761904759
2012/s/2012/373/449:2,-0.045028142589118206,-0.048780487804878,-0.0193871169480926,-0.048780487804878,-0.045028142589118206,-0.048780487804878,-0.0408701384311141,-0.048780487804878
2012/s/res/2082__2012_/71:1,0.0393939393939394,-0.0227272727272727,-0.03282828282828282,0.005050505050505,0.0393939393939394,-0.0227272727272727,0.0393939393939394,-0.0227272727272727
2005/s/2005/603/95:2,0.0625,0.0031250000000000028,0.06891025641025639,-0.0212339743589744,0.0625,0.0031250000000000028,0.037500000000000006,-0.021875
2005/s/2005/60/640:5,-0.18888888888888888,-0.1,-0.19999999999999998,-0.1,-0.19999999999999998,-0.1,-0.19999999999999998,-0.1
2000/s/2000/1196/105:2,-0.08680555555555558,0.0034722222222223,-0.09126984126984139,0.007936507936507999,-0.08680555555555558,0.0034722222222223,-0.09126984126984139,0.007936507936507999
2005/s/2005/60/457:3,0.008086604930220398,-0.0289813486370157,0.0356472795497185,-0.0301125703564728,0.008086604930220398,-0.0289813486370157,-0.001751785473655898,-0.0436059830211561
2011/s/2011/463/181:2,0.05357142857142849,0.0,0.07954545454545447,0.0,0.05357142857142849,0.0,0.05357142857142849,0.0
2005/s/2005/634/17:2,-0.22916666666666669,0.0208333333333333,-0.22916666666666669,0.0208333333333333,-0.22916666666666669,0.0208333333333333,-0.1306818181818182,0.028409090909090898
2014/s/prst/2014/3/798:1,-0.002884962134871938,-0.0338983050847457,-0.002884962134871938,-0.0338983050847457,-0.002884962134871938,-0.0338983050847457,0.004053058216654359,-0.0338983050847457
2006/s/2006/154/290:2,-0.05157699443413727,-0.0949907235621522,-0.05157699443413727,-0.0949907235621522,-0.05157699443413727,-0.0949907235621522,0.0015698587127159214,-0.08869701726844591
2014/s/2014/740/81:1,-0.04615384615384621,-0.023076923076923106,-0.04615384615384621,-0.023076923076923106,-0.04615384615384621,-0.023076923076923106,-0.04615384615384621,-0.023076923076923106
2006/s/2006/154/137:1,0.06081871345029241,-0.0526315789473684,0.027743778049775708,-0.0526315789473684,0.06081871345029241,-0.0526315789473684,0.03383458646616552,-0.0526315789473684
2003/s/2003/90/60:2,-0.024570024570024607,-0.027027027027027,0.005733005733005669,0.0032760032760032996,-0.024570024570024607,0.0335790335790336,0.015202702702702686,0.066722972972973
2006/s/2006/822/15:3,-0.035650623885918,-0.0606060606060606,-0.030303030303030304,-0.0606060606060606,-0.035650623885918,-0.0606060606060606,-0.030303030303030304,-0.0606060606060606
2005/s/2005/662/498:1,-0.010989010989011005,-0.0769230769230769,-0.010989010989011005,-0.0769230769230769,-0.010989010989011005,-0.0769230769230769,0.0,-0.0769230769230769
2010/s/2010/529/38:2,-0.1111111111111111,0.0,-0.0317460317460318,0.04761904761904759,-0.1111111111111111,0.0,-0.0317460317460318,0.04761904761904759
