id,en_ar_DEEP_difference_general_rare_proportion,en_ar_DEEP_difference_genre_rare_proportion,en_ar_DEEPL_difference_general_rare_proportion,en_ar_DEEPL_difference_genre_rare_proportion,en_ar_GOOGLE_difference_general_rare_proportion,en_ar_GOOGLE_difference_genre_rare_proportion,en_ar_TRANSFORMERS_difference_general_rare_proportion,en_ar_TRANSFORMERS_difference_genre_rare_proportion
2004/s/2004/157/194:3,-0.21111111111111108,-0.30000000000000004,-0.26666666666666666,-0.24444444444444446,-0.21111111111111108,-0.30000000000000004,-0.19999999999999996,-0.26666666666666666
2000/s/2000/461/50:1,0.05128205128205121,-0.2307692307692307,0.0,-0.2307692307692307,0.05128205128205121,-0.2307692307692307,0.0,-0.1538461538461538
2003/s/2003/1024/3:1,0.015384615384615441,-0.09230769230769231,-0.016666666666666607,-0.06666666666666671,0.015384615384615441,-0.09230769230769231,0.0,0.0
1999/s/1999/862/29:6,0.0,-0.1428571428571428,-0.1428571428571429,0.0,0.0,-0.1428571428571428,0.09523809523809523,0.19047619047619052
2008/s/2008/281/45:1,0.0,0.04000000000000001,0.0,0.04000000000000001,0.0,0.04000000000000001,0.040000000000000036,0.04000000000000001
2014/s/2014/727/247:1,-0.01333333333333342,-0.07,0.02833333333333332,-0.02833333333333332,-0.01333333333333342,-0.07,-0.02782608695652178,-0.10260869565217401
1999/s/1999/1162/75:2,0.06831119544592024,-0.07779886148007598,-0.047987616099071206,-0.13467492260061925,0.06831119544592024,-0.07779886148007598,-0.03921568627450989,-0.05718954248366015
2011/s/2011/72/60:1,-0.04999999999999993,0.15000000000000002,-0.1499999999999999,0.0,-0.0636363636363636,-0.027272727272727282,-0.09999999999999998,0.10000000000000003
2002/s/ac_26/2002/3/218:1,0.1880952380952381,0.19761904761904758,0.1880952380952381,0.19761904761904758,0.1880952380952381,0.19761904761904758,0.20378151260504196,0.1113445378151261
2008/s/pv_5930/187:1,0.012987012987012991,-0.2467532467532467,0.012987012987012991,-0.0649350649350649,0.012987012987012991,-0.2467532467532467,0.012987012987012991,-0.15584415584415579
2008/s/pv_5835/3:1,-0.050000000000000044,-0.05000000000000002,-0.050000000000000044,-0.05000000000000002,-0.050000000000000044,-0.05000000000000002,0.0,0.0
2011/s/2011/180/44:1,0.011111111111111183,-0.03333333333333341,0.011111111111111183,0.0222222222222222,0.011111111111111183,-0.03333333333333341,0.011111111111111183,0.0222222222222222
2006/s/2006/810/44:1,-0.04678362573099415,0.08479532163742681,-0.0888888888888888,0.011111111111111127,-0.04678362573099415,0.08479532163742681,0.0,0.0
2014/s/2014/253/1077:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25
2006/s/2006/154/119:3,0.0670995670995671,-0.05844155844155849,-0.08902691511387173,-0.0683229813664597,0.0670995670995671,-0.05844155844155849,-0.04554865424430643,-0.0683229813664597
2002/s/2002/1398/16:1,-0.10897435897435898,0.0641025641025641,-0.10897435897435898,0.0641025641025641,-0.032051282051282104,0.0641025641025641,0.04487179487179482,0.1410256410256411
2013/s/2013/240/162:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004/s/2004/876/226:1,-0.19999999999999996,0.2,-0.19999999999999996,0.2,-0.19999999999999996,0.2,0.0,0.0
2009/s/inf/63/932:1,0.09523809523809523,0.1666666666666666,0.09523809523809523,0.0,0.09523809523809523,0.1666666666666666,0.0,0.0
2006/s/2006/68/139:1,-0.0075757575757575135,-0.0732323232323232,-0.024242424242424176,-0.0978354978354979,-0.0075757575757575135,-0.0732323232323232,0.024033437826541326,-0.005224660397074199
2002/s/2002/1387/2:1,-0.02717391304347827,0.0797101449275362,-0.0688405797101449,0.038043478260869595,-0.02717391304347827,0.0797101449275362,-0.02717391304347827,0.0797101449275362
2003/s/nc/2002/1/189:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012/s/inf/66/325:1,0.0,0.0,-0.09999999999999998,0.04999999999999999,0.0,0.0,-0.26666666666666666,-0.2
2010/s/2010/696/113:2,0.06466165413533842,-0.012781954887218006,0.06466165413533842,0.07293233082706771,0.06466165413533842,-0.012781954887218006,0.06543385490753922,0.004978662873399792
2003/s/ac_26/2003/2/932:1,-0.3035714285714286,-0.2142857142857143,-0.3194444444444444,-0.3888888888888889,-0.3035714285714286,-0.2142857142857143,0.01388888888888884,0.05555555555555558
1999/s/ac_26/1999/4/407:2,0.045454545454545414,0.0727272727272727,0.09999999999999998,0.09999999999999998,0.08333333333333337,0.04999999999999999,0.19999999999999996,0.2
2002/s/ac_26/2002/23/413:2,0.07619047619047609,-0.1071428571428572,0.09999999999999998,-0.1,0.07619047619047609,-0.1071428571428572,0.09999999999999998,-0.1
2011/s/2011/480/185:1,-0.05555555555555547,-0.16666666666666669,-0.019607843137254832,-0.084967320261438,-0.03508771929824561,-0.18713450292397665,-0.04166666666666663,-0.18055555555555558
1999/s/ac_26/1999/24/974:1,0.14646464646464646,0.11616161616161619,0.06459330143540659,-0.009569377990430616,0.14646464646464646,0.11616161616161619,0.06709956709956699,-0.1298701298701299
2004/s/2004/22/85:1,0.07638888888888884,0.09722222222222221,0.01388888888888884,0.09722222222222221,0.07638888888888884,0.09722222222222221,-0.011111111111111183,0.0222222222222222
2007/s/2007/196/36:5,-0.10000000000000009,-0.25,-0.10000000000000009,-0.2,-0.06315789473684219,-0.2368421052631579,-0.050000000000000044,-0.2
2010/s/2010/154/149:2,0.0,0.0,0.01709401709401709,0.005698005698005687,0.0,0.0,-0.0044444444444444176,0.0518518518518519
2011/s/ac_52/2011/19/20:1,-0.01839080459770115,-0.008045977011494287,-0.051724137931034475,-0.0538793103448276,-0.01839080459770115,-0.008045977011494287,-0.020474137931034475,-0.0538793103448276
2008/s/2008/371/546:4,0.13461538461538458,0.10256410256410262,0.05128205128205121,0.10256410256410262,0.13461538461538458,0.10256410256410262,0.0,0.0
2006/s/2006/362/21:1,0.0,0.0,-0.11111111111111105,-0.11111111111111116,0.0,0.0,0.0,0.0
2004/s/2004/133/97:3,-0.16666666666666669,0.0,-0.16666666666666669,0.0,-0.16666666666666669,0.0,0.16666666666666663,0.1666666666666667
2003/s/ac_37/2003/_1455_/10/103:1,0.07575757575757569,-0.17316017316017318,-0.007575757575757569,-0.1553030303030303,0.07575757575757569,-0.11363636363636359,0.09330143540669855,0.004784688995215336
2012/s/2012/10/add_34/9:1,-0.125,0.0,0.0,0.0,-0.125,0.0,0.0,0.0
2014/s/inf/68/2672:1,-0.11775362318840576,-0.04710144927536229,0.0,0.0,-0.09531772575250841,-0.05351170568561869,-0.05335968379446643,-0.039525691699604695
2014/s/2014/932/20:1,-0.05500000000000005,-0.036666666666666695,0.02833333333333332,-0.036666666666666695,-0.05500000000000005,-0.036666666666666695,0.02833333333333332,-0.036666666666666695
2014/s/2014/73/76:5,-0.10164835164835168,-0.0439560439560439,-0.06307692307692309,-0.03538461538461529,-0.10164835164835168,-0.0439560439560439,0.03525641025641024,-0.03205128205128199
2010/s/2010/497/75:1,0.01326259946949604,0.010610079575596898,0.11538461538461542,0.03846153846153852,0.01326259946949604,0.010610079575596898,0.09116809116809121,0.02849002849002849
2010/s/2010/366/71:1,-0.013846153846153841,-0.029230769230769227,-0.13532763532763536,-0.04700854700854701,-0.013846153846153841,-0.029230769230769227,-0.11813186813186816,-0.09065934065934073
2011/s/2013/467/166:2,0.0,-0.0357142857142857,0.0,-0.0357142857142857,0.0,-0.0357142857142857,0.05423280423280419,-0.02380952380952378
2005/s/2005/638/35:1,0.04868421052631572,0.005263157894736789,0.06280487804878049,-0.026829268292683006,0.04868421052631572,0.005263157894736789,0.0885135135135135,-0.018918918918919003
2000/s/2000/1196/86:8,-0.11538461538461542,-0.1373626373626373,-0.1923076923076923,-0.1373626373626373,-0.11538461538461542,-0.06043956043956039,-0.1428571428571429,-0.2142857142857142
