id,es_en_DEEP_difference_noun_counts,es_en_DEEP_difference_verb_counts,es_en_DEEP_difference_lemma_counts,es_en_DEEPL_difference_noun_counts,es_en_DEEPL_difference_verb_counts,es_en_DEEPL_difference_lemma_counts,es_en_GOOGLE_difference_noun_counts,es_en_GOOGLE_difference_verb_counts,es_en_GOOGLE_difference_lemma_counts,es_en_TRANSFORMERS_difference_noun_counts,es_en_TRANSFORMERS_difference_verb_counts,es_en_TRANSFORMERS_difference_lemma_counts
2009/s/2009/193/112:2,-3,1,-1,-3,1,2,-3,1,-2,-1,1,1
2014/s/res/2161__2014_/5:1,-1,1,2,-1,2,2,-1,1,2,-2,2,1
2014/s/2014/902/136:2,-2,0,-4,-2,0,-5,-2,0,-4,-2,0,-4
2005/s/2005/699/319:1,-4,2,2,-6,1,-1,-4,2,2,-5,2,0
2004/s/2004/384/75:2,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-1
2005/s/2005/699/115:1,-1,2,-2,0,1,1,-1,2,-2,-1,1,-3
2011/s/2011/463/145:6,0,0,0,-1,0,2,-1,0,2,0,0,0
2005/s/2005/60/233:6,0,0,2,0,0,2,0,0,2,0,0,1
2014/s/2014/945/43:2,-1,1,-4,-2,2,-4,-1,1,-4,-1,0,-6
2010/s/2010/528/60:2,1,2,-1,1,2,-1,1,2,-1,1,2,0
2003/s/2003/216/24:1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1
2012/s/2012/373/359:2,-2,0,-2,-2,0,-2,-2,0,-2,-2,0,-1
2005/s/2005/673/84:2,-1,1,1,-2,0,0,-1,1,1,-2,0,0
2012/s/prst/2012/17/5:1,-3,3,-4,-5,3,-4,-3,3,-4,-4,3,-3
2008/s/2008/379/33:1,-1,0,3,-3,0,3,-1,0,3,-5,0,-3
2005/s/2005/657/21:5,-4,0,-2,-5,0,-1,-4,0,-2,-4,0,-2
2005/s/2005/60/418:6,-1,0,-2,-1,0,-1,-1,0,-2,-1,0,-1
2005/s/2005/634/21:2,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
2014/s/2014/9/13:4,-1,0,-3,-1,0,-3,-1,0,-3,0,0,0
2005/s/2005/636/433:1,-3,1,-6,-2,1,-6,-3,1,-7,-1,1,-5
2001/s/res/1373_2001_/28:1,0,2,-2,0,2,-1,0,2,-2,0,2,-1
2005/s/2005/60/233:10,0,0,0,0,0,-1,0,0,0,0,0,-2
2006/s/2006/822/426:1,-3,0,1,-3,0,2,-3,0,1,-3,0,0
2013/s/prst/2013/19/6:2,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-2
2014/s/2014/957/46:2,-2,0,-1,-2,-1,-2,-2,0,-1,-3,-1,-2
2013/s/2013/792/37:1,-3,3,-2,-3,3,-2,-3,3,-1,-3,3,-2
2004/s/2004/614/91:4,-2,0,-2,-3,0,-3,-2,0,-3,-2,0,-2
2005/s/2005/572/159:2,1,2,-2,1,1,-4,1,2,-2,2,2,-2
2005/s/2005/699/191:7,-2,1,-2,-2,1,-2,-2,1,-2,-3,1,-4
2014/s/2014/923/11:1,-1,1,-3,-1,1,-1,-1,1,-3,-1,1,-1
2009/s/2009/289/31:1,2,0,-1,2,0,-2,-2,0,-4,2,1,-1
2005/s/2005/631/36:3,-1,3,-2,-1,3,-2,-1,3,-2,-1,2,-3
2008/s/2008/379/52:1,-3,1,-1,-4,0,-1,-2,0,-1,-2,-1,-3
2014/s/2014/902/149:4,0,1,0,-1,1,-2,0,1,0,-2,1,-4
2005/s/2005/66/51:2,0,0,2,-1,0,0,0,0,2,-1,0,0
2006/s/2006/742/5:2,-3,1,2,-3,1,1,-3,1,2,-3,1,1
2010/s/2010/52/33:2,-1,1,1,-2,1,0,-1,1,1,-2,1,0
2005/s/2005/62/22:1,0,0,0,0,0,0,0,0,0,0,2,-1
2001/s/res/1373_2001_/35:1,-2,0,-5,-2,0,-4,-2,0,-5,-2,0,-4
2008/s/2008/800/62:1,-2,1,-1,-2,1,1,-2,1,-1,-2,2,1
2014/s/2014/419/93:1,-3,2,1,-2,-1,-5,-3,2,1,-2,0,-1
2005/s/2005/60/15:1,-2,1,-3,-3,2,-3,-2,1,-3,-2,1,-3
2005/s/prst/2005/30/4:1,-2,0,-3,-2,-1,-8,-2,0,-3,-2,0,-3
2005/s/2005/572/247:2,-1,-1,1,-1,-1,2,-1,-1,1,-1,-1,1
2007/s/2007/229/24:5,-3,0,-2,-3,0,-2,-2,0,-1,-3,0,-2
2008/s/2008/379/47:1,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-1
2014/s/2014/276/128:3,0,1,0,0,1,-4,0,1,-1,0,1,0
2006/s/2006/822/376:5,0,0,0,0,0,0,0,0,0,0,0,0
2005/s/2005/60/469:1,-1,0,-5,-2,0,-6,-3,0,-7,-2,0,-6
2008/s/2008/187/21:2,0,0,-2,0,0,-2,0,0,-3,0,0,-2
2009/s/res/1894_2009_/23:1,-10,1,-8,-10,0,-6,-10,1,-8,-10,0,-7
2005/s/2005/699/320:3,0,1,-2,0,0,-3,0,1,-2,-1,0,-1
2005/s/2005/60/488:2,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
2006/s/2006/822/141:5,0,0,1,0,-1,-1,0,0,0,0,0,1
2014/s/2014/929/77:1,-1,1,0,-1,1,-1,-1,1,-1,0,1,-1
2014/s/2014/648/14:2,0,0,-1,0,0,0,1,0,-1,0,0,-3
2012/s/2012/16/168:1,0,1,0,0,2,0,0,1,0,0,2,0
2013/s/2013/452/77:2,-3,0,-5,-2,0,-5,-3,0,-5,-2,0,-5
2005/s/2005/60/222:1,-4,2,2,-5,2,1,-4,2,2,-5,2,0
2011/s/2011/463/136:1,-2,0,0,-2,0,1,-2,0,0,-2,0,1
2014/s/2014/276/145:4,0,1,0,0,1,0,0,1,0,0,1,0
2012/s/2012/244/32:1,0,0,3,-1,0,3,0,0,3,-1,0,3
2012/s/2012/24/57:4,-2,0,-2,-1,0,1,-2,0,-2,-1,0,1
2011/s/2011/463/374:8,-3,0,-1,-3,0,-3,-3,0,-2,-3,0,1
2004/s/2004/384/98:1,-3,3,2,-3,2,1,-3,3,2,-3,2,2
2005/s/2005/635/105:1,-1,1,-3,0,0,-1,-1,1,-3,0,0,-1
2005/s/2005/60/386:1,-1,-1,2,-1,-1,2,-1,-1,2,-1,0,1
2005/s/2005/60/937:1,-2,-1,-4,-2,-1,-4,-3,-1,-4,-2,-1,-4
2000/s/2000/1196/60:3,0,0,1,0,0,1,0,0,0,0,0,0
2011/s/2011/463/367:1,-4,2,-5,-6,1,-7,-4,2,-5,-5,0,-6
2014/s/2014/919/26:2,-1,1,1,-1,0,0,-1,0,1,-1,0,0
2014/s/2014/740/25:5,-1,1,-2,-3,0,-1,-1,1,-2,-1,1,-2
2005/s/2005/611/37:1,0,0,0,0,0,0,0,0,0,0,0,0
2013/s/prst/2013/1/18:2,-8,0,1,-7,-1,-5,-8,0,1,-7,-1,-2
2012/s/2012/16/135:1,-1,0,3,-1,0,2,-2,0,3,-1,0,2
2014/s/2014/901/2:1,-1,0,0,-1,0,0,-1,0,0,-2,1,0
2014/s/prst/2014/3/29:1,-1,4,-1,-2,2,-1,-1,4,-1,0,3,0
2006/s/2006/822/233:3,-1,2,0,0,1,-2,-1,2,0,-1,2,0
2008/s/2008/379/151:1,-1,1,-2,-1,1,-1,-1,1,-2,-1,1,-2
2002/s/2002/685/38:6,2,0,-2,1,0,-4,2,0,-2,0,0,-3
2011/s/2011/463/351:1,-1,0,1,-1,0,1,-1,0,1,-1,0,1
2005/s/2005/625/126:2,-1,0,0,-3,0,-2,-1,0,0,-3,1,-2
2011/s/2011/463/249:7,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2005/s/2005/668/8:1,-2,1,-4,-2,1,-4,-2,1,-4,-2,0,-4
2005/s/2005/60/604:1,-2,1,-2,-1,1,-2,-2,1,-2,-3,1,-3
2006/s/2006/822/170:10,0,0,1,0,0,-1,0,0,1,0,0,1
2005/s/2005/657/14:2,-1,1,2,-1,1,3,-1,1,1,-1,1,3
2003/s/2003/216/21:4,1,1,0,1,1,0,1,1,0,1,1,0
2002/s/2002/685/81:5,-2,-1,-2,-2,-1,-3,-2,-1,-2,-2,-1,-3
2003/s/2003/90/136:6,1,-1,1,3,-1,1,1,-1,1,1,-1,2
2005/s/2005/68/10:6,0,1,0,0,1,-1,0,1,-1,0,1,-1
2014/s/res/2160__2014_/16:1,-2,0,-4,-1,-2,-7,-2,0,-4,-1,-1,-5
2005/s/2005/572/194:3,3,1,3,3,1,3,3,1,3,2,1,2
2008/s/2008/16/11:3,-1,1,1,-1,1,1,-1,1,1,-1,1,1
2006/s/2006/822/339:4,0,1,0,0,1,0,0,1,0,0,0,-1
2014/s/2014/929/151:1,-7,0,-4,-3,1,-2,-7,0,-4,-4,1,-3
2005/s/2005/604/39:3,0,0,0,0,0,1,0,0,0,0,0,1
2005/s/2005/673/65:5,-4,3,1,-3,3,0,-4,3,1,-3,3,0
2012/s/2012/373/550:1,0,1,0,1,0,0,0,1,0,0,0,-1
2002/s/2002/685/13:6,0,1,2,-1,1,1,0,1,2,-2,2,1
2006/s/2006/154/121:2,-14,4,0,-6,1,-8,-14,4,0,-25,2,-22
2005/s/2005/650/20:1,-2,0,0,-1,0,0,-2,0,0,-2,0,0
2005/s/2005/634/21:6,1,3,1,1,3,1,1,3,1,1,3,-1
2005/s/2005/699/212:3,0,0,1,0,0,1,0,0,1,-1,0,-4
2005/s/res/1617_2005_/36:1,-2,1,-1,-1,1,2,-2,1,0,-1,1,-2
2010/s/2010/529/5:6,0,-2,-3,0,-2,-2,0,-2,-3,0,-2,-4
2014/s/2014/501/30:2,-1,1,-3,-1,1,-2,-1,1,-2,-2,1,-1
2014/s/res/2161__2014_/52:1,-6,6,-9,-6,6,-4,-6,6,-9,-5,5,-5
2014/s/2014/9/77:3,-1,0,-4,-1,0,-4,-1,0,-4,-1,0,-4
2014/s/2014/957/56:1,-2,0,-2,-2,0,-3,-2,0,-2,-2,0,-1
2012/s/2012/359/31:2,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2011/s/res/1989_2011_/121:1,-1,0,1,-2,0,0,-1,0,1,-3,0,-2
2006/s/2006/822/252:3,-2,0,-5,-5,0,-2,-2,0,-5,0,0,-2
2006/s/2006/822/115:4,-3,1,-8,0,0,-6,-3,1,-8,0,2,-2
2013/s/prst/2013/1/17:1,-1,1,-2,0,1,-1,-1,1,-2,0,1,1
2003/s/2003/216/43:2,0,1,4,0,1,4,0,1,4,0,1,3
2003/s/2003/216/29:5,-3,1,-3,-3,1,-3,-3,1,-3,-4,2,-4
2010/s/2010/522/37:1,-1,0,-1,-1,0,-2,-1,0,-1,-1,0,-2
2008/s/2008/258/68:3,0,0,-4,0,0,-4,0,0,-4,0,0,-3
2005/s/2005/60/502:3,-2,0,1,-3,0,-4,-2,0,1,-1,0,1
2014/s/2014/945/12:3,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2014/s/res/2195__2014_/12:1,-1,1,0,-1,1,0,-1,1,0,-1,1,0
2005/s/2005/662/343:1,-1,1,0,-1,1,0,-1,1,0,-2,1,-2
2005/s/2005/682/50:1,-1,1,0,-1,1,-1,-1,1,0,-2,1,-2
2004/s/2004/614/40:7,-1,0,-1,-1,0,-1,-1,0,-1,0,0,-1
2008/s/2008/379/79:4,-2,0,0,-1,0,0,-1,0,0,-1,0,0
2006/s/2006/154/307:4,-1,1,0,0,0,-2,-1,1,0,0,0,-1
2014/s/prst/2014/3/193:1,0,0,-2,0,0,-3,0,0,-4,0,0,-5
2005/s/2005/60/861:3,-2,2,1,-2,0,-2,-2,2,1,-3,0,-1
2005/s/2005/602/7:1,1,0,0,1,0,0,0,0,-2,0,0,-2
2006/s/2006/822/376:2,-5,2,-4,-5,0,-7,-6,2,-5,-6,1,-6
2000/s/2000/1196/47:1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1
2014/s/2014/943/22:2,-1,0,-4,1,-2,-4,-1,0,-4,-1,0,-5
2008/s/2008/250/71:1,-1,0,1,0,0,1,-1,0,1,-1,0,0
2003/s/2003/191/12:1,-4,1,-2,-3,1,-4,-4,1,-2,-3,1,-1
2012/s/2012/16/130:4,0,0,0,1,-1,0,0,0,0,0,0,0
2006/s/2006/822/136:7,-1,0,-1,-1,0,0,-1,0,-1,-1,0,-1
2014/s/2014/929/80:5,-2,1,-1,-2,1,-1,-2,1,-1,-2,1,-1
2014/s/2014/9/151:3,-2,1,0,-1,1,-1,-1,1,0,0,0,1
2011/s/2011/298/104:3,-2,3,-3,-2,3,-2,-2,3,-3,-2,3,-2
2005/s/2005/648/6:2,-1,0,1,-1,0,1,-1,0,1,-2,0,1
2005/s/2005/603/39:1,-1,0,1,0,0,2,0,0,2,-1,0,1
2014/s/2014/41/65:2,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2005/s/2005/662/57:1,-2,1,-2,-2,1,-2,-2,1,-2,-2,1,-3
2005/s/2005/60/355:1,2,1,2,1,1,-1,2,1,2,1,1,-1
2005/s/2005/635/76:3,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2008/s/2008/168/9:1,-3,0,0,-3,0,0,-3,0,0,-3,0,0
2014/s/2014/945/17:3,-1,0,-3,-1,0,-3,-1,0,-3,-1,0,-3
2009/s/2009/193/25:4,2,0,-2,2,0,-2,2,0,-2,2,0,-2
2014/s/2014/902/145:1,-2,0,4,-2,0,4,-2,0,4,-1,0,4
2013/s/prst/2013/5/14:1,-5,0,0,-5,0,1,-5,0,0,-5,0,2
2007/s/2007/677/71:2,-2,0,-2,-4,0,-3,-2,0,-2,-2,1,-1
2014/s/2014/9/105:2,-1,1,1,0,0,-1,-1,1,1,0,0,-1
2005/s/2005/699/415:2,-1,-2,-1,-1,-2,-1,-1,-2,-1,-1,-2,-1
2005/s/2005/699/351:1,0,0,-2,0,0,0,0,0,-1,0,0,1
2014/s/2014/41/76:2,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2005/s/2005/60/724:1,1,0,1,1,0,1,1,0,1,1,0,1
2012/s/2012/166/28:5,-3,0,1,-3,0,0,-3,0,1,-4,0,-3
2008/s/2008/258/98:4,-3,0,0,-3,0,5,-4,0,-1,-2,0,2
2003/s/2003/191/add_1/38:1,-1,2,1,-1,1,0,-1,2,1,-1,1,0
2005/s/2005/642/47:1,-2,0,-4,-2,0,-4,-2,0,-5,-3,0,-6
2014/s/2014/945/19:1,-7,3,-5,-6,2,-1,-7,4,-2,-6,2,-2
2005/s/2005/60/485:2,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/2003/216/32:3,1,0,1,0,0,1,0,0,1,0,0,1
2005/s/2005/60/808:1,-4,1,0,-5,0,-2,-4,1,0,-5,1,-2
2011/s/2011/463/206:7,-2,0,-2,-2,0,-1,-2,0,-2,-2,0,-2
2005/s/2005/60/688:2,-2,0,-2,-1,0,-1,-3,0,-2,-2,0,-4
2010/s/2010/529/29:2,0,0,-3,0,1,-2,0,0,-3,0,1,-2
2012/s/2012/373/384:1,-3,1,2,-2,0,7,-3,0,2,-2,0,5
2007/s/2007/254/21:1,-1,1,-1,-1,1,3,-1,1,-1,-1,1,2
2014/s/2014/942/44:3,-3,1,-8,-2,1,-5,-3,1,-8,0,1,-4
2009/s/prst/2009/1/628:1,-4,0,-8,-4,0,-6,-4,0,-6,-4,-1,-9
2011/s/res/1988_2011_/113:1,-2,1,0,-2,1,1,-2,1,0,-2,1,1
2011/s/2011/463/221:7,-3,0,-1,-3,0,-1,-3,0,-1,-3,0,-2
2005/s/2005/60/117:1,-4,0,1,-4,0,2,-4,0,1,-3,0,2
2010/s/2010/529/27:2,0,1,2,0,0,3,0,1,2,0,1,2
2005/s/2005/699/84:1,0,1,-1,0,1,0,0,1,-1,0,0,-2
2005/s/prst/2005/30/9:1,-6,1,-4,-7,0,-2,-6,1,-4,-6,0,-4
2012/s/2012/244/46:2,0,-1,-1,0,-1,-3,0,-1,-1,0,-1,-3
2009/s/2009/193/73:1,-2,1,-1,-1,0,1,-2,1,-1,-2,0,-1
2012/s/2012/373/559:5,-1,1,-2,-1,1,-3,-1,1,-2,-1,1,-2
2008/s/2008/379/222:1,-2,0,0,-3,0,0,-2,0,0,-2,0,1
2013/s/prst/2013/1/24:1,-3,2,2,-3,1,2,-3,2,2,-1,1,4
2005/s/2005/645/10:3,-1,1,-1,-1,0,-1,-1,1,1,-1,0,-3
2000/s/2000/1196/73:3,-2,1,-3,-3,1,-4,-2,1,-3,-2,0,-3
2011/s/2011/463/51:1,0,0,-3,0,0,-2,0,0,-3,1,0,0
2011/s/2011/245/75:4,-3,-1,-1,1,-2,-2,-3,-1,-1,1,-1,2
2012/s/2012/359/42:3,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-2
2005/s/2005/648/15:1,2,-1,-5,2,-1,-5,2,1,-6,2,-1,-5
2012/s/2012/373/562:3,-1,-1,0,-2,-1,-1,-1,-1,0,-1,-1,0
2014/s/2014/957/98:2,0,2,0,0,1,-1,0,2,-1,0,2,-1
2014/s/2014/935/86:9,0,0,-5,0,0,-5,0,0,-5,0,0,-4
2014/s/2014/41/114:2,1,3,2,0,2,1,1,3,2,0,0,-1
2014/s/2014/99/28:1,-2,5,-7,-2,4,-7,-2,5,-7,-2,4,-7
2005/s/2005/60/564:2,0,2,1,0,2,1,0,2,2,0,2,2
2014/s/2014/740/31:2,0,1,-1,0,1,-1,0,1,-2,0,1,-2
2004/s/res/1566_2004_/8:1,-4,5,0,-9,3,-6,-4,5,0,-9,2,-7
2012/s/2012/79/60:2,-1,1,-2,0,1,0,-1,1,-2,0,1,0
2005/s/2005/572/231:2,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/2003/90/220:4,0,0,-2,0,0,0,0,0,0,0,0,0
2008/s/2008/251/10:5,0,0,0,0,0,0,0,0,0,0,0,1
2011/s/res/1988_2011_/30:1,-4,8,6,-4,8,1,-4,7,11,-6,9,2
2005/s/2005/60/657:3,-1,1,0,-1,1,0,-1,1,0,0,1,-1
2006/s/2006/154/256:3,0,2,3,0,2,3,0,2,3,-1,2,3
2005/s/2005/60/660:1,0,0,2,-1,0,0,0,0,1,0,0,0
2005/s/2005/604/45:3,-1,0,-2,0,0,-5,-1,0,-2,-1,1,-3
2002/s/res/1390_2002_/27:1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-2
2008/s/2008/251/90:5,-1,1,-1,-3,0,-6,-1,1,-1,-3,0,-6
2010/s/2010/528/129:4,0,0,-1,0,0,-4,0,0,-1,0,0,-1
2014/s/2014/9/13:6,0,0,0,1,0,0,0,0,0,1,0,0
2004/s/prst/2004/37/2:1,-1,3,2,-1,3,1,-1,3,3,-3,3,1
2011/s/2011/463/147:1,-1,-2,-3,-1,-2,-3,-1,-2,-3,-1,-2,-3
2013/s/prst/2013/1/32:1,-3,2,-6,-5,1,-7,-3,2,-6,-5,1,-7
2005/s/2005/60/349:6,-3,3,-2,-3,4,-2,-3,3,-2,-4,1,-5
2004/s/res/1566_2004_/24:1,0,3,0,-1,3,1,0,3,0,-2,2,1
2005/s/2005/60/738:2,-1,1,1,-1,1,1,-1,1,1,-1,1,1
2005/s/2005/645/19:2,-1,0,-2,-1,0,-2,-1,0,-3,-1,0,-3
2008/s/2008/258/43:1,0,0,0,0,0,0,0,0,0,0,0,0
2009/s/2009/389/66:3,1,0,4,0,0,1,1,0,4,0,0,1
2014/s/2014/940/7:1,-7,0,-1,-7,1,-1,-7,0,-1,-7,1,0
2006/s/prst/2006/47/6:1,-2,2,2,0,0,4,-2,2,2,-1,1,5
2000/s/2000/596/50:1,-3,0,-4,-3,0,-6,-3,0,-4,-4,0,-7
2005/s/2005/631/23:3,-2,0,-4,-2,2,-2,-2,0,-4,1,-1,-2
2010/s/2010/529/5:4,-3,1,-1,-3,0,-3,-3,1,-1,-3,0,-3
2009/s/2009/671/18:1,-1,0,-1,-1,0,-1,-1,0,-2,-1,-1,-3
2005/s/2005/603/8:2,-2,0,-4,-1,0,-1,-2,0,-4,-2,0,-2
2005/s/2005/490/3:4,-1,0,0,-1,0,-1,-2,0,1,-1,0,0
2010/s/2010/528/92:1,1,-1,-2,1,-1,0,1,-1,-2,1,-1,-2
2005/s/2005/603/61:1,1,-1,-1,1,-1,-2,1,-1,-1,1,-1,-2
2011/s/2011/463/291:6,-2,0,-8,-3,-1,-8,-2,0,-8,-1,-1,-6
2012/s/res/2083__2012_/63:1,0,2,3,-1,-2,2,0,2,3,0,0,0
2014/s/2014/935/97:2,-1,-1,2,0,-1,2,-1,-1,1,-1,1,1
2005/s/2005/631/36:4,-2,2,-3,-2,2,-2,-2,2,-3,-2,2,-2
2005/s/2005/684/50:1,-2,-2,-3,-2,-2,-3,-2,-2,-3,-2,-2,-2
2000/s/2000/1196/113:7,1,-1,-4,0,-1,-8,0,-1,-8,0,-1,-8
2010/s/2010/52/38:1,-1,0,0,0,0,-2,-1,0,0,0,0,-2
2011/s/2011/298/90:1,-1,1,-1,-1,2,1,-1,1,-1,-1,2,4
2012/s/2012/244/56:4,0,1,-1,0,1,-1,0,1,-1,0,1,-1
2011/s/2011/463/480:2,-1,-1,-2,-1,-1,-2,-1,-1,-2,0,-1,-2
2006/s/res/1738_2006_/16:1,-1,4,-2,-4,3,-6,-1,4,-2,-2,4,-2
2003/s/res/1456_2003_/10:1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,2
2011/s/2011/525/21:1,-2,1,-1,-2,0,-1,-2,1,-1,-2,0,-1
2014/s/2014/74/24:1,-3,-2,-9,-2,-2,-8,-4,-1,-10,-3,-1,-7
2011/s/2011/463/377:1,0,0,0,0,0,0,0,0,0,0,0,0
2008/s/2008/379/250:2,-3,0,-5,-4,0,-6,-3,0,-5,-3,0,-6
2005/s/2005/625/93:1,-1,0,2,-3,0,1,-1,0,2,-1,0,-1
2003/s/prst/2003/27/148:1,-3,1,-3,-2,1,-2,-3,1,-3,-2,1,-2
2005/s/2005/642/50:7,-1,1,-1,-1,1,2,-2,1,1,-1,2,2
2010/s/2010/497/121:1,0,-1,-2,-1,-1,-4,0,-1,-2,0,-1,-3
2006/s/2006/154/274:1,0,1,4,-1,1,3,0,1,3,-1,1,3
2005/s/2005/572/87:3,0,1,0,0,1,0,0,1,0,0,1,0
2005/s/2005/699/190:1,-1,0,0,0,0,0,-1,0,0,-1,1,2
2014/s/prst/2014/3/724:1,-7,7,2,-7,5,-2,-7,7,2,-7,6,0
2000/s/2000/1198/15:3,0,-3,-5,0,-3,-4,0,-3,-5,-1,-1,-4
2005/s/2005/60/555:5,2,0,2,2,0,2,2,0,2,2,0,2
2014/s/2014/929/63:3,-4,0,0,-4,0,0,-4,0,0,-3,0,0
2005/s/2005/60/943:4,-2,2,-1,-3,1,-3,-2,2,-1,-2,1,-5
2006/s/2006/154/311:1,-4,-1,-2,1,-1,-2,-3,-1,-2,1,-1,0
2014/s/2014/957/26:2,-1,1,-2,-1,1,-2,-1,1,-2,-1,1,-4
2005/s/2005/634/24:1,-1,0,-1,-2,0,-4,-2,0,-3,0,0,-2
2005/s/2005/604/30:1,-2,1,-2,-3,1,-3,-3,1,-3,-4,1,-5
2008/s/2008/258/24:2,0,2,2,0,1,0,0,2,2,0,1,0
2009/s/2009/193/121:2,0,0,2,-2,0,1,0,0,2,-2,0,1
2014/s/prst/2014/3/428:1,-1,3,-2,-1,2,-2,-1,3,-2,0,2,0
2005/s/2005/625/206:4,0,0,-1,-1,0,-3,0,0,-1,-1,0,-1
2013/s/prst/2013/15/9:1,3,0,4,2,1,2,3,0,4,2,0,3
2010/s/2010/569/21:2,-3,0,0,-3,0,-1,-3,-1,-1,-3,-1,-1
2010/s/res/1963_2010_/19:1,0,1,-1,-1,1,-3,0,1,-1,3,-2,-2
2005/s/2005/631/42:1,2,0,5,2,0,5,2,0,5,2,0,3
2005/s/2005/634/21:4,0,0,2,0,0,2,0,0,1,0,0,2
2010/s/2010/569/40:1,-10,0,-3,-13,1,-9,-10,0,-3,-10,3,-5
2014/s/2014/929/167:1,-14,4,-7,-18,5,-7,-15,4,-5,-16,3,-5
2005/s/2005/636/51:10,-2,2,-2,-2,1,-1,-2,2,-2,-2,2,-2
2005/s/2005/636/622:1,-3,5,-4,-6,6,-8,-3,5,-4,-4,6,-7
2011/s/2011/463/202:5,1,0,3,1,0,3,0,0,3,1,-1,2
2007/s/prst/2007/41/5:2,-4,3,0,0,0,1,-4,3,-1,0,0,3
2012/s/2012/160/42:3,0,1,-1,0,1,-1,0,1,-1,0,1,0
2005/s/2005/60/931:5,-2,0,0,-2,0,0,-2,0,0,-2,0,0
2009/s/2009/389/66:2,0,0,0,-1,0,0,0,0,0,0,0,-1
2010/s/prst/2010/25/76:1,-4,2,-2,-4,2,-2,-4,2,-2,-4,1,-1
2014/s/prst/2014/3/1155:1,0,1,1,-1,1,0,0,1,1,-4,5,-3
2005/s/2005/67/25:1,1,-1,-3,1,-1,-3,1,-1,-2,1,-1,-3
2012/s/2012/373/23:2,-2,-1,1,-2,-2,-2,-2,-1,1,0,-2,0
2005/s/2005/60/230:4,1,0,-1,1,-1,0,1,0,-1,-1,1,-3
2011/s/2011/463/139:4,-1,0,0,-3,1,-1,-1,0,0,-2,1,0
2008/s/2008/80/27:1,-1,1,-3,-1,1,-1,-1,1,-3,-1,1,-2
2014/s/2014/945/93:7,-2,1,0,-1,1,-1,-2,1,0,-2,0,0
2005/s/2005/60/400:5,0,1,-1,-1,1,-2,0,1,-1,-1,1,-1
2013/s/prst/2013/5/27:1,-3,4,-5,-6,3,-8,-3,4,-3,-3,3,-1
2005/s/2005/699/346:6,-3,2,-2,-3,2,-3,-3,2,-2,-3,2,0
2014/s/2014/919/20:1,-1,1,-1,-1,0,0,-1,1,-1,0,1,0
2005/s/2005/635/104:5,-1,0,0,-1,-1,-2,-1,0,0,-1,0,-1
2014/s/2014/41/65:1,0,0,-2,1,0,-1,1,0,-2,0,0,0
2012/s/prst/2012/28/10:2,0,-1,-1,0,-1,-3,0,-1,-2,0,0,0
2005/s/2005/662/227:5,-1,1,-2,-1,1,-4,-1,1,-2,-1,0,-3
2005/s/2005/60/449:4,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2012/s/2012/373/34:1,-3,1,-2,-4,1,-2,-3,1,-2,-3,1,-2
2009/s/2009/193/42:11,-2,-1,-3,-2,-1,-3,-2,-1,-3,-2,-1,-3
2012/s/2012/79/26:1,-1,-2,-4,-1,-3,-5,1,-4,-3,-1,-2,-3
2010/s/2010/529/44:2,-4,1,2,-4,1,2,-4,1,2,-4,1,3
2014/s/prst/2014/3/236:1,-2,1,-1,-4,1,-3,-2,1,-1,-2,0,-2
2011/s/2011/463/166:7,-1,0,1,-1,0,0,-1,0,1,-1,0,0
2014/s/2014/740/28:1,0,1,-2,-1,1,-3,0,1,-2,0,1,-2
2005/s/2005/662/441:1,0,0,-1,0,0,-1,0,0,-1,0,0,0
2008/s/2008/258/75:4,0,1,0,0,1,0,0,1,0,0,0,0
2010/s/2010/462/10:3,0,0,0,0,0,0,0,0,0,0,0,0
2013/s/prst/2013/12/11:1,-1,0,1,-2,0,0,-1,0,1,-2,0,1
2012/s/2012/373/600:1,-1,1,0,-1,1,0,-1,1,0,-1,1,1
2005/s/2005/60/537:1,0,2,0,1,1,-3,0,2,0,0,1,-3
2008/s/2008/250/15:4,1,0,-2,-1,2,-2,1,0,-2,-1,2,-2
2010/s/prst/2010/25/631:1,-1,6,0,-2,6,-1,-1,6,0,-3,7,-1
2006/s/2006/822/190:1,0,0,1,0,0,1,0,0,1,0,0,1
2006/s/2006/822/135:6,0,0,0,0,0,0,0,0,0,0,0,0
