id,es_en_DEEP_difference_noun_counts,es_en_DEEP_difference_verb_counts,es_en_DEEP_difference_lemma_counts,es_en_DEEPL_difference_noun_counts,es_en_DEEPL_difference_verb_counts,es_en_DEEPL_difference_lemma_counts,es_en_GOOGLE_difference_noun_counts,es_en_GOOGLE_difference_verb_counts,es_en_GOOGLE_difference_lemma_counts,es_en_TRANSFORMERS_difference_noun_counts,es_en_TRANSFORMERS_difference_verb_counts,es_en_TRANSFORMERS_difference_lemma_counts
2013/s/inf/67/1332:1,0,0,0,0,0,0,0,0,0,0,0,-1
2010/s/2010/15/129:1,-1,1,-2,-1,1,-2,-1,1,-2,-1,1,-2
2008/s/2008/67/62:4,0,0,0,0,0,0,0,0,0,0,0,0
1998/s/ac_26/1998/11/22:1,0,1,0,0,1,0,0,1,0,1,0,1
2010/s/2010/571/147:4,0,1,0,0,1,0,0,1,0,0,1,-1
2007/s/ac_44/2004/_02_/85/add_2/123:1,-2,0,0,-2,0,1,-2,0,0,-1,0,-1
2000/s/ac_26/2000/17/23:1,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/agenda/4787/4:1,0,0,0,0,0,0,0,0,0,0,0,0
2012/s/2012/10/add_9/39:1,-2,0,0,-2,0,0,-2,0,0,-1,0,-1
2004/s/2004/396/390:1,0,1,1,0,1,2,0,1,1,0,1,1
2004/s/2004/135/24:5,-1,0,1,-1,0,1,-1,0,1,-1,-1,1
2014/s/2014/363/115:2,0,0,0,0,0,0,0,0,0,0,0,0
2010/s/res/1929_2010_/100:2,-1,0,1,-1,0,1,-1,0,1,1,0,2
2010/s/2010/281/39:1,-1,0,0,-1,0,0,-1,0,0,-1,0,1
2010/s/2010/10/87:1,-3,0,-2,-3,0,-1,-3,0,-2,-3,0,-2
2013/s/2013/10/add_5/17:1,-2,0,-1,-2,0,-1,-2,0,0,-2,0,-1
2005/s/pv_5336/3:1,0,0,-1,0,0,-1,0,0,-1,0,0,-3
2005/s/2005/782/76:1,-1,2,1,-1,1,0,-1,2,1,-1,1,0
2011/s/2011/435/45:2,0,1,1,1,1,1,-1,1,0,1,0,-1
2003/s/prst/2003/27/146:1,0,0,-1,0,0,-1,-1,0,-1,0,0,-1
2007/s/2007/256/10:1,0,0,1,0,0,0,0,0,1,0,0,-1
2002/s/agenda/4621/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
1998/s/agenda/3919/13:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2001/s/ac_37/2001/39/9:1,0,0,0,0,0,0,0,0,0,0,0,0
2002/s/2002/470/202:1,0,2,1,0,2,1,0,2,1,0,2,1
2005/s/2005/257/111:1,0,0,0,0,0,0,0,0,0,1,0,-1
2005/s/ac_44/2004/_02_/19/add_1/47:1,0,0,1,0,0,1,0,0,1,0,0,0
2002/s/ac_26/2002/33/694:4,-1,1,-1,-2,2,0,-1,1,-1,-2,1,-1
2007/s/agenda/5740/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2007/s/2007/645/37:3,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2001/s/2001/620/17:1,-1,0,2,-1,1,2,-1,0,2,-1,1,3
2003/s/ac_26/2003/19/691:1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-2
2002/s/ac_26/2002/12/315:7,0,1,-1,0,0,2,0,1,-1,0,1,1
2014/s/2014/111/83:1,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/2003/793/69:4,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2014/s/2014/402/208:1,0,0,2,0,0,3,0,0,2,0,0,2
2013/s/agenda/7063/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2006/s/2006/395/37:1,0,-1,-1,0,-1,-1,0,-1,0,1,-1,-1
2003/s/2003/1035/208:2,2,0,1,-1,0,-3,2,0,1,3,-1,-1
2012/s/2012/929/39:1,0,1,-1,0,1,-1,0,1,-1,0,0,-1
2011/s/inf/65/3136:1,0,0,1,1,-1,1,0,0,1,1,-1,1
1999/s/1999/404/27:1,-2,2,-3,-1,2,0,-2,2,-3,-1,1,-1
2013/s/inf/67/2072:1,0,0,0,0,0,0,0,0,0,0,0,0
2006/s/agenda/5520/5:1,-1,0,2,-1,0,2,-1,0,2,-1,0,2
2007/s/ac_50/2007/132/14:1,0,0,0,0,0,0,0,0,0,1,0,2
2009/s/2009/448/14:1,-3,1,-1,-3,1,0,-3,1,-1,-2,1,1
2013/s/2013/433/112:4,0,0,0,-2,0,-2,0,0,0,0,0,0
2001/s/2001/394/24:1,0,1,0,0,1,0,0,1,0,0,1,0
2006/s/ac_44/2004/_02_/120/add_1/50:5,-1,0,1,-1,0,1,-1,0,1,-1,0,0
2014/s/2014/427/175:1,0,-1,-4,0,-1,-2,0,-1,-4,0,-1,-4
2001/s/ac_26/2001/7/834:1,-1,0,-3,-1,0,-3,-1,0,-3,-1,0,-5
2003/s/2003/223/297:7,1,0,0,1,0,0,1,0,0,1,0,0
1998/s/1998/1131/256:1,-1,1,-2,0,0,0,-1,1,-2,-1,1,-2
2006/s/res/1658_2006_/28:1,0,0,2,1,-2,1,0,0,2,1,-2,1
2002/s/ac_26/2002/17/61:3,0,2,1,0,1,0,0,2,1,0,1,0
2006/s/agenda/5430/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2004/s/2004/359/192:1,-2,0,-1,-2,0,0,-2,0,-1,-2,0,0
2003/s/ac_26/2003/21/818:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2004/s/ac_37/2004/_1455_/33/22:1,2,0,2,1,1,1,2,0,2,2,0,1
2003/s/2003/576/110:4,1,0,1,0,0,0,1,0,1,0,0,0
2009/s/2009/455/33:1,-1,0,1,0,-2,1,-1,0,1,0,-2,1
2003/s/2003/1164/22:1,0,0,0,0,0,0,0,0,0,0,0,0
2002/s/2002/674/66:2,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2001/s/ac_26/2001/18/310:3,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
2014/s/2014/409/47:1,-1,1,-1,-1,1,-1,-1,1,-1,0,0,-1
2002/s/ac_26/2002/19/48:1,1,0,0,0,0,-2,1,0,0,0,0,0
2011/s/2011/22/92:3,0,1,-2,-1,1,-1,0,1,-2,-1,1,-3
2004/s/ac_26/2004/17/323:7,0,1,1,1,1,0,0,1,1,1,1,0
2005/s/ac_44/2004/_02_/14/add_1/65:1,-2,0,0,0,0,1,-2,0,0,-1,0,0
2002/s/2002/676/113:1,3,0,-2,3,0,0,3,0,-2,3,0,-1
1998/s/1998/44/add_4/21:1,0,0,-5,0,0,1,0,0,-5,0,0,-1
2002/s/2002/245/57:5,-1,0,1,-2,0,-1,-1,0,1,-1,0,1
2010/s/2010/388/95:2,0,0,2,0,0,2,0,0,2,-1,-1,0
2002/s/2002/1299/103:1,-4,0,0,-4,0,0,-4,0,0,-4,0,0
2003/s/2003/773/70:1,1,0,0,1,0,0,1,0,0,0,0,0
2002/s/2002/93/11:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2005/s/ac_26/2005/10/344:4,0,1,-1,0,1,-1,0,1,-1,0,1,1
1999/s/1999/678/37:2,-2,-1,2,-3,-2,-3,-2,0,3,-2,-1,2
2014/s/2014/253/639:1,1,0,7,1,0,7,1,0,7,2,0,6
2004/s/2004/947/52:4,-2,0,-1,-1,0,0,-2,0,-1,-1,0,0
2001/s/2001/1123/160:1,-2,0,4,-2,0,4,-2,0,4,-2,0,4
2007/s/agenda/5767/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2009/s/2009/537/1442:1,0,0,0,0,0,0,0,0,0,0,0,0
2009/s/2009/644/17:1,0,0,2,1,-1,1,0,0,2,1,-1,1
2013/s/ac_44/2013/18/32:1,0,0,-1,0,0,1,0,0,-1,0,0,0
2010/s/agenda/6382/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
1999/s/ac_26/1999/13/438:2,-1,0,0,-2,-1,0,-1,0,0,-1,0,-2
2010/s/2010/564/93:1,-1,1,-1,-1,1,0,-1,1,-1,-2,1,0
2006/s/2006/422/63:1,-2,0,0,-2,0,0,-2,0,0,-2,0,0
2006/s/2006/281/79:1,-7,0,-4,-7,0,-3,-7,0,-4,-7,0,-5
2006/s/2006/361/167:2,-1,1,-2,-1,1,-4,-1,1,-2,-1,1,-4
2002/s/agenda/4537/4:1,0,0,0,0,0,0,0,0,0,0,0,0
2009/s/2009/258/205:3,0,0,1,-1,0,0,0,0,1,0,0,1
2003/s/ac_26/2003/29/1349:1,-2,1,-3,-2,1,-3,-2,1,-3,-1,1,-2
2013/s/inf/67/3201:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2004/s/2004/20/276:1,0,0,-2,1,0,-3,0,0,-2,0,0,-3
2005/s/2005/192/172:1,-3,4,-3,0,1,-1,0,1,0,0,1,0
2003/s/ac_26/2003/29/152:1,0,0,0,0,0,0,0,0,0,0,0,2
2006/s/2006/913/347:2,-4,2,-2,-5,2,-4,-4,2,-2,-5,3,-2
2002/s/ac_26/2002/6/253:1,0,0,0,0,0,0,0,0,0,0,0,0
2014/s/2014/253/1003:1,-1,0,-5,-2,0,-6,0,0,-3,-1,0,-5
2009/s/2009/169/12:4,0,0,0,0,0,0,0,0,0,0,0,0
1998/s/1998/44/add_26/40:1,0,0,-3,0,0,0,0,0,-3,0,0,-8
2004/s/2004/632/15:1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2002/s/ac_26/2002/8/696:1,-3,1,-3,-3,1,-1,-3,1,-2,-2,0,-2
2003/s/2003/875/138:1,0,2,1,0,3,-1,0,2,1,0,1,-1
2009/s/ac_49/2009/35/11:2,-1,0,0,-1,0,0,-1,0,-1,-1,0,0
2007/s/2007/321/34:1,0,0,2,0,0,2,0,0,2,0,0,2
2012/s/2012/149/29:5,0,0,1,0,0,2,0,0,1,-1,0,0
2006/s/agenda/5575/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2012/s/2012/205/148:2,0,0,-2,0,0,-2,0,0,-2,4,0,-1
2014/s/prst/2014/3/915:1,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/2003/688/24:3,1,0,-1,0,0,-1,1,0,-1,0,0,-1
2005/s/agenda/5292/4:1,0,0,0,0,0,0,0,0,0,0,0,0
2014/s/2014/10/add_23/63:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2006/s/res/1730__2006_/11:1,0,0,2,1,-1,1,0,0,2,1,-1,1
1998/s/1998/553/22:1,0,0,2,0,0,2,0,0,2,0,0,2
2002/s/ac_26/2002/32/1256:1,-3,0,-1,-3,0,-1,-3,0,-1,-3,0,-1
2001/s/ac_26/2001/18/598:4,-1,0,1,-1,0,2,-1,0,1,-1,0,2
2004/s/2004/376/48:1,0,-1,0,-1,-1,1,0,-1,0,-1,-1,-1
2010/s/2010/10/add_30/17:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2007/s/2007/619/7:1,1,0,0,1,0,0,1,0,0,1,0,0
2008/s/2008/785/90:1,-3,0,-1,-3,0,-1,-3,0,-1,-3,0,-1
2001/s/ac_26/2001/19/1010:1,2,0,0,1,0,0,2,0,0,1,0,0
2004/s/2004/405/186:1,0,0,0,0,0,0,0,0,0,0,0,0
1999/s/prst/1999/8/11:1,-2,0,1,-2,0,1,-2,0,1,-2,0,1
2010/s/2010/283/100:1,0,0,0,0,0,0,0,0,0,0,0,0
2000/s/ac_26/2000/19/471:2,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
2003/s/2003/576/27:3,-5,1,-2,-5,0,-3,-5,1,-2,-4,0,-1
2009/s/2009/196/46:2,-2,2,1,-2,2,1,-2,2,-1,-1,2,-2
2004/s/ac_44/2004/_02_/72/109:1,-1,2,0,-1,2,-1,-1,2,0,0,2,-2
1998/s/res/1205_1998_/20:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2005/s/2005/157/13:1,-2,0,-2,-2,0,-2,-2,0,-3,-2,0,-2
2003/s/2003/127/45:1,1,0,0,1,0,0,1,0,0,1,0,0
2004/s/2004/84/1323:1,0,0,-1,1,0,-1,0,0,-1,0,0,-1
2002/s/2002/1096/3:1,0,0,2,0,0,2,0,0,2,0,0,2
2008/s/2008/300/71:4,0,0,0,-1,0,1,0,0,0,-2,0,-1
2002/s/ac_26/2002/23/966:1,-2,0,-2,-1,0,-1,-2,0,-2,-1,0,-1
1999/s/1999/1038/74:1,0,1,-3,0,0,-3,0,1,-3,0,0,-3
2007/s/2007/204/46:5,0,0,-4,1,0,-3,0,0,-4,0,0,-4
2012/s/2012/171/66:4,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000/s/ac_26/2000/13/171:2,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2004/s/ac_44/2004/_02_/72/104:1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
2014/s/2014/87/389:1,0,2,-2,0,2,-2,0,2,-2,0,2,-2
2011/s/2011/283/137:2,-1,0,-3,-1,0,-3,-1,0,-3,-1,0,-3
2010/s/2010/388/131:5,-2,1,-3,0,0,2,-2,1,-3,0,0,2
2014/s/inf/68/4096:1,0,0,-1,0,0,-1,0,0,-1,1,0,-1
2012/s/ac_44/2012/1/28:2,2,1,-1,2,2,-2,2,1,-1,1,1,-4
2010/s/2010/135/14:3,0,1,-1,0,1,-1,0,1,-1,0,1,-1
2012/s/2012/901/114:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-2
2002/s/2002/1329/121:1,1,0,-1,1,0,-1,1,0,-2,1,0,-1
2003/s/2003/90/178:1,0,1,0,1,1,1,0,1,0,0,0,1
2003/s/2003/13/15:2,0,0,0,0,0,0,0,0,0,0,0,0
2005/s/2005/359/15:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2006/s/ac_44/2004/_02_/86/add_1/13:1,0,0,0,0,0,0,0,0,0,0,0,0
2008/s/2008/322/56:6,-1,0,1,-1,0,-1,-1,0,1,-1,0,0
2004/s/2004/789/291:2,0,1,0,0,1,1,0,1,0,0,1,0
2007/s/2007/653/21:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2013/s/agenda/7041/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2003/s/2003/212/36:2,0,0,0,0,0,0,0,0,0,2,0,3
2006/s/2006/744/107:1,-1,0,-2,-1,0,-4,-1,0,-2,-1,0,-3
2004/s/ac_37/2004/_1455_/29/45:1,-1,1,-2,-4,1,-2,-1,1,-2,-2,0,-1
2014/s/2014/10/add_40/13:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2010/s/ac_44/2007/10/383:1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2005/s/2005/86/17:1,-3,1,-2,-3,1,-2,-3,1,-2,-3,1,-2
2002/s/2002/676/100:1,3,0,-2,3,0,0,3,0,-2,3,0,-1
2010/s/2010/204/1398:1,0,1,-1,0,0,-1,0,1,-1,0,0,-1
2010/s/2010/283/137:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,0
2007/s/2007/168/add_1/137:1,0,1,2,-1,1,2,0,1,2,-1,1,2
2009/s/2009/10/add_5/47:1,-2,0,-1,0,0,1,-2,0,-1,0,0,0
2012/s/2012/697/8:1,0,1,0,0,1,0,0,1,0,0,1,0
2003/s/ac_26/2003/31/281:3,0,0,1,0,0,1,0,0,1,0,0,1
2005/s/2005/662/340:3,-1,0,1,-1,0,1,-1,0,1,-1,0,1
2000/s/ac_26/2000/26/1136:1,0,0,0,0,0,0,0,0,0,-1,0,-2
2005/s/2005/764/79:2,-1,2,0,-1,2,-1,-1,2,0,0,1,0
2008/s/2008/598/89:1,1,0,0,1,0,0,1,0,0,1,0,0
2010/s/agenda/6359/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2002/s/ac_26/2002/26/279:1,-1,1,0,-1,1,0,-1,1,0,-1,1,-1
2008/s/2008/10/add_13/42:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2009/s/agenda/6088/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2007/s/ac_50/2007/106/44:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2004/s/2004/826/268:6,0,0,0,0,0,3,0,0,0,0,0,-1
2010/s/2010/200/79:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2000/s/ac_26/2000/26/1106:1,1,0,-1,2,0,-1,1,0,-1,0,0,-2
2009/s/2009/83/10:2,0,0,0,0,0,0,0,0,0,0,0,2
2006/s/agenda/5378/4:1,0,0,0,0,0,0,0,0,0,0,0,0
2014/s/2014/698/29:1,-1,0,1,-2,0,1,-1,0,1,-1,0,1
2014/s/prst/2014/3/512:1,0,0,0,0,0,0,0,0,0,0,0,0
2004/s/2004/789/257:2,0,0,-1,0,0,0,0,0,-1,1,0,-1
2003/s/2003/398/12:1,-1,0,1,0,0,2,-1,0,1,-1,0,1
2006/s/2006/10/139:1,0,0,1,0,0,1,0,0,1,0,0,0
2007/s/2007/323/272:2,-2,1,0,-2,1,1,-2,1,1,-2,1,0
2000/s/ac_26/2000/16/679:1,-1,0,0,-1,0,0,-1,0,0,-1,0,1
1999/s/1999/36/27:3,0,0,-1,0,0,-1,0,0,-1,0,0,0
1999/s/1999/1250/39:1,-1,1,-3,-1,1,-3,-1,1,-3,-1,1,-3
2006/s/2006/35/45:1,-1,0,0,-2,0,0,-1,0,0,-2,0,0
2009/s/prst/2009/1/353:1,3,0,-1,4,0,-1,3,0,-1,5,0,0
2012/s/ac_44/2012/6/33:1,0,0,0,0,0,0,0,0,0,0,0,-1
2005/s/2005/274/1137:1,-1,0,0,-1,0,-1,-1,0,0,-1,0,-1
2001/s/2001/1123/56:1,-2,1,-1,-2,1,-1,-2,1,-1,-2,1,-1
2003/s/2003/472/124:1,-1,0,-1,-1,0,0,-1,0,-1,-1,0,0
1998/s/ac_26/dec_47_1998_/21:1,0,0,1,0,0,-1,0,0,1,0,0,-1
2005/s/agenda/5122/2:1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
2010/s/res/1966_2010_/31:1,0,-1,1,0,-2,1,-1,0,1,0,-2,1
2014/s/inf/68/3441:1,2,0,0,2,0,0,2,0,0,2,0,0
1998/s/1998/304/28:1,-1,1,0,-1,1,0,-1,1,0,-1,1,0
2007/s/2007/780/18:1,-1,2,-2,-1,2,-2,-1,2,-1,-1,2,-3
2005/s/2005/83/58:1,0,0,0,0,0,0,0,0,0,0,0,0
2009/s/2009/290/226:2,-1,0,-1,-1,0,0,-1,0,-1,-1,0,0
2010/s/prst/2010/25/770:1,0,0,0,0,0,0,0,0,0,0,0,0
2007/s/2007/651/63:3,2,1,-3,2,1,-4,2,1,-3,4,0,-4
2006/s/2006/68/126:1,0,0,0,-3,0,0,0,0,0,-1,0,0
2001/s/2001/78/11:1,0,-1,1,0,-1,1,0,-1,1,0,0,2
2013/s/2013/331/110:3,-1,1,0,-1,1,0,-1,1,0,0,1,2
1999/s/ac_26/1999/24/700:1,-2,0,-2,-2,0,1,-2,0,-2,-1,0,-2
2004/s/ac_44/2004/_02_/25/8:1,-2,0,1,-2,0,-1,-2,0,1,-2,0,1
2003/s/2003/188/20:1,0,0,5,-1,0,1,0,0,5,-1,0,2
2008/s/2008/296/1588:1,1,0,2,1,0,2,1,0,2,1,0,2
2000/s/2000/291/16:1,-1,0,2,-1,0,1,-1,0,2,-1,0,-1
2010/s/2010/204/1211:1,0,1,-1,-1,1,-1,0,1,-1,1,1,-1
2012/s/2012/185/64:2,0,1,1,0,1,1,0,1,1,0,1,1
2000/s/2000/1211/16:2,-1,1,0,-1,1,0,-1,1,-1,-1,1,0
2002/s/2002/1425/9:9,0,0,-1,1,0,-1,0,0,-1,0,0,-1
2010/s/2010/644/26:1,-1,0,1,-1,0,3,-1,0,1,-1,0,3
2003/s/2003/69/11:1,-1,1,1,-1,1,0,-1,1,1,-1,1,-2
2006/s/2006/628/54:1,0,0,0,0,0,0,0,0,0,0,0,0
2001/s/2001/186/154:5,2,0,2,2,0,1,2,0,2,3,0,2
2003/s/2003/724/21:1,0,-1,0,0,-1,1,0,-1,0,0,-1,0
1999/s/ac_26/1999/22/74:1,0,0,0,0,0,0,0,0,0,0,0,0
2002/s/ac_26/2002/7/628:1,-1,0,-2,-1,0,-2,-1,0,-2,-2,0,-2
2002/s/ac_26/2002/14/1198:1,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/ac_26/2003/22/44:2,-2,0,-3,-2,0,-2,-2,0,-2,-2,0,-3
2012/s/2012/894/69:1,0,1,0,0,1,0,0,1,0,-1,2,0
2009/s/2009/196/97:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2000/s/res/1309_2000_/12:1,1,-1,0,1,-2,1,1,-1,0,1,-2,1
2013/s/res/2130__2013_/31:1,0,0,2,1,-2,1,0,0,2,1,-2,1
2004/s/2004/21/90:1,-1,-1,-2,-1,-1,1,-1,-1,-2,-1,-1,-1
2014/s/2014/343/345:1,0,0,0,0,0,0,0,0,0,0,0,0
2010/s/2010/270/26:2,-2,1,0,-2,1,0,-2,1,0,-2,2,-1
2011/s/2011/10/add_5/52:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
1999/s/ac_26/1999/2/566:1,0,0,0,0,0,2,-2,0,1,-1,1,-2
2003/s/2003/558/17:1,0,0,0,0,0,0,0,0,0,0,0,0
2014/s/2014/10/add_20/13:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
1998/s/1998/1184/11:1,-3,2,1,-3,2,1,-3,2,1,-2,1,0
1999/s/1999/896/98:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2005/s/2005/436/178:4,0,0,-2,0,0,-1,0,0,-2,0,0,-2
2004/s/2004/961/61:1,0,0,2,0,0,2,0,0,2,0,0,2
2006/s/2006/284/273:1,0,0,-2,0,0,-1,0,0,-2,0,0,-2
2009/s/2009/570/10:2,-3,0,3,-3,0,3,-3,0,3,-3,0,3
2005/s/ac_37/2005/_1455_/6/61:2,-3,-1,-4,-3,-1,-4,-4,-1,-5,-1,-1,-2
2011/s/2011/744/39:1,0,0,1,1,-2,1,0,0,1,1,-2,1
2010/s/2010/288/90:1,0,0,0,0,0,0,0,0,0,0,0,0
2010/s/2010/648/7:4,0,0,-3,0,0,-3,0,0,-3,0,0,-3
2013/s/inf/67/2079:1,-1,0,1,-1,0,1,-1,0,1,-1,0,1
2013/s/2013/366/90:1,0,0,-3,0,0,-3,0,0,-3,0,0,-3
2009/s/agenda/6086/2:1,-2,0,-1,-2,0,-1,-2,0,0,-2,0,-1
2000/s/2000/345/13:1,0,0,0,0,0,0,0,0,0,0,0,0
1999/s/1999/1160/7:1,-2,0,1,-2,0,1,-2,0,1,-2,0,1
2005/s/ac_26/2005/10/1122:1,-4,1,-3,-5,0,-5,-4,1,-3,-6,0,-6
2006/s/2006/976/550:1,-1,0,0,-1,0,0,-1,0,0,-1,0,-3
2003/s/ac_26/2003/21/1258:1,0,0,0,0,0,2,0,0,2,0,0,0
2008/s/2008/318/127:1,0,0,0,0,0,0,0,0,0,0,0,0
2004/s/ac_26/2004/15/109:1,2,0,-1,2,0,-2,1,0,0,2,0,-2
2005/s/2005/699/198:4,-2,1,-4,-2,0,-5,-2,1,-4,-2,0,-5
2008/s/2008/532/56:5,0,0,0,0,0,0,0,0,0,0,0,0
2005/s/2005/572/132:6,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2013/s/2013/434/1:1,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/ac_26/2003/15/587:1,0,1,0,1,1,0,0,1,0,1,2,1
2004/s/2004/931/7:1,0,0,0,0,0,0,0,0,0,0,0,-1
2008/s/2008/622/57:1,-2,1,2,-2,1,2,-1,1,3,-2,1,2
2011/s/ac_52/2011/48/9:1,0,0,1,0,0,1,0,0,1,0,0,1
2002/s/ac_26/2002/19/15:1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
2001/s/ac_26/2001/7/1558:1,-1,0,-3,-1,0,-3,-1,0,-3,-1,0,-5
2000/s/2000/445/24:1,-1,1,0,-1,1,0,-1,1,0,-1,1,-1
2004/s/2004/272/11:1,1,0,0,1,0,0,1,0,-1,0,0,-1
1998/s/1998/529/84:1,-1,1,0,0,0,1,-1,1,0,0,0,0
2012/s/2012/10/add_9/23:1,-2,0,1,-2,0,1,-2,0,1,-2,0,0
2005/s/res/1638_2005_/8:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2007/s/2007/584/713:4,0,0,0,0,0,0,0,0,0,0,0,0
2002/s/2002/1370/485:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2001/s/res/1382_2001_/21:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2001/s/2001/82/5:2,0,-1,0,0,-1,0,0,-1,0,0,-1,0
2009/s/2009/537/1232:1,0,1,1,0,1,1,0,1,1,0,1,1
2009/s/2009/212/771:1,0,1,-1,-1,1,-1,0,1,-1,0,1,-1
2002/s/2002/1239/21:2,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
2000/s/2000/738/52:4,0,-1,0,0,-1,1,0,0,-1,0,-1,0
2010/s/2010/10/add_35/15:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
1999/s/1999/741/30:2,0,2,0,0,2,2,0,2,0,0,2,2
2002/s/ac_26/2002/32/1328:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2013/s/2013/493/80:1,-1,0,1,-2,0,0,-1,0,1,-2,0,0
1998/s/1998/1174/69:6,-3,1,-1,-2,1,1,-3,1,-1,-2,1,0
2009/s/agenda/6066/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2001/s/2001/842/35:2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2
2011/s/2011/299/8:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2009/s/agenda/6063/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2007/s/2007/139/161:1,-2,0,-4,-2,0,-4,-2,0,-4,-2,0,-4
1999/s/1999/132/34:1,-1,0,1,-1,0,1,-1,0,0,-2,0,1
2002/s/2002/556/41:1,-3,0,-1,-1,0,-1,-3,0,-1,-3,0,-1
2014/s/2014/905/105:1,-2,0,2,-2,0,2,-2,0,2,-2,0,1
2008/s/2008/726/344:1,0,0,0,0,0,0,0,0,0,0,0,0
2001/s/ac_26/2001/16/45:1,3,0,0,3,0,-1,2,0,0,2,0,-1
2001/s/agenda/4271/2:1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
1999/s/ac_26/1999/16/192:1,0,0,-1,0,0,0,0,0,-1,0,0,0
2011/s/res/1989_2011_/127:1,-1,0,0,-1,0,4,-1,0,0,-1,0,2
2004/s/ac_44/2004/_02_/42/61:3,0,0,-1,-2,0,-3,0,0,-1,-1,0,-3
2009/s/res/1877_2009_/53:1,-1,0,2,0,-2,1,-1,0,2,0,-2,1
1999/s/ac_26/1999/13/998:1,1,0,-1,0,0,-1,0,0,-2,0,0,0
2013/s/2013/493/65:2,-3,2,2,-3,2,0,-3,2,2,-1,1,2
2006/s/2006/962/99:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2014/s/2014/286/41:1,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/2003/937/233:1,-1,1,1,-2,1,-1,-1,1,1,-1,1,2
2014/s/2014/535/164:2,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2011/s/2011/816/111:1,0,0,0,0,0,0,0,0,0,0,0,0
2001/s/2001/434/77:1,0,-1,0,0,-1,0,0,-1,0,0,-1,0
2005/s/2005/15/add_37/8:1,1,-1,-10,0,0,0,1,-1,-10,0,0,-1
