val,en_general_rarity,es_en_DEEP_general_rarity,es_en_DEEPL_general_rarity,es_en_GOOGLE_general_rarity,es_en_TRANSFORMERS_general_rarity,ar_en_DEEP_general_rarity,ar_en_DEEPL_general_rarity,ar_en_GOOGLE_general_rarity,ar_en_TRANSFORMERS_general_rarity,es_general_rarity,en_es_DEEP_general_rarity,en_es_DEEPL_general_rarity,en_es_GOOGLE_general_rarity,en_es_TRANSFORMERS_general_rarity,ar_general_rarity,en_ar_DEEP_general_rarity,en_ar_DEEPL_general_rarity,en_ar_GOOGLE_general_rarity,en_ar_TRANSFORMERS_general_rarity
19100,0.1648918515653149,0.15002588229506683,0.15393968555412074,0.15328240422187758,0.1544899127342619,0.15208618792943784,0.16063637788306376,0.1543252085687028,0.15307706696879117,0.18845003298937651,0.19063071886399752,0.19367521774388952,0.19187474328500223,0.1876642858792317,0.4224182718492374,0.39777979716717116,0.3981166556825436,0.3980988539273127,0.4152875927323252
19350,0.16337515173147169,0.14894164172647253,0.15285464449931338,0.1522199091225341,0.1531418006057262,0.15100740768433554,0.1594625239318008,0.1532586581333758,0.15174974477127345,0.1872844669082746,0.18940981352749903,0.1924607077515832,0.1906476944825257,0.18641956330605666,0.4208543876323211,0.3963532828865712,0.3966553270274273,0.3966602276693103,0.41373320428461735
19600,0.16270878643881723,0.1482584432498897,0.1522092689761225,0.1515236379570493,0.1524978092327406,0.15057339780323659,0.15887989100376076,0.1528091599901041,0.15125730664930162,0.18626230233747823,0.1885168330251131,0.19155677923963238,0.1897277556658375,0.18549911910391187,0.41633144116547344,0.3918588838405038,0.39278575269278426,0.3929993415444945,0.40899814338017737
19850,0.1618172307131889,0.14738748205518892,0.15127662689368676,0.15064835418384562,0.15169436807795836,0.14979665316177343,0.15812202694696278,0.15201823984907606,0.15048320960574385,0.18538712972662277,0.18769839337477412,0.19073524525659244,0.18892567520461487,0.1847574019571716,0.4149893379828049,0.39062991987405205,0.39154583867721593,0.3918075829022264,0.4076698484735228
20100,0.1607819598242357,0.14637856451403142,0.15025422270905234,0.14963276968264447,0.15067099073355594,0.1488235306456594,0.15713708593269332,0.1510367785741567,0.1495210181764368,0.1846116025910092,0.18702707768019453,0.19004033056869066,0.1882647522921784,0.1840650927912917,0.41434253325884984,0.3899970515780338,0.39082925390748663,0.39120968793823396,0.4070887175864684
20350,0.15978537406294827,0.14540480447558626,0.14917027870946578,0.14864242635346595,0.14967739724606235,0.14777487072594198,0.15603579705070264,0.14994590478766734,0.14845593004701732,0.18321274596998907,0.18567484167851114,0.18872475799147606,0.18688481524248798,0.18274333493464462,0.4127652611667113,0.3886181683482576,0.38929373554631536,0.3898362546978583,0.40569736948947915
20600,0.15889793863712434,0.14450534080994812,0.14831384879678633,0.14774995839299745,0.14883537586202505,0.14684625830389247,0.15512386355563654,0.14901047550810956,0.14760615339355063,0.18230715945630663,0.18485808577002372,0.18791533478162056,0.1861048003800545,0.18190231648304528,0.41100652221190936,0.3868257082729251,0.3874978078406747,0.38803220265155325,0.40387120323836784
20850,0.15810770953973888,0.14392475591912424,0.1477425685376168,0.1471736015608794,0.14806255057156648,0.14577932527579537,0.1541870578434016,0.1479498307620022,0.14681694201202106,0.18156948591813374,0.18414254076388992,0.18711920997638354,0.18539059092514734,0.18115889868592386,0.4100429872904386,0.3858397181677964,0.3865022603632116,0.38707634194405066,0.40285688491936145
21100,0.15716698048268812,0.14304631362045178,0.14685734976097325,0.1462999214852849,0.14718751070100972,0.14483129870282,0.15319670269548327,0.14701296527013635,0.14592435252364785,0.18095994442562532,0.18345257829195116,0.1864505616191996,0.18471833764651774,0.1805580386674751,0.40854876879975605,0.38430920485419895,0.3849732944928329,0.38556795689416123,0.4013201418154418
21350,0.1555416295519178,0.1412176029485218,0.14504764790305844,0.1444541985586915,0.14544098096325236,0.1433910445440188,0.1516507288646807,0.14555004879009714,0.14184963583024007,0.1803066498662487,0.1828313327855982,0.18578077197127676,0.18410314210014345,0.1799282043815119,0.40760102668760034,0.3833639458280672,0.38404217467141494,0.38461237800655396,0.4004457801494284
21600,0.1549209307895212,0.14057191840208563,0.1444105923561772,0.14382481504537198,0.14485779773338472,0.1429072890235517,0.15110907939617438,0.14507301396765127,0.14127299429952048,0.17959799290290862,0.182053988222002,0.18500991360954636,0.1833349518373378,0.17919307056041295,0.4061181027990587,0.38189406977145496,0.3822996299652801,0.38310415280726645,0.3990602653811036
21850,0.15405031237387365,0.13973523860285494,0.14353500407577532,0.14299691749922042,0.14399507783804513,0.1421502146717507,0.15026886564219633,0.14431309525333832,0.14045766692997758,0.17816708347597635,0.18072693967249207,0.18353522174304607,0.18201972899662747,0.1778611495377875,0.4042918952820084,0.3799843343005584,0.38034039371525813,0.3811666574512245,0.39690706168248796
22100,0.15296797229853418,0.1387305584800919,0.14248836981458723,0.14199577678696784,0.1430107823737278,0.14104038340468472,0.1491962260041024,0.14319048618857505,0.13943597817513623,0.17724064315293486,0.1796735778775143,0.18277025176282027,0.18095696332444908,0.17690195240130654,0.4030439572395566,0.37876618607129553,0.3791950600291053,0.3799872722240533,0.39574000180172947
22350,0.15187689878559932,0.13770400719575512,0.14139439329128678,0.1409985136478799,0.14195676396766801,0.13995657327172162,0.14808654825360912,0.14214442676388805,0.1384181254451558,0.17597462345664527,0.17838011650570051,0.18143791251835487,0.17966532505810462,0.17569662018084364,0.40188253456675943,0.37754728251462827,0.3777995722864378,0.37879161589497434,0.3944830664543905
22600,0.15096096913961268,0.13667264900698628,0.14040696172887893,0.13996458309504115,0.14105603724195911,0.13904366125493178,0.1472421376923548,0.14124740251686013,0.13757202218562783,0.17494682822069454,0.17737580841093264,0.1803901374638112,0.17864998349151182,0.17474561239388625,0.4009858808951351,0.37665004302882166,0.37688294100596487,0.3779158589301352,0.39365951973373214
22850,0.15010359152817562,0.13589566655053076,0.13962638292910184,0.1391898473592193,0.1402375560752837,0.13825268342024072,0.14637555874969851,0.14045315459530008,0.1367600096383877,0.1732580873786806,0.17567085178776473,0.17878168095082111,0.17695656397610504,0.17305696345497967,0.4000159686573823,0.37580135342250903,0.37601646629885616,0.377048104261386,0.39268958732958925
23100,0.14956593627607667,0.1353782434334532,0.13904226846688655,0.13866827977350865,0.13968434253573786,0.13771995802999204,0.14579901245765942,0.1398934224378085,0.13622951890482435,0.17262815969485681,0.1749824432939355,0.17808902220154346,0.17627486362473624,0.17245660543030916,0.3991459593516346,0.37505336068572914,0.3753021735189144,0.37632621498854857,0.3919788752831546
23350,0.14917734794826404,0.13494666938014346,0.13857040435217588,0.13823597643742755,0.1392047961232894,0.13718878266993137,0.14537343765396685,0.13934465264058488,0.13585878347583888,0.17218004776368454,0.17440448286877103,0.17727699502260058,0.17570349272424546,0.1719345932202156,0.3979007844935249,0.37380466851236066,0.3740153755575921,0.3750825589188388,0.39070045719510005
23600,0.14844234039145635,0.13449509449506394,0.13807490803231653,0.13780148318885163,0.13858791535260226,0.13677817721701196,0.14485575928687636,0.13894784230246518,0.13519126529142805,0.1716475174031967,0.17382012279674125,0.17672082859670327,0.17512514563874773,0.17144381752878224,0.3970460504100094,0.37301912813126437,0.37309196899468045,0.37431063312614565,0.3897908116704545
23850,0.14771005169894938,0.1338990124952959,0.1374699866900191,0.137223462092788,0.13802150737243543,0.13612500179265294,0.14412272599442155,0.138291976272245,0.1345738152284645,0.17100650980087026,0.1731292872770329,0.1760478239217363,0.17443120346304802,0.17075843369238367,0.3953898461259416,0.37150667174401114,0.3713980084417593,0.37277305025224705,0.38802520097468435
24100,0.1473165164989945,0.13349622941307224,0.13707745018709175,0.1368083727741742,0.13765181720714165,0.1358770935664988,0.1437613050902414,0.1380486415118773,0.13424916121681907,0.17017250198541126,0.1723949335696261,0.17528567517402244,0.1736929881273618,0.16985141828637765,0.39228423611140334,0.36904885855773983,0.3687768699523018,0.37036548010506026,0.38467722131719445
24350,0.14680103433154781,0.1329583349753155,0.13650452585283235,0.13625700934980228,0.1371071076387529,0.13535319406966684,0.14321861549739823,0.13751478246932336,0.13375371011257753,0.16968053198918068,0.17191058948554763,0.17478673752259094,0.17319216395399928,0.16939759844520855,0.3913010731235468,0.3679916325382421,0.3677165130885253,0.3693439078904353,0.38370322456481276
24600,0.14625718295295767,0.13233426875443785,0.1358692742806681,0.13563468212179478,0.13652273068681964,0.13473252033535857,0.14256729647329253,0.13688470712408324,0.1331673087290328,0.16926981422132883,0.1715273302504505,0.17440721369052403,0.1728138361172512,0.16902636048171335,0.39013497323871027,0.3668517721563401,0.36661449801680684,0.36821192847105627,0.382484221971117
24850,0.1450163090615845,0.13110412862472148,0.13459663659452925,0.13441283608625848,0.13524850041113326,0.13352839652996504,0.14123676011388828,0.13568911956962942,0.1319384272456839,0.16830301136378784,0.17047675525914285,0.17341490156963454,0.17178264451294947,0.1680522889314269,0.38869252754251715,0.36528889859374086,0.3649765755485939,0.3666848771583521,0.38095110837873264
25100,0.14455177116524018,0.13077928388939644,0.13426209339487624,0.13410046380022142,0.13485528192802515,0.13321235617291566,0.14083811638107457,0.1353703694164785,0.131604601936094,0.16747341108000463,0.16963608687704143,0.1723698329695702,0.17093787454842263,0.16721909907274954,0.3871759975098437,0.3635592615432708,0.36350960332696386,0.36496980392040773,0.37918570153361075
25350,0.14408581320552383,0.13039111077911034,0.13390739638193055,0.13373206886686492,0.13449108407696653,0.132877357279671,0.1404291996801329,0.13502023314939454,0.1312738180304724,0.167018078982344,0.1691319366807133,0.17186275634184978,0.17046842657122208,0.16676417091909865,0.3850974969209692,0.36164477966876374,0.36172623372062174,0.36306320976343015,0.37737287576142686
25600,0.14356187361958334,0.12980175815650813,0.13335199348972684,0.13313897142605316,0.1339747090765021,0.1323576565831097,0.13992966144320657,0.13450599798252857,0.13075644570832384,0.1663868661049993,0.1685696286215839,0.17113468942377205,0.1699095256506187,0.16628069689497887,0.3842346981576022,0.3609081143201959,0.36099514237404307,0.3623096911525307,0.3763755008733959
25850,0.14319247557234266,0.12956720863705673,0.13310145012761393,0.13291321703084702,0.13359822740564967,0.13208499914850816,0.13968080993187026,0.1342259894977826,0.13040698543045842,0.16520728681494365,0.16744124862031418,0.17018784244779175,0.16874271746479025,0.1651421029521399,0.3827519866646199,0.3594271683143841,0.3593595027220399,0.36091339696380703,0.3747682458412646
26100,0.14259869370383052,0.12905781136266517,0.13250820326649976,0.13242133561226274,0.13308211397086472,0.131431883676806,0.13918328023079818,0.13358056914386218,0.12992764238741222,0.16453057814030805,0.16676306866500057,0.16944358665058176,0.16806991414655473,0.16453274764305287,0.3817019358296676,0.3585009549944387,0.35837485580943584,0.359985195756492,0.3738386579938563
26350,0.1422146367034029,0.1287983546044505,0.132216631414988,0.13217886229393133,0.1327583548697117,0.13118136479806428,0.13888017038133507,0.1333439463002452,0.12961680366284647,0.1636431203852611,0.16571206787797246,0.1686013278198744,0.16702470771745492,0.16358092113750916,0.3803387263011673,0.35709163776351416,0.3571893118418481,0.3585863581319656,0.37251590916433325
26600,0.1416431014743307,0.12832988767885836,0.13173777436411832,0.13170239668855283,0.13228363980249097,0.13069311969325062,0.13836939923397423,0.13284189137654634,0.12914193584554087,0.16280211240430068,0.16491815943823177,0.16773696067571642,0.16624809342716426,0.16274678420749436,0.3786352843773786,0.35526779925396645,0.35525372819151496,0.3568514739850267,0.37063172142412604
26850,0.1412339901698381,0.12796550989093483,0.131355139215185,0.13133952669265708,0.13192763330044094,0.1303719920213039,0.13792544151382502,0.13252599229070758,0.12878216580010765,0.1619050746967848,0.1641759040886267,0.16682305362611205,0.16552851388864875,0.16200857822826567,0.3779444472930165,0.35465799649897134,0.35458295466308026,0.3562412676175797,0.36999248289843356
27100,0.14106657339525364,0.1277824797240051,0.13120255843425868,0.13116309323664427,0.1317379149905181,0.13017246031404012,0.13769445981993664,0.13231664460627937,0.1286050637785071,0.16116448970280225,0.16353005669703144,0.16613134373626137,0.1648850813101737,0.16129011000607704,0.3772095234885345,0.3539768930751248,0.35379024039233625,0.3555344897650176,0.36917725292422215
27350,0.14073583843005127,0.1275356060925321,0.1309469431213241,0.13092253029968223,0.1314920218617289,0.1298234955460104,0.13736388566997026,0.13198138781518642,0.12832077602706338,0.1608248887809579,0.16322661984176728,0.16576104023147464,0.16455653511193286,0.16095343352577765,0.3747670234269758,0.3512030290525364,0.3510678379552642,0.35279387151551866,0.3663855990986293
27600,0.1399331418424239,0.1268717681369344,0.13020418473785791,0.13027023163481388,0.1307192729533342,0.12909644176464813,0.13659665984582317,0.1312534189814178,0.12749895523992272,0.16008971116847037,0.16235598719955224,0.1649003489307659,0.16367699474324973,0.16020602665919528,0.37401142991904446,0.35052603446359415,0.35036068042287827,0.3521018002691405,0.365707213222335
27850,0.1394234263119524,0.12635455784197722,0.12971095267227908,0.12977993414422387,0.1302151281568041,0.12867458673852467,0.1360877209582152,0.1308466098350591,0.12712448631407228,0.15964724991322624,0.16183353612324258,0.16446158105144704,0.16314685346369934,0.15969265766333327,0.373233213605906,0.3496903907580371,0.34948425607824585,0.35124872159571413,0.3649545989948025
28100,0.1389299253083225,0.125923615653389,0.129299545131437,0.1293244227171169,0.12981080779325524,0.1282554661268453,0.13566821042959173,0.13044105355534857,0.12663861514937913,0.15916349472091595,0.16133868446237526,0.16397338214712698,0.1626546009217389,0.15915973078126672,0.37267544316162565,0.3491863399108601,0.34886851577775074,0.35074459772675903,0.3644561717945138
28350,0.138240589540741,0.1253094614405847,0.1285630241753598,0.12871644751292743,0.12917166547707112,0.1275561018945947,0.1348649205164701,0.1297501349859271,0.1258816021507772,0.15858509924170383,0.16070814924284268,0.1632758825593034,0.16201334740331738,0.15856064825576888,0.3719372892451804,0.34820158831676945,0.3479039388101395,0.349779730847044,0.3636941019586019
28600,0.13778568688938486,0.12510318907715204,0.12824158627003981,0.1285008090831514,0.12890378570792788,0.12719792487439865,0.13456025957231252,0.12939903888037396,0.12543387663915723,0.15820352784114505,0.16043971941183574,0.16300374733896764,0.16175020331017453,0.158220483308766,0.37099546343653556,0.3474702185154251,0.347110104375209,0.3490250568009313,0.3628775252828447
28850,0.13739245143754286,0.12480329253284138,0.12780236857761507,0.1282367823963724,0.12849554774431982,0.1268447681941652,0.13423362994754026,0.12905560097156907,0.1250182368670491,0.1577163769991512,0.15979358152802414,0.16246030710419368,0.1611140345344171,0.15764112710578856,0.37019850002240323,0.34668842265230926,0.34630288068047754,0.34822990114723434,0.3621219733451699
29100,0.13698883978758866,0.1244151450247179,0.1274055376791937,0.12784807873282392,0.1281466390766589,0.124704435175486,0.13378532923238073,0.12673205079582403,0.12466800057888629,0.15537361418720436,0.15741766503336047,0.16039937752014677,0.15874909957287636,0.1553375163536851,0.36937296561312605,0.34598349895285097,0.3455889505348786,0.3475396698306808,0.3614704103776853
29350,0.13590073784001352,0.12339558268285691,0.12633698986246905,0.12682512403338822,0.12709121802235115,0.12383345832733318,0.13268821400693337,0.1258663023866243,0.12362797599891011,0.15454698418849747,0.15655152539594133,0.1595024079010262,0.15790143979858948,0.15444155921839878,0.36779998721361024,0.3443634351964914,0.34393350269656214,0.3459356662049088,0.3598394710126487
29600,0.1353381576640544,0.1228087893994507,0.12579375143157148,0.12623480602532988,0.12658041523887392,0.12334845114077436,0.13213800803930248,0.12537315097372753,0.12309738250810347,0.1541294211811886,0.15607519224656058,0.15904138884731356,0.1574338885342967,0.15403818946399578,0.3668077920632195,0.343295878251096,0.3429948589100715,0.34497206390261964,0.3586993011383996
29850,0.13504278219589355,0.12246760001858377,0.12543204349043668,0.12589927631229536,0.12623780529285417,0.12302135086061383,0.13181510614105976,0.12504591367982396,0.12276669555600861,0.1533341029114728,0.1554126200267863,0.15824030998009755,0.15680131334504632,0.15342049404576924,0.3648035092369778,0.34116868870558614,0.3410006388565137,0.34278633470361963,0.3565086221530196
