mcc,accuracy,f1_score,tp,tn,fp,fn,auroc,auprc,eval_loss,acc,prec,rec,f1,data_name,model_name,seed,train_batch_size,epoch
0.8059873697057993,0,0,221,195,36,10,0.9598770637731676,0.9584246075701509,0.27162584066390993,0.9004329004329005,0.8599221789883269,0.9567099567099567,0.905737704918033,BinQuad_EN_matconf,ConfliBERT-cont-cased,123,8,1
0.7653991855970931,0,0,223,182,49,8,0.9621633777477933,0.9635791712022698,0.4304790377616882,0.8766233766233766,0.8198529411764706,0.9653679653679653,0.8866799204771372,BinQuad_EN_matconf,ConfliBERT-cont-cased,123,8,2
0.7846091719444308,0,0,212,200,31,19,0.9581904387099193,0.9594086218976644,0.49126183390617373,0.8917748917748918,0.8724279835390947,0.9177489177489178,0.8945147679324894,BinQuad_EN_matconf,ConfliBERT-cont-cased,123,8,3
0.7795787947596418,0,0,202,209,22,29,0.9535990704821874,0.9489481131317261,0.6411044418811798,0.8896103896103896,0.9017857142857143,0.8744588744588745,0.8879120879120879,BinQuad_EN_matconf,ConfliBERT-cont-cased,123,8,4
0.7709168081512012,0,0,201,208,23,30,0.9538801746593955,0.9503167143372179,0.6855690777301788,0.8852813852813853,0.8973214285714286,0.8701298701298701,0.8835164835164835,BinQuad_EN_matconf,ConfliBERT-cont-cased,123,8,5
0.7721924893381078,0,0,212,197,34,19,0.9565038136466708,0.9572143313048153,0.31416749954223633,0.8852813852813853,0.8617886178861789,0.9177489177489178,0.8888888888888888,BinQuad_EN_matconf,ConfliBERT-cont-cased,124,8,1
0.7882407813680822,0,0,210,203,28,21,0.9604954929630254,0.9607896173732359,0.3668660014867783,0.8939393939393939,0.8823529411764706,0.9090909090909091,0.8955223880597014,BinQuad_EN_matconf,ConfliBERT-cont-cased,124,8,2
0.783667281502953,0,0,208,204,27,23,0.9552856955454359,0.9549559899492209,0.48244171738624575,0.8917748917748918,0.8851063829787233,0.9004329004329005,0.8927038626609441,BinQuad_EN_matconf,ConfliBERT-cont-cased,124,8,3
0.7750079745250197,0,0,207,203,28,24,0.9580592567605555,0.9582017330015445,0.5791384756565094,0.8874458874458875,0.8808510638297873,0.8961038961038961,0.8884120171673819,BinQuad_EN_matconf,ConfliBERT-cont-cased,124,8,4
0.7969027679765227,0,0,211,204,27,20,0.9574033470137366,0.9563578637310689,0.6072127461433411,0.8982683982683982,0.8865546218487395,0.9134199134199135,0.8997867803837952,BinQuad_EN_matconf,ConfliBERT-cont-cased,124,8,5
0.7887735965577173,0,0,212,201,30,19,0.9525308746087967,0.9474623981200803,0.290201735496521,0.8939393939393939,0.8760330578512396,0.9177489177489178,0.8964059196617336,BinQuad_EN_matconf,ConfliBERT-cont-cased,125,8,1
0.7815103762557611,0,0,220,190,41,11,0.9563913719757876,0.9549224312182631,0.39226680994033813,0.8874458874458875,0.842911877394636,0.9523809523809523,0.8943089430894309,BinQuad_EN_matconf,ConfliBERT-cont-cased,125,8,2
0.7355825899981219,0,0,188,212,19,43,0.9525496148872773,0.954632130490661,0.6831103920936584,0.8658008658008658,0.9082125603864735,0.8138528138528138,0.8584474885844748,BinQuad_EN_matconf,ConfliBERT-cont-cased,125,8,3
0.7669527486445458,0,0,199,209,22,32,0.9504694439759375,0.9502752802709258,0.680644953250885,0.8831168831168831,0.9004524886877828,0.8614718614718615,0.8805309734513274,BinQuad_EN_matconf,ConfliBERT-cont-cased,125,8,4
0.7749208199000273,0,0,204,206,25,27,0.9493637675455857,0.9446395934712211,0.6835579514503479,0.8874458874458875,0.8908296943231441,0.8831168831168831,0.8869565217391304,BinQuad_EN_matconf,ConfliBERT-cont-cased,125,8,5
0.7227617437657533,0,0,222,172,59,9,0.9483143119506755,0.9470943153296383,0.3894207775592804,0.8528138528138528,0.7900355871886121,0.961038961038961,0.8671875,BinQuad_EN_matconf,ConfliBERT-cont-cased,126,8,1
0.79115480528524,0,0,217,196,35,14,0.9495324300519106,0.9433008182200832,0.3828208029270172,0.8939393939393939,0.8611111111111112,0.9393939393939394,0.8985507246376813,BinQuad_EN_matconf,ConfliBERT-cont-cased,126,8,2
0.7767077589923402,0,0,219,190,41,12,0.9540488371657203,0.9537467616040995,0.5128499329090118,0.8852813852813853,0.8423076923076923,0.948051948051948,0.8920570264765784,BinQuad_EN_matconf,ConfliBERT-cont-cased,126,8,3
0.7532538113729171,0,0,202,203,28,29,0.9477521035962595,0.9462642337985159,0.6296906292438507,0.8766233766233766,0.8782608695652174,0.8744588744588745,0.8763557483731019,BinQuad_EN_matconf,ConfliBERT-cont-cased,126,8,4
0.7662624867167868,0,0,203,205,26,28,0.9470212327355185,0.9455766947644627,0.7241985321044921,0.8831168831168831,0.8864628820960698,0.8787878787878788,0.8826086956521738,BinQuad_EN_matconf,ConfliBERT-cont-cased,126,8,5
0.7900210458838443,0,0,215,198,33,16,0.9550795524821498,0.9559064787139797,0.3211432725191116,0.8939393939393939,0.8669354838709677,0.9307359307359307,0.8977035490605428,BinQuad_EN_matconf,ConfliBERT-cont-cased,127,8,1
0.797801159267006,0,0,214,201,30,17,0.9582653998238414,0.9589378644120504,0.3322374403476715,0.8982683982683982,0.8770491803278688,0.9264069264069265,0.9010526315789473,BinQuad_EN_matconf,ConfliBERT-cont-cased,127,8,2
0.7965442603023951,0,0,208,207,24,23,0.9580405164820749,0.9595607876858778,0.4829009652137756,0.8982683982683982,0.896551724137931,0.9004329004329005,0.898488120950324,BinQuad_EN_matconf,ConfliBERT-cont-cased,127,8,3
