mcc,accuracy,f1_score,tp,tn,fp,fn,auroc,auprc,eval_loss,acc,prec,rec,f1,data_name,model_name,seed,train_batch_size,epoch
0.6276906887524291,0,0,187,175,47,36,0.8972851775542359,0.8877508300910774,0.4132548987865448,0.8134831460674158,0.7991452991452992,0.8385650224215246,0.8183807439824946,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,1
0.6817341010372461,0,0,201,172,50,22,0.9163333737324769,0.9072934480142957,0.3996387779712677,0.8382022471910112,0.8007968127490039,0.9013452914798207,0.8481012658227848,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,2
0.6875071533879348,0,0,203,171,51,20,0.9003757120349049,0.889620385013307,0.6819228649139404,0.8404494382022472,0.7992125984251969,0.9103139013452914,0.851153039832285,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,3
0.7081454063934529,0,0,203,176,46,20,0.8972043792671596,0.876680286704935,0.7663943529129028,0.851685393258427,0.8152610441767069,0.9103139013452914,0.8601694915254237,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,4
0.7039982040839179,0,0,203,175,47,20,0.8958712075304003,0.8759282238657624,0.8064424991607666,0.849438202247191,0.812,0.9103139013452914,0.8583509513742072,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,5
0.6484969726677327,0,0,172,194,28,51,0.9073041651516989,0.9010251429905535,0.46206244826316833,0.8224719101123595,0.86,0.7713004484304933,0.8132387706855791,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,1
0.7032376143326995,0,0,213,162,60,10,0.9139902234072638,0.8895973188197123,0.44442779421806333,0.8426966292134831,0.7802197802197802,0.9551569506726457,0.8588709677419355,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,2
0.6914125622928985,0,0,196,180,42,27,0.9137276289742657,0.8896210627228935,0.5895517706871033,0.8449438202247191,0.8235294117647058,0.8789237668161435,0.8503253796095445,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,3
0.7084170255711953,0,0,195,185,37,28,0.9117480709408959,0.8881348313111913,0.7562051653862,0.8539325842696629,0.8405172413793104,0.874439461883408,0.8571428571428571,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,4
0.7040509096679504,0,0,195,184,38,28,0.9111824829313618,0.8900540146407524,0.8218810677528381,0.851685393258427,0.8369098712446352,0.874439461883408,0.855263157894737,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,5
0.6275284803848373,0,0,209,148,74,14,0.8993657334464509,0.8914028399170795,0.418016517162323,0.802247191011236,0.7385159010600707,0.9372197309417041,0.8260869565217391,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,125,8,1
0.6535232761233567,0,0,215,146,76,8,0.9129600452470407,0.9022219664150409,0.48706228733062745,0.8112359550561797,0.738831615120275,0.9641255605381166,0.8365758754863813,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,125,8,2
0.6594261539234586,0,0,179,190,32,44,0.9138690259766493,0.9089455695791145,0.8404579401016236,0.8292134831460675,0.8483412322274881,0.8026905829596412,0.824884792626728,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,125,8,3
0.6923565051555423,0,0,198,178,44,25,0.9141922191249545,0.899386487442268,0.8274709463119507,0.8449438202247191,0.8181818181818182,0.8878923766816144,0.8516129032258065,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,125,8,4
0.681211960811823,0,0,191,183,39,32,0.9152829960004848,0.9028831030287691,0.9372728705406189,0.8404494382022472,0.8304347826086956,0.8565022421524664,0.8432671081677705,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,125,8,5
0.6142014035300319,0,0,214,137,85,9,0.891386902597665,0.8499101176199348,0.4339502930641174,0.7887640449438202,0.7157190635451505,0.9596412556053812,0.8199233716475095,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,126,8,1
0.618150974309952,0,0,178,182,40,45,0.90968771462045,0.904583366403661,0.448871248960495,0.8089887640449438,0.8165137614678899,0.7982062780269058,0.8072562358276644,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,126,8,2
0.6860532847367556,0,0,193,182,40,30,0.9210196743829031,0.9059347437066068,0.5859204649925231,0.8426966292134831,0.8283261802575107,0.8654708520179372,0.8464912280701754,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,126,8,3
0.6724290605745707,0,0,191,181,41,32,0.9067991758574719,0.8841514727042872,0.8086048245429993,0.8359550561797753,0.8232758620689655,0.8565022421524664,0.8395604395604396,BinQuad_EN_ES_GOOGLE_matcoop,ConfliBERT-Spanish-multilingual-cased-v2,126,8,4
