mcc,accuracy,f1_score,tp,tn,fp,fn,auroc,auprc,eval_loss,acc,prec,rec,f1,data_name,model_name,seed,train_batch_size,epoch
0.6979750592333274,0,0,114,121,17,25,0.9177875091231363,0.90026066089509,0.4774148762226105,0.8483754512635379,0.8702290076335878,0.8201438848920863,0.8444444444444443,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,123,8,1
0.6823063288499636,0,0,117,116,22,22,0.9331665102700448,0.9305861770277685,0.4171255926291148,0.8411552346570397,0.841726618705036,0.841726618705036,0.841726618705036,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,123,8,2
0.7198640375505173,0,0,124,114,24,15,0.9343655510374309,0.9262772465369593,0.6975851257642111,0.8592057761732852,0.8378378378378378,0.8920863309352518,0.8641114982578396,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,123,8,3
0.7350954045855547,0,0,126,114,24,13,0.935251798561151,0.9185432521231559,0.8429055412610372,0.8664259927797834,0.84,0.9064748201438849,0.8719723183391004,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,123,8,4
0.7274563457397696,0,0,125,114,24,14,0.9357731206339277,0.9185577373924474,0.8426930904388428,0.8628158844765343,0.8389261744966443,0.8992805755395683,0.8680555555555555,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,123,8,5
0.6924807599221313,0,0,124,110,28,15,0.9103847356897091,0.9016250979877258,0.3884225885073344,0.8447653429602888,0.8157894736842105,0.8920863309352518,0.852233676975945,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,124,8,1
0.7091668019775254,0,0,131,104,34,8,0.9279532895422793,0.9157806110240134,0.4658513168493907,0.8483754512635379,0.793939393939394,0.9424460431654677,0.861842105263158,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,124,8,2
0.7259899411143809,0,0,133,104,34,6,0.9310290897716609,0.9184634173189024,0.7338374257087708,0.855595667870036,0.7964071856287425,0.9568345323741008,0.8692810457516339,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,124,8,3
0.6895527056615577,0,0,117,117,21,22,0.9248253571056199,0.895953513106267,0.9320000410079956,0.8447653429602888,0.8478260869565217,0.841726618705036,0.8447653429602888,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,124,8,4
0.6679180435223264,0,0,117,114,24,22,0.9222187467417371,0.8958706789604766,1.0457888046900432,0.8339350180505415,0.8297872340425532,0.841726618705036,0.8357142857142857,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,124,8,5
0.6650889717983912,0,0,131,97,41,8,0.9169012615994161,0.9051373603187924,0.40448372562726337,0.8231046931407943,0.7616279069767442,0.9424460431654677,0.8424437299035371,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,125,8,1
0.6539510895425179,0,0,104,124,14,35,0.9190386820978,0.9167498142901049,0.5490685800711314,0.8231046931407943,0.8813559322033898,0.7482014388489209,0.8093385214007781,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,125,8,2
0.7267849471532473,0,0,124,115,23,15,0.9230528620581795,0.9098166715450959,0.6194095214207967,0.8628158844765343,0.8435374149659864,0.8920863309352518,0.8671328671328672,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,125,8,3
0.696803804342886,0,0,119,116,22,20,0.9241476384110103,0.917014237403992,0.8853901823361715,0.8483754512635379,0.8439716312056738,0.8561151079136691,0.85,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,125,8,4
0.6771331423964859,0,0,122,110,28,17,0.9225836721926807,0.9136811313476967,0.964064379533132,0.8375451263537906,0.8133333333333334,0.8776978417266187,0.8442906574394463,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,125,8,5
0.6300587286515634,0,0,104,121,17,35,0.9117401730789282,0.903309968550294,0.46856601039568585,0.8122743682310469,0.859504132231405,0.7482014388489209,0.8,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,126,8,1
0.7282794952501349,0,0,134,103,35,5,0.9341570222083203,0.9228352037964871,0.5041473309199015,0.855595667870036,0.7928994082840237,0.9640287769784173,0.8701298701298702,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,126,8,2
0.7412527466761686,0,0,125,116,22,14,0.9354603273902616,0.924883966917796,0.5325929125150045,0.8700361010830325,0.8503401360544217,0.8992805755395683,0.874125874125874,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,126,8,3
0.7259024563494642,0,0,122,117,21,17,0.9391617141069752,0.9348796716423988,0.7231026887893677,0.8628158844765343,0.8531468531468531,0.8776978417266187,0.8652482269503545,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,126,8,4
0.7407237891585424,0,0,124,117,21,15,0.9385361276196436,0.9340424735473656,0.7514521479606628,0.8700361010830325,0.8551724137931035,0.8920863309352518,0.8732394366197184,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,126,8,5
0.6459295517980933,0,0,133,91,47,6,0.9159107496611406,0.9021276807318187,0.43449604511260986,0.8086642599277978,0.7388888888888889,0.9568345323741008,0.8338557993730408,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,127,8,1
0.6984919346761047,0,0,123,112,26,16,0.9253466791783964,0.9182216406389263,0.453214834133784,0.8483754512635379,0.825503355704698,0.8848920863309353,0.8541666666666667,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,127,8,2
0.7112767852844577,0,0,118,119,19,21,0.9250860181420081,0.9142757398426873,0.6277919511000315,0.855595667870036,0.8613138686131386,0.8489208633093526,0.8550724637681159,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,127,8,3
0.7545094359295172,0,0,122,121,17,17,0.9419247210926911,0.9359397099001089,0.6646163463592529,0.8772563176895307,0.8776978417266187,0.8776978417266187,0.8776978417266187,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,127,8,4
0.7564207568034345,0,0,127,116,22,12,0.9334271713064332,0.9224424626720615,0.6962153514226278,0.8772563176895307,0.8523489932885906,0.9136690647482014,0.8819444444444444,BinQuad_EN_ES_GOOGLE_verconf,ConfliBERT-Spanish-multilingual-cased-v2,127,8,5
