mcc,accuracy,f1_score,tp,tn,fp,fn,auroc,auprc,eval_loss,acc,prec,rec,f1,data_name,model_name,seed,train_batch_size,epoch
0.5757516116662483,0,0,97,120,18,42,0.899332707746846,0.8734136303769218,0.48458470900853473,0.7833935018050542,0.8434782608695652,0.697841726618705,0.7637795275590551,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,123,8,1
0.6188799115723609,0,0,96,126,12,43,0.9225836721926806,0.9184114473830737,0.5516646107037863,0.8014440433212996,0.8888888888888888,0.6906474820143885,0.777327935222672,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,123,8,2
0.6825579897814966,0,0,119,114,24,20,0.920863309352518,0.8992385540571197,0.7340805133183798,0.8411552346570397,0.8321678321678322,0.8561151079136691,0.8439716312056738,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,123,8,3
0.662835385316142,0,0,110,120,18,29,0.9155979564174748,0.9030791316464967,0.9846992492675781,0.8303249097472925,0.859375,0.7913669064748201,0.8239700374531835,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,123,8,4
0.6755686293481541,0,0,114,118,20,25,0.9152330309665311,0.901396234456958,1.0019432703653972,0.8375451263537906,0.8507462686567164,0.8201438848920863,0.8351648351648351,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,123,8,5
0.640128072500548,0,0,110,117,21,29,0.9053800437910541,0.9028218050936456,0.4033736487229665,0.8194945848375451,0.8396946564885496,0.7913669064748201,0.8148148148148148,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,124,8,1
0.662835385316142,0,0,110,120,18,29,0.9180481701595247,0.9060810637275529,0.5267608364423116,0.8303249097472925,0.859375,0.7913669064748201,0.8239700374531835,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,124,8,2
0.66952752361244,0,0,121,110,28,18,0.9194036075487436,0.9109386792688835,0.7370951573053995,0.8339350180505415,0.8120805369127517,0.8705035971223022,0.8402777777777778,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,124,8,3
0.6491888281589913,0,0,108,120,18,31,0.9104890001042645,0.9048851043163647,1.0047923525174458,0.8231046931407943,0.8571428571428571,0.7769784172661871,0.8150943396226414,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,124,8,4
0.7044649403934657,0,0,116,120,18,23,0.9144510478573663,0.9066817058749058,0.9477407137552897,0.851985559566787,0.8656716417910447,0.8345323741007195,0.8498168498168498,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,124,8,5
0.6734268535375064,0,0,125,106,32,14,0.9136169325409238,0.8928319360300967,0.4136857291062673,0.8339350180505415,0.7961783439490446,0.8992805755395683,0.8445945945945946,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,125,8,1
0.6895365214521907,0,0,118,116,22,21,0.9220102179126264,0.9157016133619448,0.4666395386060079,0.8447653429602888,0.8428571428571429,0.8489208633093526,0.8458781362007167,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,125,8,2
0.6896641972971117,0,0,119,115,23,20,0.9144510478573662,0.8925204552325442,0.6641298532485962,0.8447653429602888,0.8380281690140845,0.8561151079136691,0.8469750889679715,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,125,8,3
0.6390699138031871,0,0,113,114,24,26,0.9106453967260975,0.8985903446410305,0.9497124155362447,0.8194945848375451,0.8248175182481752,0.8129496402877698,0.8188405797101449,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,125,8,4
0.6535112880994413,0,0,114,115,23,25,0.9145553122719215,0.9018008882244617,1.0507924755414326,0.8267148014440433,0.8321167883211679,0.8201438848920863,0.8260869565217392,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,125,8,5
0.6040670930664911,0,0,116,106,32,23,0.9009488061724533,0.8860883961121981,0.42230792840321857,0.8014440433212996,0.7837837837837838,0.8345323741007195,0.808362369337979,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,126,8,1
0.6702840626169878,0,0,122,109,29,17,0.9002189552705662,0.8806482337481256,0.5282778143882751,0.8339350180505415,0.8079470198675497,0.8776978417266187,0.8413793103448276,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,126,8,2
0.6828979624561071,0,0,120,113,25,19,0.9114273798352621,0.8908659752570737,0.8436358173688253,0.8411552346570397,0.8275862068965517,0.8633093525179856,0.8450704225352113,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,126,8,3
0.63928872549454,0,0,112,115,23,27,0.8996455009905119,0.8786019231977813,1.0103326439857483,0.8194945848375451,0.8296296296296296,0.8057553956834532,0.8175182481751824,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,126,8,4
0.63928872549454,0,0,112,115,23,27,0.9043895318527786,0.8876409847251147,1.1167877515157063,0.8194945848375451,0.8296296296296296,0.8057553956834532,0.8175182481751824,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,126,8,5
0.610187165210679,0,0,111,112,26,28,0.9023563757689501,0.8819181873591109,0.4013090332349141,0.8050541516245487,0.8102189781021898,0.7985611510791367,0.8043478260869567,BinQuad_AR_verconf,ConfliBERT-Arabic-multilingual-cased-v2,127,8,1
